fic,date,portret,portretx,n,country,currency
SGP,1994-06-30,0.0015339101,-0.000034287,91,SINGAPORE,SGD
SGP,1994-07-01,-0.010867421,-0.010867421,100,SINGAPORE,SGD
SGP,1994-07-04,-0.007050999,-0.007050999,100,SINGAPORE,SGD
SGP,1994-07-05,0.0004160549,0.0003971572,100,SINGAPORE,SGD
SGP,1994-07-06,-0.007859206,-0.007859206,100,SINGAPORE,SGD
SGP,1994-07-07,-0.007343284,-0.007364531,100,SINGAPORE,SGD
SGP,1994-07-08,0.0043353826,0.0043353826,100,SINGAPORE,SGD
SGP,1994-07-11,0.0025192877,0.0023444015,100,SINGAPORE,SGD
SGP,1994-07-12,0.0085279559,0.0084408468,100,SINGAPORE,SGD
SGP,1994-07-13,0.0119378597,0.0119378597,100,SINGAPORE,SGD
SGP,1994-07-14,0.0106968698,0.0106968698,100,SINGAPORE,SGD
SGP,1994-07-15,0.0039188546,0.0039188546,100,SINGAPORE,SGD
SGP,1994-07-18,0.0047870024,0.0047870024,100,SINGAPORE,SGD
SGP,1994-07-19,0.0007088948,0.0007088948,100,SINGAPORE,SGD
SGP,1994-07-20,0.0074522631,0.0074522631,100,SINGAPORE,SGD
SGP,1994-07-21,-0.004304953,-0.004304953,100,SINGAPORE,SGD
SGP,1994-07-22,-0.004410117,-0.004410117,100,SINGAPORE,SGD
SGP,1994-07-25,0.0110901066,0.0110901066,100,SINGAPORE,SGD
SGP,1994-07-26,0.0060705527,0.0059859074,100,SINGAPORE,SGD
SGP,1994-07-27,-0.001715928,-0.001715928,100,SINGAPORE,SGD
SGP,1994-07-28,-0.001486057,-0.001486057,100,SINGAPORE,SGD
SGP,1994-07-29,0.005114409,0.005114409,100,SINGAPORE,SGD
SGP,1994-08-01,0.0061528051,0.0061125265,100,SINGAPORE,SGD
SGP,1994-08-02,0.0149964012,0.0149964012,100,SINGAPORE,SGD
SGP,1994-08-03,0.0014527176,0.0014527176,100,SINGAPORE,SGD
SGP,1994-08-04,-0.001619316,-0.001661571,100,SINGAPORE,SGD
SGP,1994-08-05,-0.005659229,-0.005659229,100,SINGAPORE,SGD
SGP,1994-08-08,-0.003892407,-0.00401521,100,SINGAPORE,SGD
SGP,1994-08-10,0.002910812,0.002910812,100,SINGAPORE,SGD
SGP,1994-08-11,0.0089283229,0.0089283229,100,SINGAPORE,SGD
SGP,1994-08-12,0.004860994,0.004860994,100,SINGAPORE,SGD
SGP,1994-08-15,-0.004592078,-0.004631378,100,SINGAPORE,SGD
SGP,1994-08-16,-0.003743394,-0.003743394,100,SINGAPORE,SGD
SGP,1994-08-17,0.007316371,0.007316371,100,SINGAPORE,SGD
SGP,1994-08-18,0.0037910556,0.0037910556,100,SINGAPORE,SGD
SGP,1994-08-19,-0.00246603,-0.002486328,100,SINGAPORE,SGD
SGP,1994-08-22,-0.009132659,-0.009245781,100,SINGAPORE,SGD
SGP,1994-08-23,-0.004656348,-0.004656348,100,SINGAPORE,SGD
SGP,1994-08-24,-0.00434912,-0.00434912,100,SINGAPORE,SGD
SGP,1994-08-26,0.0027128703,0.0027128703,100,SINGAPORE,SGD
SGP,1994-08-29,0.0065617375,0.006282655,100,SINGAPORE,SGD
SGP,1994-08-30,-0.00257207,-0.00257207,100,SINGAPORE,SGD
SGP,1994-08-31,0.007467885,0.007467885,100,SINGAPORE,SGD
SGP,1994-09-01,0.005778821,0.005778821,100,SINGAPORE,SGD
SGP,1994-09-02,-0.002498153,-0.002559269,100,SINGAPORE,SGD
SGP,1994-09-05,0.0047443272,0.0046903282,100,SINGAPORE,SGD
SGP,1994-09-06,0.002360864,-7.260831E-6,100,SINGAPORE,SGD
SGP,1994-09-07,-0.001631526,-0.001914579,100,SINGAPORE,SGD
SGP,1994-09-08,-0.008669426,-0.00873287,100,SINGAPORE,SGD
SGP,1994-09-09,-0.007355718,-0.007355718,100,SINGAPORE,SGD
SGP,1994-09-12,-0.007880336,-0.007880336,100,SINGAPORE,SGD
SGP,1994-09-13,0.0051487703,0.0050304839,100,SINGAPORE,SGD
SGP,1994-09-14,0.0010523162,0.0008190469,100,SINGAPORE,SGD
SGP,1994-09-15,-0.004476835,-0.004476835,100,SINGAPORE,SGD
SGP,1994-09-16,0.0087395578,0.0087395578,100,SINGAPORE,SGD
SGP,1994-09-19,-0.005206501,-0.005206501,100,SINGAPORE,SGD
SGP,1994-09-20,0.0026084312,0.0026084312,100,SINGAPORE,SGD
SGP,1994-09-21,-0.003571118,-0.003573083,100,SINGAPORE,SGD
SGP,1994-09-22,0.000687395,0.000687395,100,SINGAPORE,SGD
SGP,1994-09-23,0.0109229774,0.0109229774,100,SINGAPORE,SGD
SGP,1994-09-26,-0.002797308,-0.002832613,100,SINGAPORE,SGD
SGP,1994-09-27,-0.009387488,-0.009387488,100,SINGAPORE,SGD
SGP,1994-09-28,0.0169034621,0.0169034621,100,SINGAPORE,SGD
SGP,1994-09-29,0.0056661465,0.0056661465,100,SINGAPORE,SGD
SGP,1994-09-30,-0.008284471,-0.008364014,100,SINGAPORE,SGD
SGP,1994-10-03,0.0095289345,0.0095289345,100,SINGAPORE,SGD
SGP,1994-10-04,0.0109486097,0.0108865591,100,SINGAPORE,SGD
SGP,1994-10-05,0.0059794948,0.0059794948,100,SINGAPORE,SGD
SGP,1994-10-06,-0.017690896,-0.017690896,100,SINGAPORE,SGD
SGP,1994-10-07,-0.004624647,-0.004704897,100,SINGAPORE,SGD
SGP,1994-10-10,-0.014617571,-0.014635012,100,SINGAPORE,SGD
SGP,1994-10-11,0.018361442,0.018361442,100,SINGAPORE,SGD
SGP,1994-10-12,0.0099509703,0.0099509703,100,SINGAPORE,SGD
SGP,1994-10-13,-0.008281262,-0.008281262,100,SINGAPORE,SGD
SGP,1994-10-14,0.0075747389,0.0075747389,100,SINGAPORE,SGD
SGP,1994-10-17,0.0018955867,0.0018638718,100,SINGAPORE,SGD
SGP,1994-10-18,-0.002479487,-0.002513991,100,SINGAPORE,SGD
SGP,1994-10-19,-0.008200715,-0.008200715,100,SINGAPORE,SGD
SGP,1994-10-20,0.0059713919,0.0059713919,100,SINGAPORE,SGD
SGP,1994-10-21,-0.00137592,-0.00137592,100,SINGAPORE,SGD
SGP,1994-10-24,0.0108606564,0.0108606564,100,SINGAPORE,SGD
SGP,1994-10-25,-0.007682087,-0.007682087,100,SINGAPORE,SGD
SGP,1994-10-26,0.0039326111,0.0039326111,100,SINGAPORE,SGD
SGP,1994-10-27,-0.003288439,-0.003288439,100,SINGAPORE,SGD
SGP,1994-10-28,0.0007431437,0.0007431437,100,SINGAPORE,SGD
SGP,1994-10-31,0.0074511343,0.0074511343,100,SINGAPORE,SGD
SGP,1994-11-01,-0.004561722,-0.004561722,100,SINGAPORE,SGD
SGP,1994-11-03,-0.010776945,-0.010776945,100,SINGAPORE,SGD
SGP,1994-11-04,0.0038955572,0.0038955572,100,SINGAPORE,SGD
SGP,1994-11-07,-0.009499271,-0.009499271,100,SINGAPORE,SGD
SGP,1994-11-08,-0.005287048,-0.005287048,100,SINGAPORE,SGD
SGP,1994-11-09,0.0111958638,0.0111958638,100,SINGAPORE,SGD
SGP,1994-11-10,-0.006925878,-0.007380358,100,SINGAPORE,SGD
SGP,1994-11-11,-0.006925862,-0.006925862,100,SINGAPORE,SGD
SGP,1994-11-14,0.0032942233,0.0032942233,100,SINGAPORE,SGD
SGP,1994-11-15,0.0085886076,0.0085886076,100,SINGAPORE,SGD
SGP,1994-11-16,0.0008486857,0.0007494252,100,SINGAPORE,SGD
SGP,1994-11-17,0.0074051625,0.0074051625,100,SINGAPORE,SGD
SGP,1994-11-18,-0.010057038,-0.010057038,100,SINGAPORE,SGD
SGP,1994-11-21,-0.006433346,-0.006433346,100,SINGAPORE,SGD
SGP,1994-11-22,-0.026434566,-0.026434566,100,SINGAPORE,SGD
SGP,1994-11-23,-0.021284159,-0.021284159,100,SINGAPORE,SGD
SGP,1994-11-24,0.0028396863,0.0028396863,100,SINGAPORE,SGD
SGP,1994-11-25,0.0020845434,0.0020423109,100,SINGAPORE,SGD
SGP,1994-11-28,-0.002096778,-0.002096778,100,SINGAPORE,SGD
SGP,1994-11-29,-0.002937925,-0.002937925,100,SINGAPORE,SGD
SGP,1994-11-30,0.0030751095,0.0030751095,100,SINGAPORE,SGD
SGP,1994-12-01,-0.008661812,-0.008661812,100,SINGAPORE,SGD
SGP,1994-12-02,-0.016842925,-0.016856116,100,SINGAPORE,SGD
SGP,1994-12-05,0.002809151,0.002809151,100,SINGAPORE,SGD
SGP,1994-12-06,-0.004353647,-0.004372561,100,SINGAPORE,SGD
SGP,1994-12-07,-0.004593532,-0.004675576,100,SINGAPORE,SGD
SGP,1994-12-08,-0.013041707,-0.013041707,100,SINGAPORE,SGD
SGP,1994-12-09,-0.020353066,-0.020353066,100,SINGAPORE,SGD
SGP,1994-12-12,-0.007066672,-0.007072586,100,SINGAPORE,SGD
SGP,1994-12-13,-0.004138511,-0.004138511,100,SINGAPORE,SGD
SGP,1994-12-14,0.0219010669,0.0219010669,100,SINGAPORE,SGD
SGP,1994-12-15,0.0296716639,0.0296495151,100,SINGAPORE,SGD
SGP,1994-12-16,-0.001998822,-0.001998822,100,SINGAPORE,SGD
SGP,1994-12-19,0.0072790926,0.0070597823,100,SINGAPORE,SGD
SGP,1994-12-20,-0.004261534,-0.004261534,100,SINGAPORE,SGD
SGP,1994-12-21,0.0095070414,0.0095070414,100,SINGAPORE,SGD
SGP,1994-12-22,0.0109316767,0.0109316767,100,SINGAPORE,SGD
SGP,1994-12-27,0.0002356139,0.0002356139,100,SINGAPORE,SGD
SGP,1994-12-28,-0.007917013,-0.00818132,100,SINGAPORE,SGD
SGP,1994-12-29,0.0041817262,0.0041817262,100,SINGAPORE,SGD
SGP,1994-12-30,-0.007171213,-0.007282455,100,SINGAPORE,SGD
SGP,1995-01-03,0.0040135162,0.0040135162,100,SINGAPORE,SGD
SGP,1995-01-04,-0.002749053,-0.002749053,100,SINGAPORE,SGD
SGP,1995-01-05,0.0088084223,0.0087722798,100,SINGAPORE,SGD
SGP,1995-01-06,-0.006940373,-0.006940373,100,SINGAPORE,SGD
SGP,1995-01-09,-0.014360993,-0.014360993,100,SINGAPORE,SGD
SGP,1995-01-10,-0.012292221,-0.012292221,100,SINGAPORE,SGD
SGP,1995-01-11,-0.000546779,-0.000546779,100,SINGAPORE,SGD
SGP,1995-01-12,-0.024275247,-0.024275247,100,SINGAPORE,SGD
SGP,1995-01-13,-0.015686435,-0.015686435,100,SINGAPORE,SGD
SGP,1995-01-16,0.0156215832,0.0156215832,100,SINGAPORE,SGD
SGP,1995-01-17,0.00923518,0.00923518,100,SINGAPORE,SGD
SGP,1995-01-18,-0.0109269,-0.0109269,100,SINGAPORE,SGD
SGP,1995-01-19,-0.005727447,-0.005727447,100,SINGAPORE,SGD
SGP,1995-01-20,-0.02030124,-0.02030124,100,SINGAPORE,SGD
SGP,1995-01-23,-0.048543956,-0.048543956,100,SINGAPORE,SGD
SGP,1995-01-24,0.003186936,0.003186936,100,SINGAPORE,SGD
SGP,1995-01-25,0.0252320211,0.0252320211,100,SINGAPORE,SGD
SGP,1995-01-26,0.0155176096,0.0155176096,100,SINGAPORE,SGD
SGP,1995-01-27,0.0116437138,0.0116437138,100,SINGAPORE,SGD
SGP,1995-01-30,0.0161140444,0.0161140444,100,SINGAPORE,SGD
SGP,1995-02-02,0.0160240543,0.0160020401,100,SINGAPORE,SGD
SGP,1995-02-03,0.0089706305,0.0089706305,100,SINGAPORE,SGD
SGP,1995-02-06,0.0050045163,0.0048811793,100,SINGAPORE,SGD
SGP,1995-02-07,-0.010462715,-0.010762939,100,SINGAPORE,SGD
SGP,1995-02-08,-0.01019238,-0.01019238,100,SINGAPORE,SGD
SGP,1995-02-09,0.0025154604,0.0025154604,100,SINGAPORE,SGD
SGP,1995-02-10,-0.000675391,-0.000675391,100,SINGAPORE,SGD
SGP,1995-02-13,0.0049759599,0.0049759599,100,SINGAPORE,SGD
SGP,1995-02-14,-0.003871183,-0.003883249,100,SINGAPORE,SGD
SGP,1995-02-15,0.0032971593,0.0032971593,100,SINGAPORE,SGD
SGP,1995-02-16,0.0022445968,0.0022445968,100,SINGAPORE,SGD
SGP,1995-02-17,-0.001834474,-0.001834474,100,SINGAPORE,SGD
SGP,1995-02-20,-0.000821285,-0.000821285,100,SINGAPORE,SGD
SGP,1995-02-21,-0.01142247,-0.01142247,100,SINGAPORE,SGD
SGP,1995-02-22,-0.002409776,-0.002409776,100,SINGAPORE,SGD
SGP,1995-02-23,0.0064706897,0.0064706897,100,SINGAPORE,SGD
SGP,1995-02-24,0.0096963118,0.0096963118,100,SINGAPORE,SGD
SGP,1995-02-27,-0.013207795,-0.013207795,100,SINGAPORE,SGD
SGP,1995-02-28,0.0201057254,0.0201057254,100,SINGAPORE,SGD
SGP,1995-03-01,-0.005109176,-0.005109176,100,SINGAPORE,SGD
SGP,1995-03-02,-0.001183271,-0.001183271,100,SINGAPORE,SGD
SGP,1995-03-06,-0.006980979,-0.007062867,100,SINGAPORE,SGD
SGP,1995-03-07,0.0059455185,0.0059455185,100,SINGAPORE,SGD
SGP,1995-03-08,-0.021258114,-0.021258114,100,SINGAPORE,SGD
SGP,1995-03-09,0.0055987336,0.0055987336,100,SINGAPORE,SGD
SGP,1995-03-10,-0.006177408,-0.006177408,100,SINGAPORE,SGD
SGP,1995-03-13,-0.00102348,-0.00102348,100,SINGAPORE,SGD
SGP,1995-03-14,-0.010507326,-0.010507326,100,SINGAPORE,SGD
SGP,1995-03-15,0.011630069,0.011630069,100,SINGAPORE,SGD
SGP,1995-03-16,-0.001061453,-0.001061453,100,SINGAPORE,SGD
SGP,1995-03-17,0.0057110932,0.0057110932,100,SINGAPORE,SGD
SGP,1995-03-20,0.0066493309,0.006519065,100,SINGAPORE,SGD
SGP,1995-03-21,-0.003510757,-0.003530107,100,SINGAPORE,SGD
SGP,1995-03-22,-0.002759683,-0.002759683,100,SINGAPORE,SGD
SGP,1995-03-23,0.0005795021,0.0005795021,100,SINGAPORE,SGD
SGP,1995-03-24,-0.011767582,-0.011767582,100,SINGAPORE,SGD
SGP,1995-03-27,0.0090182635,0.0090182635,100,SINGAPORE,SGD
SGP,1995-03-28,0.0096258861,0.0096258861,100,SINGAPORE,SGD
SGP,1995-03-29,0.0066974298,0.0066974298,100,SINGAPORE,SGD
SGP,1995-03-30,-0.003480553,-0.003480553,100,SINGAPORE,SGD
SGP,1995-03-31,0.000264659,0.000264659,100,SINGAPORE,SGD
SGP,1995-04-03,-0.009810213,-0.009817619,100,SINGAPORE,SGD
SGP,1995-04-04,-0.003239846,-0.003239846,100,SINGAPORE,SGD
SGP,1995-04-05,0.0081192537,0.0081192537,100,SINGAPORE,SGD
SGP,1995-04-06,-0.003615129,-0.00365104,100,SINGAPORE,SGD
SGP,1995-04-07,-0.007368653,-0.007368653,100,SINGAPORE,SGD
SGP,1995-04-10,-0.005865874,-0.005865874,100,SINGAPORE,SGD
SGP,1995-04-11,-0.001148443,-0.001181538,100,SINGAPORE,SGD
SGP,1995-04-12,0.0008452177,0.0008452177,100,SINGAPORE,SGD
SGP,1995-04-13,-0.000162036,-0.000162036,100,SINGAPORE,SGD
SGP,1995-04-17,0.0008312091,0.0007990055,100,SINGAPORE,SGD
SGP,1995-04-18,-0.001272512,-0.001272512,100,SINGAPORE,SGD
SGP,1995-04-19,-0.002682994,-0.002682994,100,SINGAPORE,SGD
SGP,1995-04-20,0.0079262163,0.0079262163,100,SINGAPORE,SGD
SGP,1995-04-21,0.0120490243,0.0120490243,100,SINGAPORE,SGD
SGP,1995-04-24,-0.000584373,-0.000610483,100,SINGAPORE,SGD
SGP,1995-04-25,0.0010643861,0.0010643861,100,SINGAPORE,SGD
SGP,1995-04-26,0.0008489375,-0.000068993,100,SINGAPORE,SGD
SGP,1995-04-27,0.0002194841,0.0002194841,100,SINGAPORE,SGD
SGP,1995-04-28,0.0033530197,0.003327044,100,SINGAPORE,SGD
SGP,1995-05-02,-0.006367771,-0.006715947,100,SINGAPORE,SGD
SGP,1995-05-03,-0.001560417,-0.001580408,100,SINGAPORE,SGD
SGP,1995-05-04,0.0068353163,0.0068353163,100,SINGAPORE,SGD
SGP,1995-05-08,0.0057932837,0.0045227128,100,SINGAPORE,SGD
SGP,1995-05-09,0.0110326396,0.0110326396,100,SINGAPORE,SGD
SGP,1995-05-11,0.0429168931,0.0423983517,100,SINGAPORE,SGD
SGP,1995-05-12,0.0160521938,0.0160130772,100,SINGAPORE,SGD
SGP,1995-05-16,0.0043411567,0.0041859827,100,SINGAPORE,SGD
SGP,1995-05-17,-0.009558058,-0.009609699,100,SINGAPORE,SGD
SGP,1995-05-18,0.0011476352,0.0011476352,100,SINGAPORE,SGD
SGP,1995-05-19,-0.010681673,-0.010681673,100,SINGAPORE,SGD
SGP,1995-05-22,0.004710724,0.004559732,100,SINGAPORE,SGD
SGP,1995-05-23,0.0174604799,0.0173681724,100,SINGAPORE,SGD
SGP,1995-05-24,-0.000944749,-0.00151121,100,SINGAPORE,SGD
SGP,1995-05-25,-0.002361879,-0.00246879,100,SINGAPORE,SGD
SGP,1995-05-26,-0.013385451,-0.013385451,100,SINGAPORE,SGD
SGP,1995-05-29,-0.010288261,-0.010307837,100,SINGAPORE,SGD
SGP,1995-05-30,0.005703016,0.005703016,100,SINGAPORE,SGD
SGP,1995-05-31,0.0127582176,0.0127582176,100,SINGAPORE,SGD
SGP,1995-06-01,0.0173438458,0.0173184837,100,SINGAPORE,SGD
SGP,1995-06-02,-0.00349405,-0.00350586,100,SINGAPORE,SGD
SGP,1995-06-05,0.0099857498,0.0099443115,100,SINGAPORE,SGD
SGP,1995-06-06,-0.009504209,-0.009504209,100,SINGAPORE,SGD
SGP,1995-06-07,-0.003492737,-0.003492737,100,SINGAPORE,SGD
SGP,1995-06-08,-0.004129908,-0.004129908,100,SINGAPORE,SGD
SGP,1995-06-09,-0.014364235,-0.014661399,100,SINGAPORE,SGD
SGP,1995-06-12,-0.004842473,-0.004852748,100,SINGAPORE,SGD
SGP,1995-06-13,0.0002626525,0.0001685838,100,SINGAPORE,SGD
SGP,1995-06-14,0.0056080057,0.0054467993,100,SINGAPORE,SGD
SGP,1995-06-15,0.0085469533,0.0084415787,100,SINGAPORE,SGD
SGP,1995-06-16,-0.012586767,-0.012586767,100,SINGAPORE,SGD
SGP,1995-06-19,-0.000078501,-0.000190972,100,SINGAPORE,SGD
SGP,1995-06-20,-0.006277849,-0.00661663,100,SINGAPORE,SGD
SGP,1995-06-21,-0.000360427,-0.000360427,100,SINGAPORE,SGD
SGP,1995-06-22,-0.012235412,-0.012235412,100,SINGAPORE,SGD
SGP,1995-06-23,0.0002734175,0.0002734175,100,SINGAPORE,SGD
SGP,1995-06-26,-0.001569472,-0.001569472,100,SINGAPORE,SGD
SGP,1995-06-27,-0.001303889,-0.002401224,100,SINGAPORE,SGD
SGP,1995-06-28,-0.009393483,-0.009422404,100,SINGAPORE,SGD
SGP,1995-06-29,-0.000276014,-0.000276014,100,SINGAPORE,SGD
SGP,1995-06-30,0.0079939189,0.0079939189,100,SINGAPORE,SGD
SGP,1995-07-03,0.0000320109,0.0000320109,105,SINGAPORE,SGD
SGP,1995-07-04,0.0072677202,0.0072677202,105,SINGAPORE,SGD
SGP,1995-07-05,0.0132968255,0.0132968255,105,SINGAPORE,SGD
SGP,1995-07-06,-0.003794315,-0.003814627,105,SINGAPORE,SGD
SGP,1995-07-07,0.0143973213,0.0143973213,105,SINGAPORE,SGD
SGP,1995-07-10,0.0203595056,0.0202703075,105,SINGAPORE,SGD
SGP,1995-07-11,-0.021028273,-0.021028273,105,SINGAPORE,SGD
SGP,1995-07-12,0.0056332932,0.0054993215,105,SINGAPORE,SGD
SGP,1995-07-13,-0.000553316,-0.00066682,105,SINGAPORE,SGD
SGP,1995-07-14,-0.002171509,-0.002171509,105,SINGAPORE,SGD
SGP,1995-07-17,-0.004943789,-0.004951734,105,SINGAPORE,SGD
SGP,1995-07-18,-0.003398813,-0.003398813,105,SINGAPORE,SGD
SGP,1995-07-19,-0.005541326,-0.005541326,105,SINGAPORE,SGD
SGP,1995-07-20,-0.005676492,-0.005676492,105,SINGAPORE,SGD
SGP,1995-07-21,0.0038782621,0.0038782621,105,SINGAPORE,SGD
SGP,1995-07-24,-0.004855019,-0.004855019,105,SINGAPORE,SGD
SGP,1995-07-25,0.0064146932,0.0064146932,105,SINGAPORE,SGD
SGP,1995-07-26,-0.000597518,-0.000597518,105,SINGAPORE,SGD
SGP,1995-07-27,0.0013546628,0.0013469894,105,SINGAPORE,SGD
SGP,1995-07-28,0.0026570962,0.0026570962,105,SINGAPORE,SGD
SGP,1995-07-31,-0.004211357,-0.004211357,105,SINGAPORE,SGD
SGP,1995-08-01,-0.007151562,-0.007151562,105,SINGAPORE,SGD
SGP,1995-08-02,0.0018536292,0.0018536292,105,SINGAPORE,SGD
SGP,1995-08-03,-0.007031238,-0.007031238,105,SINGAPORE,SGD
SGP,1995-08-04,-0.009862957,-0.009904529,105,SINGAPORE,SGD
SGP,1995-08-07,-0.012075651,-0.012075651,105,SINGAPORE,SGD
SGP,1995-08-08,-0.008667521,-0.008741729,105,SINGAPORE,SGD
SGP,1995-08-10,0.0074648312,0.0074648312,105,SINGAPORE,SGD
SGP,1995-08-11,-0.002853197,-0.002898853,105,SINGAPORE,SGD
SGP,1995-08-14,-0.008375576,-0.008375576,105,SINGAPORE,SGD
SGP,1995-08-15,-0.009536792,-0.009536792,105,SINGAPORE,SGD
SGP,1995-08-16,0.0064929735,0.0064929735,105,SINGAPORE,SGD
SGP,1995-08-17,0.007266754,0.007266754,105,SINGAPORE,SGD
SGP,1995-08-18,0.012359919,0.012359919,105,SINGAPORE,SGD
SGP,1995-08-21,-0.000651842,-0.00099523,105,SINGAPORE,SGD
SGP,1995-08-22,-0.000458871,-0.00049282,105,SINGAPORE,SGD
SGP,1995-08-23,-0.000895031,-0.000895031,105,SINGAPORE,SGD
SGP,1995-08-24,-0.005572291,-0.005572291,105,SINGAPORE,SGD
SGP,1995-08-25,0.0051714198,0.0051714198,105,SINGAPORE,SGD
SGP,1995-08-28,0.0060200784,0.0060200784,105,SINGAPORE,SGD
SGP,1995-08-29,-0.004584412,-0.004755891,105,SINGAPORE,SGD
SGP,1995-08-30,0.0004538559,0.0004538559,105,SINGAPORE,SGD
SGP,1995-08-31,0.0064329116,0.0058716797,105,SINGAPORE,SGD
SGP,1995-09-01,0.0015037048,0.0015037048,105,SINGAPORE,SGD
SGP,1995-09-04,-0.00269127,-0.00275605,105,SINGAPORE,SGD
SGP,1995-09-05,-0.001169923,-0.001228458,105,SINGAPORE,SGD
SGP,1995-09-06,-0.00167942,-0.001708156,105,SINGAPORE,SGD
SGP,1995-09-07,0.0020377602,0.0020377602,105,SINGAPORE,SGD
SGP,1995-09-08,0.0050866018,0.0050866018,105,SINGAPORE,SGD
SGP,1995-09-11,0.0017377784,0.0016445597,105,SINGAPORE,SGD
SGP,1995-09-12,-0.000222712,-0.00023334,105,SINGAPORE,SGD
SGP,1995-09-14,-0.001938726,-0.001955599,105,SINGAPORE,SGD
SGP,1995-09-15,0.0088806376,0.0086585603,105,SINGAPORE,SGD
SGP,1995-09-18,-0.003360322,-0.003401183,105,SINGAPORE,SGD
SGP,1995-09-19,-0.011124192,-0.011124192,105,SINGAPORE,SGD
SGP,1995-09-20,0.001589834,0.0015710961,105,SINGAPORE,SGD
SGP,1995-09-21,-0.004159794,-0.004159794,105,SINGAPORE,SGD
SGP,1995-09-22,0.0031726169,0.0031726169,105,SINGAPORE,SGD
SGP,1995-09-25,0.0096963304,0.0096963304,105,SINGAPORE,SGD
SGP,1995-09-26,-0.003173001,-0.003173001,105,SINGAPORE,SGD
SGP,1995-09-27,-0.001232255,-0.001232255,105,SINGAPORE,SGD
SGP,1995-09-28,0.0041984854,0.0041569795,105,SINGAPORE,SGD
SGP,1995-09-29,0.0075459716,0.0075459716,105,SINGAPORE,SGD
SGP,1995-10-02,0.0030429357,0.0030036563,105,SINGAPORE,SGD
SGP,1995-10-03,0.0019331377,-0.000760101,105,SINGAPORE,SGD
SGP,1995-10-04,0.0042429751,0.0042429751,105,SINGAPORE,SGD
SGP,1995-10-05,0.0080239663,0.0080058688,105,SINGAPORE,SGD
SGP,1995-10-06,-0.002016019,-0.002073354,105,SINGAPORE,SGD
SGP,1995-10-09,0.0029504733,0.0029504733,105,SINGAPORE,SGD
SGP,1995-10-10,-0.007352033,-0.007352033,105,SINGAPORE,SGD
SGP,1995-10-11,0.0015129247,0.0014658417,105,SINGAPORE,SGD
SGP,1995-10-12,0.0012060263,0.0012060263,105,SINGAPORE,SGD
SGP,1995-10-13,0.0006893835,0.0006893835,105,SINGAPORE,SGD
SGP,1995-10-16,-0.00965334,-0.00965334,105,SINGAPORE,SGD
SGP,1995-10-17,-0.004404524,-0.004404524,105,SINGAPORE,SGD
SGP,1995-10-18,0.0023511181,0.0023159414,105,SINGAPORE,SGD
SGP,1995-10-19,-0.001225456,-0.001225456,105,SINGAPORE,SGD
SGP,1995-10-20,0.0066230198,0.0066230198,105,SINGAPORE,SGD
SGP,1995-10-24,-0.015959411,-0.016001401,105,SINGAPORE,SGD
SGP,1995-10-25,0.0023156119,0.0023156119,105,SINGAPORE,SGD
SGP,1995-10-26,0.0018308142,0.0018308142,105,SINGAPORE,SGD
SGP,1995-10-27,0.0041849622,0.0041849622,105,SINGAPORE,SGD
SGP,1995-10-30,-0.00409069,-0.00409069,105,SINGAPORE,SGD
SGP,1995-10-31,0.0058347567,0.0058347567,105,SINGAPORE,SGD
SGP,1995-11-01,-0.003426669,-0.003898152,105,SINGAPORE,SGD
SGP,1995-11-02,-0.000555181,-0.000574798,105,SINGAPORE,SGD
SGP,1995-11-03,0.0038900795,0.0038900795,105,SINGAPORE,SGD
SGP,1995-11-06,0.0030466279,0.0030466279,105,SINGAPORE,SGD
SGP,1995-11-07,-0.007772976,-0.007772976,105,SINGAPORE,SGD
SGP,1995-11-08,0.0009485597,0.0009485597,105,SINGAPORE,SGD
SGP,1995-11-09,-0.008382051,-0.008529504,105,SINGAPORE,SGD
SGP,1995-11-10,-0.008986177,-0.008986177,105,SINGAPORE,SGD
SGP,1995-11-13,-0.006287146,-0.006287146,105,SINGAPORE,SGD
SGP,1995-11-14,-0.001157465,-0.001157465,105,SINGAPORE,SGD
SGP,1995-11-15,0.0031730123,0.0031730123,105,SINGAPORE,SGD
SGP,1995-11-16,0.0074312509,0.0074312509,105,SINGAPORE,SGD
SGP,1995-11-17,-0.000613504,-0.000613504,105,SINGAPORE,SGD
SGP,1995-11-20,0.012333228,0.012333228,105,SINGAPORE,SGD
SGP,1995-11-21,0.006803023,0.0066584581,105,SINGAPORE,SGD
SGP,1995-11-22,0.0017654531,0.0017654531,105,SINGAPORE,SGD
SGP,1995-11-23,-0.004214712,-0.004214712,105,SINGAPORE,SGD
SGP,1995-11-24,-0.000710115,-0.000710115,105,SINGAPORE,SGD
SGP,1995-11-27,0.0061634041,0.0061634041,105,SINGAPORE,SGD
SGP,1995-11-28,0.0049092283,0.0049092283,105,SINGAPORE,SGD
SGP,1995-11-29,0.0053095848,0.005297129,105,SINGAPORE,SGD
SGP,1995-11-30,0.0011827338,0.0011827338,105,SINGAPORE,SGD
SGP,1995-12-01,-0.001440176,-0.001440176,105,SINGAPORE,SGD
SGP,1995-12-04,0.0183335234,0.0183335234,105,SINGAPORE,SGD
SGP,1995-12-05,0.0021592188,0.0021438239,105,SINGAPORE,SGD
SGP,1995-12-06,0.0006738587,0.0006633026,105,SINGAPORE,SGD
SGP,1995-12-07,0.0001222182,0.0001222182,105,SINGAPORE,SGD
