gamma,regime_source,rebalance_month,strategy,success,objective,VaR_v,theta_used,robust_norm_value,robust_penalty_component,max_weight,effective_n_assets,predicted_state,predicted_state_prob,regime_weight_max,regime_weight_argmax,message
0.1,altdata_bnmeanrank_hmm,2021-10-01,DR-CVaR,True,0.20897337325082702,0.0579047,0.06195578662541357,0.1,0.12391157325082704,0.1,9.999999999999996,2,0.9933337901138873,0.9869448442318526,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-10-01,RS-CVaR,True,0.05944131482147068,0.03460510076056575,0.0,1.0,0.0,0.3643518519758537,3.248077081948632,2,0.9933337901138873,0.9869448442318526,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-10-01,RSDR-CVaR,True,0.2031221514505063,0.05606159999999979,0.062466626604553814,0.09999999999999999,0.1249332532091075,0.10000000000000389,10.000000000000059,2,0.9933337901138873,0.9869448442318526,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-11-01,SAA-CVaR,True,0.06237825019978324,0.03468563488037274,0.0,1.0,0.0,0.3421473904551399,3.3652999535622046,3,0.9995212423690616,0.9910179901882603,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-11-01,DR-CVaR,True,0.20897337325082702,0.0579047,0.06195578662541357,0.1,0.12391157325082704,0.1,9.999999999999996,3,0.9995212423690616,0.9910179901882603,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-11-01,RS-CVaR,True,0.05776529456326304,0.03774531869941327,0.0,1.0,0.0,0.547946240017673,2.5726784810397176,3,0.9995212423690616,0.9910179901882603,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-11-01,RSDR-CVaR,True,0.2005703867118642,0.056061600000000086,0.06235530378486555,0.10000000000000019,0.12471060756973122,0.10000000000000032,9.99999999999998,3,0.9995212423690616,0.9910179901882603,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-12-01,SAA-CVaR,True,0.06237825019978324,0.03468563488037274,0.0,1.0,0.0,0.3421473904551399,3.3652999535622046,2,0.5991433317675771,0.5934435543004575,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-12-01,DR-CVaR,True,0.20897337325082688,0.05790469999999964,0.06195578662541357,0.10000000000000003,0.12391157325082706,0.10000000000000304,9.999999999999986,2,0.5991433317675771,0.5934435543004575,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-12-01,RS-CVaR,True,0.05737299191883282,0.045641589507639725,0.0,1.0,0.0,0.617771081291523,1.8948722769665933,2,0.5991433317675771,0.5934435543004575,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2021-12-01,RSDR-CVaR,True,0.2822782348283106,0.121802,0.07221430567273984,0.1111111111111111,0.1604762348283106,0.1111111111111111,9.0,2,0.5991433317675771,0.5934435543004575,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2022-01-01,SAA-CVaR,True,0.06237825019978324,0.03468563488037274,0.0,1.0,0.0,0.3421473904551399,3.3652999535622046,3,0.6856555976221932,0.8306521448230239,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2022-01-01,DR-CVaR,True,0.20897337325082688,0.05790469999999964,0.06195578662541357,0.10000000000000003,0.12391157325082706,0.10000000000000304,9.999999999999986,3,0.6856555976221932,0.8306521448230239,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2022-01-01,RS-CVaR,True,0.06165742188568378,0.04922721879850784,0.0,1.0,0.0,0.7236287236973344,1.7770138402103832,3,0.6856555976221932,0.8306521448230239,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2022-01-01,RSDR-CVaR,True,0.26359484830021307,0.08459877777777779,0.06634032791992019,0.11111111111111113,0.14742295093315586,0.11111111111111166,9.000000000000004,3,0.6856555976221932,0.8306521448230239,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.1,altdata_bnmeanrank_hmm,2022-02-01,SAA-CVaR,True,0.06300745997720021,0.04050612501014871,0.0,1.0,0.0,0.48180043453131616,3.083623407636658,3,0.9612465291006371,0.5173542254668602,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
