,RF
2020-12-08,3.5698287639274184e-06
2020-12-09,3.5698287639274184e-06
2020-12-10,3.5698287639274184e-06
2020-12-11,3.5698287639274184e-06
2020-12-14,3.5698287639274184e-06
2020-12-15,3.5698287639274184e-06
2020-12-16,3.5698287639274184e-06
2020-12-17,3.5698287639274184e-06
2020-12-18,3.5698287639274184e-06
2020-12-21,3.5698287639274184e-06
2020-12-22,3.5698287639274184e-06
2020-12-23,3.5698287639274184e-06
2020-12-24,3.5698287639274184e-06
2020-12-25,3.5698287639274184e-06
2020-12-28,3.5698287639274184e-06
2020-12-29,3.5698287639274184e-06
2020-12-30,3.5698287639274184e-06
2020-12-31,3.5698287639274184e-06
2021-01-01,3.5698287639274184e-06
2021-01-04,3.5698287639274184e-06
2021-01-05,3.5698287639274184e-06
2021-01-06,3.5698287639274184e-06
2021-01-07,3.5698287639274184e-06
2021-01-08,3.5698287639274184e-06
2021-01-11,3.5698287639274184e-06
2021-01-12,3.5698287639274184e-06
2021-01-13,3.5698287639274184e-06
2021-01-14,3.5698287639274184e-06
2021-01-15,3.5698287639274184e-06
2021-01-18,3.5698287639274184e-06
2021-01-19,3.5698287639274184e-06
2021-01-20,3.5698287639274184e-06
2021-01-21,3.1733390453148047e-06
2021-01-22,3.1733390453148047e-06
2021-01-25,3.1733390453148047e-06
2021-01-26,3.1733390453148047e-06
2021-01-27,3.1733390453148047e-06
2021-01-28,2.77680986426887e-06
2021-01-29,2.77680986426887e-06
2021-02-01,3.1733390453148047e-06
2021-02-02,3.1733390453148047e-06
2021-02-03,3.1733390453148047e-06
2021-02-04,3.1733390453148047e-06
2021-02-05,3.1733390453148047e-06
2021-02-08,2.77680986426887e-06
2021-02-09,3.1733390453148047e-06
2021-02-10,3.1733390453148047e-06
2021-02-11,3.1733390453148047e-06
2021-02-12,3.1733390453148047e-06
2021-02-15,3.1733390453148047e-06
2021-02-16,3.1733390453148047e-06
2021-02-17,3.1733390453148047e-06
2021-02-18,2.77680986426887e-06
2021-02-19,2.77680986426887e-06
2021-02-22,2.77680986426887e-06
2021-02-23,2.77680986426887e-06
2021-02-24,2.77680986426887e-06
2021-02-25,2.77680986426887e-06
2021-02-26,2.77680986426887e-06
2021-03-01,2.77680986426887e-06
2021-03-02,2.77680986426887e-06
2021-03-03,2.77680986426887e-06
2021-03-04,2.77680986426887e-06
2021-03-05,2.77680986426887e-06
2021-03-08,2.77680986426887e-06
2021-03-09,2.77680986426887e-06
2021-03-10,2.77680986426887e-06
2021-03-11,2.77680986426887e-06
2021-03-12,2.77680986426887e-06
2021-03-15,2.77680986426887e-06
2021-03-16,2.77680986426887e-06
2021-03-17,2.77680986426887e-06
2021-03-18,2.77680986426887e-06
2021-03-19,2.77680986426887e-06
2021-03-22,2.77680986426887e-06
2021-03-23,2.77680986426887e-06
2021-03-24,2.77680986426887e-06
2021-03-25,2.77680986426887e-06
2021-03-26,2.77680986426887e-06
2021-03-29,2.77680986426887e-06
2021-03-30,2.77680986426887e-06
2021-03-31,2.3802412136841866e-06
2021-04-01,2.77680986426887e-06
2021-04-02,2.77680986426887e-06
2021-04-05,2.77680986426887e-06
2021-04-06,2.77680986426887e-06
2021-04-07,2.77680986426887e-06
2021-04-08,2.77680986426887e-06
2021-04-09,2.77680986426887e-06
2021-04-12,2.77680986426887e-06
2021-04-13,2.77680986426887e-06
2021-04-14,2.77680986426887e-06
2021-04-15,2.77680986426887e-06
2021-04-16,2.77680986426887e-06
2021-04-19,2.77680986426887e-06
2021-04-20,2.77680986426887e-06
2021-04-21,2.77680986426887e-06
2021-04-22,2.77680986426887e-06
2021-04-23,2.77680986426887e-06
2021-04-26,2.77680986426887e-06
2021-04-27,2.77680986426887e-06
2021-04-28,2.77680986426887e-06
2021-04-29,2.3802412136841866e-06
2021-04-30,1.98363308512306e-06
2021-05-03,2.3802412136841866e-06
2021-05-04,2.3802412136841866e-06
2021-05-05,2.3802412136841866e-06
2021-05-06,2.3802412136841866e-06
2021-05-07,2.3802412136841866e-06
2021-05-10,2.3802412136841866e-06
2021-05-11,2.3802412136841866e-06
2021-05-12,2.3802412136841866e-06
2021-05-13,2.3802412136841866e-06
2021-05-14,2.3802412136841866e-06
2021-05-17,2.3802412136841866e-06
2021-05-18,2.3802412136841866e-06
2021-05-19,2.3802412136841866e-06
2021-05-20,2.3802412136841866e-06
2021-05-21,2.3802412136841866e-06
2021-05-24,2.3802412136841866e-06
2021-05-25,2.3802412136841866e-06
2021-05-26,2.3802412136841866e-06
2021-05-27,2.3802412136841866e-06
2021-05-28,1.98363308512306e-06
2021-05-31,1.98363308512306e-06
2021-06-01,2.3802412136841866e-06
2021-06-02,2.3802412136841866e-06
2021-06-03,2.3802412136841866e-06
2021-06-04,2.3802412136841866e-06
2021-06-07,2.3802412136841866e-06
2021-06-08,2.3802412136841866e-06
2021-06-09,2.3802412136841866e-06
2021-06-10,2.3802412136841866e-06
2021-06-11,2.3802412136841866e-06
2021-06-14,2.3802412136841866e-06
2021-06-15,2.3802412136841866e-06
2021-06-16,2.3802412136841866e-06
2021-06-17,3.966279028766451e-06
2021-06-18,3.966279028766451e-06
2021-06-21,3.966279028766451e-06
2021-06-22,3.966279028766451e-06
2021-06-23,3.966279028766451e-06
2021-06-24,3.966279028766451e-06
2021-06-25,3.966279028766451e-06
2021-06-28,3.966279028766451e-06
2021-06-29,3.966279028766451e-06
2021-06-30,3.1733390453148047e-06
2021-07-01,3.966279028766451e-06
2021-07-02,3.966279028766451e-06
2021-07-05,3.966279028766451e-06
2021-07-06,3.966279028766451e-06
2021-07-07,3.966279028766451e-06
2021-07-08,3.966279028766451e-06
2021-07-09,3.966279028766451e-06
2021-07-12,3.966279028766451e-06
2021-07-13,3.966279028766451e-06
2021-07-14,3.966279028766451e-06
2021-07-15,3.966279028766451e-06
2021-07-16,3.966279028766451e-06
2021-07-19,3.966279028766451e-06
2021-07-20,3.966279028766451e-06
2021-07-21,3.966279028766451e-06
2021-07-22,3.966279028766451e-06
2021-07-23,3.966279028766451e-06
2021-07-26,3.966279028766451e-06
2021-07-27,3.966279028766451e-06
2021-07-28,3.966279028766451e-06
2021-07-29,3.966279028766451e-06
2021-07-30,2.77680986426887e-06
2021-08-02,3.966279028766451e-06
2021-08-03,3.966279028766451e-06
2021-08-04,3.966279028766451e-06
2021-08-05,3.966279028766451e-06
2021-08-06,3.966279028766451e-06
2021-08-09,3.966279028766451e-06
2021-08-10,3.966279028766451e-06
2021-08-11,3.966279028766451e-06
2021-08-12,3.966279028766451e-06
2021-08-13,3.966279028766451e-06
2021-08-16,3.966279028766451e-06
2021-08-17,3.966279028766451e-06
2021-08-18,3.5698287639274184e-06
2021-08-19,3.5698287639274184e-06
2021-08-20,3.5698287639274184e-06
2021-08-23,3.5698287639274184e-06
2021-08-24,3.5698287639274184e-06
2021-08-25,3.5698287639274184e-06
2021-08-26,3.5698287639274184e-06
2021-08-27,3.1733390453148047e-06
2021-08-30,3.1733390453148047e-06
2021-08-31,2.3802412136841866e-06
2021-09-01,3.1733390453148047e-06
2021-09-02,3.1733390453148047e-06
2021-09-03,3.1733390453148047e-06
2021-09-06,3.1733390453148047e-06
2021-09-07,3.1733390453148047e-06
2021-09-08,3.1733390453148047e-06
2021-09-09,3.1733390453148047e-06
2021-09-10,3.1733390453148047e-06
2021-09-13,3.1733390453148047e-06
2021-09-14,3.1733390453148047e-06
2021-09-15,3.1733390453148047e-06
2021-09-16,3.1733390453148047e-06
2021-09-17,3.1733390453148047e-06
2021-09-20,3.1733390453148047e-06
2021-09-21,3.1733390453148047e-06
2021-09-22,3.1733390453148047e-06
2021-09-23,3.1733390453148047e-06
2021-09-24,3.1733390453148047e-06
2021-09-27,3.1733390453148047e-06
2021-09-28,3.1733390453148047e-06
2021-09-29,3.1733390453148047e-06
2021-09-30,2.3802412136841866e-06
2021-10-01,3.1733390453148047e-06
2021-10-04,3.1733390453148047e-06
2021-10-05,3.1733390453148047e-06
2021-10-06,3.1733390453148047e-06
2021-10-07,3.1733390453148047e-06
2021-10-08,3.1733390453148047e-06
2021-10-11,3.1733390453148047e-06
2021-10-12,3.1733390453148047e-06
2021-10-13,3.1733390453148047e-06
2021-10-14,3.1733390453148047e-06
2021-10-15,3.1733390453148047e-06
2021-10-18,3.1733390453148047e-06
2021-10-19,3.1733390453148047e-06
2021-10-20,3.1733390453148047e-06
2021-10-21,3.1733390453148047e-06
2021-10-22,3.1733390453148047e-06
2021-10-25,3.1733390453148047e-06
2021-10-26,3.1733390453148047e-06
2021-10-27,3.1733390453148047e-06
2021-10-28,3.1733390453148047e-06
2021-10-29,2.77680986426887e-06
2021-11-01,3.1733390453148047e-06
2021-11-02,3.1733390453148047e-06
2021-11-03,3.1733390453148047e-06
2021-11-04,3.1733390453148047e-06
2021-11-05,3.1733390453148047e-06
2021-11-08,3.1733390453148047e-06
2021-11-09,3.1733390453148047e-06
2021-11-10,3.1733390453148047e-06
2021-11-11,3.1733390453148047e-06
2021-11-12,3.1733390453148047e-06
2021-11-15,3.1733390453148047e-06
2021-11-16,3.1733390453148047e-06
2021-11-17,3.1733390453148047e-06
2021-11-18,3.1733390453148047e-06
2021-11-19,3.1733390453148047e-06
2021-11-22,3.1733390453148047e-06
2021-11-23,3.1733390453148047e-06
2021-11-24,3.1733390453148047e-06
2021-11-25,3.1733390453148047e-06
2021-11-26,3.1733390453148047e-06
2021-11-29,3.1733390453148047e-06
2021-11-30,2.77680986426887e-06
2021-12-01,3.1733390453148047e-06
2021-12-02,3.1733390453148047e-06
2021-12-03,3.1733390453148047e-06
2021-12-06,3.1733390453148047e-06
2021-12-07,3.1733390453148047e-06
2021-12-08,3.1733390453148047e-06
2021-12-09,3.1733390453148047e-06
2021-12-10,3.1733390453148047e-06
2021-12-13,3.1733390453148047e-06
2021-12-14,3.1733390453148047e-06
2021-12-15,3.1733390453148047e-06
2021-12-16,3.1733390453148047e-06
2021-12-17,3.1733390453148047e-06
2021-12-20,3.1733390453148047e-06
2021-12-21,3.1733390453148047e-06
2021-12-22,3.1733390453148047e-06
2021-12-23,3.1733390453148047e-06
2021-12-24,3.1733390453148047e-06
2021-12-27,3.1733390453148047e-06
2021-12-28,3.1733390453148047e-06
2021-12-29,3.1733390453148047e-06
2021-12-30,3.1733390453148047e-06
2021-12-31,2.77680986426887e-06
2022-01-03,3.1733390453148047e-06
2022-01-04,3.1733390453148047e-06
2022-01-05,3.1733390453148047e-06
2022-01-06,3.1733390453148047e-06
2022-01-07,3.1733390453148047e-06
2022-01-10,3.1733390453148047e-06
2022-01-11,3.1733390453148047e-06
2022-01-12,3.1733390453148047e-06
2022-01-13,3.1733390453148047e-06
2022-01-14,3.1733390453148047e-06
2022-01-17,3.1733390453148047e-06
2022-01-18,3.1733390453148047e-06
2022-01-19,3.1733390453148047e-06
2022-01-20,3.1733390453148047e-06
2022-01-21,3.1733390453148047e-06
2022-01-24,3.1733390453148047e-06
2022-01-25,3.1733390453148047e-06
2022-01-26,3.1733390453148047e-06
2022-01-27,3.1733390453148047e-06
2022-01-28,3.1733390453148047e-06
2022-01-31,3.1733390453148047e-06
2022-02-01,3.1733390453148047e-06
2022-02-02,3.1733390453148047e-06
2022-02-03,3.1733390453148047e-06
2022-02-04,3.1733390453148047e-06
2022-02-07,3.1733390453148047e-06
2022-02-08,3.1733390453148047e-06
2022-02-09,3.1733390453148047e-06
2022-02-10,3.1733390453148047e-06
2022-02-11,3.1733390453148047e-06
2022-02-14,3.1733390453148047e-06
2022-02-15,3.1733390453148047e-06
2022-02-16,3.1733390453148047e-06
2022-02-17,3.1733390453148047e-06
2022-02-18,3.1733390453148047e-06
2022-02-21,3.1733390453148047e-06
2022-02-22,3.1733390453148047e-06
2022-02-23,3.1733390453148047e-06
2022-02-24,3.1733390453148047e-06
2022-02-25,3.1733390453148047e-06
2022-02-28,3.1733390453148047e-06
2022-03-01,3.1733390453148047e-06
2022-03-02,3.1733390453148047e-06
2022-03-03,3.1733390453148047e-06
2022-03-04,3.1733390453148047e-06
2022-03-07,3.1733390453148047e-06
2022-03-08,3.1733390453148047e-06
2022-03-09,3.1733390453148047e-06
2022-03-10,3.1733390453148047e-06
2022-03-11,3.1733390453148047e-06
2022-03-14,3.1733390453148047e-06
2022-03-15,3.1733390453148047e-06
2022-03-16,3.1733390453148047e-06
2022-03-17,1.3073763831750185e-05
2022-03-18,1.3073763831750185e-05
2022-03-21,1.3073763831750185e-05
2022-03-22,1.3073763831750185e-05
2022-03-23,1.3073763831750185e-05
2022-03-24,1.3073763831750185e-05
2022-03-25,1.3073763831750185e-05
2022-03-28,1.3073763831750185e-05
2022-03-29,1.3073763831750185e-05
2022-03-30,1.3073763831750185e-05
2022-03-31,1.3073763831750185e-05
2022-04-01,1.3073763831750185e-05
2022-04-04,1.3073763831750185e-05
2022-04-05,1.3073763831750185e-05
2022-04-06,1.3073763831750185e-05
2022-04-07,1.3073763831750185e-05
2022-04-08,1.3073763831750185e-05
2022-04-11,1.3073763831750185e-05
2022-04-12,1.3073763831750185e-05
2022-04-13,1.3073763831750185e-05
2022-04-14,1.3073763831750185e-05
2022-04-15,1.3073763831750185e-05
2022-04-18,1.3073763831750185e-05
2022-04-19,1.3073763831750185e-05
2022-04-20,1.3073763831750185e-05
2022-04-21,1.3073763831750185e-05
2022-04-22,1.3073763831750185e-05
2022-04-25,1.3073763831750185e-05
2022-04-26,1.3073763831750185e-05
2022-04-27,1.3073763831750185e-05
2022-04-28,1.3073763831750185e-05
2022-04-29,1.3073763831750185e-05
2022-05-02,1.3073763831750185e-05
2022-05-03,1.3073763831750185e-05
2022-05-04,1.3073763831750185e-05
2022-05-05,3.280111102821337e-05
2022-05-06,3.280111102821337e-05
2022-05-09,3.280111102821337e-05
2022-05-10,3.280111102821337e-05
2022-05-11,3.280111102821337e-05
2022-05-12,3.280111102821337e-05
2022-05-13,3.280111102821337e-05
2022-05-16,3.280111102821337e-05
2022-05-17,3.280111102821337e-05
2022-05-18,3.280111102821337e-05
2022-05-19,3.280111102821337e-05
2022-05-20,3.280111102821337e-05
2022-05-23,3.280111102821337e-05
2022-05-24,3.280111102821337e-05
2022-05-25,3.280111102821337e-05
2022-05-26,3.280111102821337e-05
2022-05-27,3.280111102821337e-05
2022-05-30,3.280111102821337e-05
2022-05-31,3.280111102821337e-05
2022-06-01,3.280111102821337e-05
2022-06-02,3.280111102821337e-05
2022-06-03,3.280111102821337e-05
2022-06-06,3.280111102821337e-05
2022-06-07,3.280111102821337e-05
2022-06-08,3.280111102821337e-05
2022-06-09,3.280111102821337e-05
2022-06-10,3.280111102821337e-05
2022-06-13,3.280111102821337e-05
2022-06-14,3.280111102821337e-05
2022-06-15,3.280111102821337e-05
2022-06-16,6.221018650132137e-05
2022-06-17,6.221018650132137e-05
2022-06-20,6.221018650132137e-05
2022-06-21,6.221018650132137e-05
2022-06-22,6.221018650132137e-05
2022-06-23,6.221018650132137e-05
2022-06-24,6.221018650132137e-05
2022-06-27,6.221018650132137e-05
2022-06-28,6.221018650132137e-05
2022-06-29,6.221018650132137e-05
2022-06-30,6.221018650132137e-05
2022-07-01,6.221018650132137e-05
2022-07-04,6.221018650132137e-05
2022-07-05,6.221018650132137e-05
2022-07-06,6.221018650132137e-05
2022-07-07,6.221018650132137e-05
2022-07-08,6.221018650132137e-05
2022-07-11,6.221018650132137e-05
2022-07-12,6.221018650132137e-05
2022-07-13,6.221018650132137e-05
2022-07-14,6.221018650132137e-05
2022-07-15,6.221018650132137e-05
2022-07-18,6.221018650132137e-05
2022-07-19,6.221018650132137e-05
2022-07-20,6.221018650132137e-05
2022-07-21,6.221018650132137e-05
2022-07-22,6.221018650132137e-05
2022-07-25,6.221018650132137e-05
2022-07-26,6.221018650132137e-05
2022-07-27,6.221018650132137e-05
2022-07-28,9.140377671590372e-05
2022-07-29,9.101593250226969e-05
2022-08-01,9.140377671590372e-05
2022-08-02,9.140377671590372e-05
2022-08-03,9.140377671590372e-05
2022-08-04,9.140377671590372e-05
2022-08-05,9.140377671590372e-05
2022-08-08,9.140377671590372e-05
2022-08-09,9.140377671590372e-05
2022-08-10,9.140377671590372e-05
2022-08-11,9.140377671590372e-05
2022-08-12,9.140377671590372e-05
2022-08-15,9.140377671590372e-05
2022-08-16,9.140377671590372e-05
2022-08-17,9.140377671590372e-05
2022-08-18,9.140377671590372e-05
2022-08-19,9.140377671590372e-05
2022-08-22,9.140377671590372e-05
2022-08-23,9.140377671590372e-05
2022-08-24,9.140377671590372e-05
2022-08-25,9.140377671590372e-05
2022-08-26,9.140377671590372e-05
2022-08-29,9.140377671590372e-05
2022-08-30,9.140377671590372e-05
2022-08-31,9.140377671590372e-05
2022-09-01,9.140377671590372e-05
2022-09-02,9.140377671590372e-05
2022-09-05,9.140377671590372e-05
2022-09-06,9.140377671590372e-05
2022-09-07,9.140377671590372e-05
2022-09-08,9.140377671590372e-05
2022-09-09,9.140377671590372e-05
2022-09-12,9.140377671590372e-05
2022-09-13,9.140377671590372e-05
2022-09-14,9.140377671590372e-05
2022-09-15,9.140377671590372e-05
2022-09-16,9.140377671590372e-05
2022-09-19,9.140377671590372e-05
2022-09-20,9.140377671590372e-05
2022-09-21,9.140377671590372e-05
2022-09-22,0.00012038502266387141
2022-09-23,0.00012038502266387141
2022-09-26,0.00012038502266387141
2022-09-27,0.00012038502266387141
2022-09-28,0.00012038502266387141
2022-09-29,0.00012038502266387141
2022-09-30,0.00012038502266387141
2022-10-03,0.00012038502266387141
2022-10-04,0.00012038502266387141
2022-10-05,0.00012038502266387141
2022-10-06,0.00012038502266387141
2022-10-07,0.00012038502266387141
2022-10-10,0.00012038502266387141
2022-10-11,0.00012038502266387141
2022-10-12,0.00012038502266387141
2022-10-13,0.00012038502266387141
2022-10-14,0.00012038502266387141
2022-10-17,0.00012038502266387141
2022-10-18,0.00012038502266387141
2022-10-19,0.00012038502266387141
2022-10-20,0.00012038502266387141
2022-10-21,0.00012038502266387141
2022-10-24,0.00012038502266387141
2022-10-25,0.00012038502266387141
2022-10-26,0.00012038502266387141
2022-10-27,0.00012038502266387141
2022-10-28,0.00012038502266387141
2022-10-31,0.00012038502266387141
2022-11-01,0.00012038502266387141
2022-11-02,0.00012038502266387141
2022-11-03,0.0001491569971134865
2022-11-04,0.0001491569971134865
2022-11-07,0.0001491569971134865
2022-11-08,0.0001491569971134865
2022-11-09,0.0001491569971134865
2022-11-10,0.0001491569971134865
2022-11-11,0.0001491569971134865
2022-11-14,0.0001491569971134865
2022-11-15,0.0001491569971134865
2022-11-16,0.0001491569971134865
2022-11-17,0.0001491569971134865
2022-11-18,0.0001491569971134865
2022-11-21,0.0001491569971134865
2022-11-22,0.0001491569971134865
2022-11-23,0.0001491569971134865
2022-11-24,0.0001491569971134865
2022-11-25,0.0001491569971134865
2022-11-28,0.0001491569971134865
2022-11-29,0.0001491569971134865
2022-11-30,0.0001491569971134865
2022-12-01,0.0001491569971134865
2022-12-02,0.0001491569971134865
2022-12-05,0.0001491569971134865
2022-12-06,0.0001491569971134865
2022-12-07,0.0001491569971134865
2022-12-08,0.0001491569971134865
2022-12-09,0.0001491569971134865
2022-12-12,0.0001491569971134865
2022-12-13,0.0001491569971134865
2022-12-14,0.0001491569971134865
2022-12-15,0.00016822353883316765
2022-12-16,0.00016822353883316765
2022-12-19,0.00016822353883316765
2022-12-20,0.00016822353883316765
2022-12-21,0.00016822353883316765
2022-12-22,0.00016822353883316765
2022-12-23,0.00016822353883316765
2022-12-26,0.00016822353883316765
2022-12-27,0.00016822353883316765
2022-12-28,0.00016822353883316765
2022-12-29,0.00016822353883316765
2022-12-30,0.00016822353883316765
2023-01-02,0.00016822353883316765
2023-01-03,0.00016822353883316765
2023-01-04,0.00016822353883316765
2023-01-05,0.00016822353883316765
2023-01-06,0.00016822353883316765
2023-01-09,0.00016822353883316765
2023-01-10,0.00016822353883316765
2023-01-11,0.00016822353883316765
2023-01-12,0.00016822353883316765
2023-01-13,0.00016822353883316765
2023-01-16,0.00016822353883316765
2023-01-17,0.00016822353883316765
2023-01-18,0.00016822353883316765
2023-01-19,0.00016822353883316765
2023-01-20,0.00016822353883316765
2023-01-23,0.00016822353883316765
2023-01-24,0.00016822353883316765
2023-01-25,0.00016822353883316765
2023-01-26,0.00016822353883316765
2023-01-27,0.00016822353883316765
2023-01-30,0.00016822353883316765
2023-01-31,0.00016822353883316765
2023-02-01,0.00016822353883316765
2023-02-02,0.00017772270657090417
2023-02-03,0.00017772270657090417
2023-02-06,0.00017772270657090417
2023-02-07,0.00017772270657090417
2023-02-08,0.00017772270657090417
2023-02-09,0.00017734317432438473
2023-02-10,0.00017772270657090417
2023-02-13,0.00017772270657090417
2023-02-14,0.00017772270657090417
2023-02-15,0.00017772270657090417
2023-02-16,0.00017772270657090417
2023-02-17,0.00017772270657090417
2023-02-20,0.00017772270657090417
2023-02-21,0.00017772270657090417
2023-02-22,0.00017772270657090417
2023-02-23,0.00017772270657090417
2023-02-24,0.00017772270657090417
2023-02-27,0.00017734317432438473
2023-02-28,0.00017734317432438473
2023-03-01,0.00017772270657090417
2023-03-02,0.00017734317432438473
2023-03-03,0.00017734317432438473
2023-03-06,0.00017734317432438473
2023-03-07,0.00017734317432438473
2023-03-08,0.00017734317432438473
2023-03-09,0.00017734317432438473
2023-03-10,0.00017734317432438473
2023-03-13,0.00017772270657090417
2023-03-14,0.00017772270657090417
2023-03-15,0.00017772270657090417
2023-03-16,0.00017772270657090417
2023-03-17,0.00017772270657090417
2023-03-20,0.00017772270657090417
2023-03-21,0.00017772270657090417
2023-03-22,0.00017772270657090417
2023-03-23,0.00018719928339461234
2023-03-24,0.00018719928339461234
2023-03-27,0.00018719928339461234
2023-03-28,0.00018719928339461234
2023-03-29,0.00018719928339461234
2023-03-30,0.00018719928339461234
2023-03-31,0.00018719928339461234
2023-04-03,0.00018719928339461234
2023-04-04,0.00018719928339461234
2023-04-05,0.00018719928339461234
2023-04-06,0.00018719928339461234
2023-04-07,0.00018719928339461234
2023-04-10,0.00018719928339461234
2023-04-11,0.00018719928339461234
2023-04-12,0.00018719928339461234
2023-04-13,0.00018719928339461234
2023-04-14,0.00018719928339461234
2023-04-17,0.00018719928339461234
2023-04-18,0.00018719928339461234
2023-04-19,0.00018719928339461234
2023-04-20,0.00018719928339461234
2023-04-21,0.00018719928339461234
2023-04-24,0.00018719928339461234
2023-04-25,0.00018719928339461234
2023-04-26,0.00018719928339461234
2023-04-27,0.00018719928339461234
2023-04-28,0.00018719928339461234
2023-05-01,0.00018719928339461234
2023-05-02,0.00018719928339461234
2023-05-03,0.00018719928339461234
2023-05-04,0.0001966533767139289
2023-05-05,0.0001966533767139289
2023-05-08,0.0001966533767139289
2023-05-09,0.0001966533767139289
2023-05-10,0.0001966533767139289
2023-05-11,0.0001966533767139289
2023-05-12,0.0001966533767139289
2023-05-15,0.0001966533767139289
2023-05-16,0.0001966533767139289
2023-05-17,0.0001966533767139289
2023-05-18,0.0001966533767139289
2023-05-19,0.0001966533767139289
2023-05-22,0.0001966533767139289
2023-05-23,0.0001966533767139289
2023-05-24,0.0001966533767139289
2023-05-25,0.0001966533767139289
2023-05-26,0.0001966533767139289
2023-05-29,0.0001966533767139289
2023-05-30,0.0001966533767139289
2023-05-31,0.0001966533767139289
2023-06-01,0.0001966533767139289
2023-06-02,0.0001966533767139289
2023-06-05,0.0001966533767139289
2023-06-06,0.0001966533767139289
2023-06-07,0.0001966533767139289
2023-06-08,0.0001966533767139289
2023-06-09,0.0001966533767139289
2023-06-12,0.0001966533767139289
2023-06-13,0.0001966533767139289
2023-06-14,0.0001966533767139289
2023-06-15,0.0001962756433240287
2023-06-16,0.0001966533767139289
2023-06-19,0.0001966533767139289
2023-06-20,0.0001962756433240287
2023-06-21,0.0001962756433240287
2023-06-22,0.0001962756433240287
2023-06-23,0.0001962756433240287
2023-06-26,0.0001962756433240287
2023-06-27,0.0001962756433240287
2023-06-28,0.0001962756433240287
2023-06-29,0.0001962756433240287
2023-06-30,0.0001966533767139289
2023-07-03,0.0001966533767139289
2023-07-04,0.0001966533767139289
2023-07-05,0.0001966533767139289
2023-07-06,0.0001966533767139289
2023-07-07,0.0001966533767139289
2023-07-10,0.0001962756433240287
2023-07-11,0.0001966533767139289
2023-07-12,0.0001966533767139289
2023-07-13,0.0001966533767139289
2023-07-14,0.0001966533767139289
2023-07-17,0.0001966533767139289
2023-07-18,0.0001966533767139289
2023-07-19,0.0001966533767139289
2023-07-20,0.0001966533767139289
2023-07-21,0.0001966533767139289
2023-07-24,0.0001966533767139289
2023-07-25,0.0001966533767139289
2023-07-26,0.0001966533767139289
2023-07-27,0.00020608509317265877
2023-07-28,0.00020608509317265877
2023-07-31,0.00020608509317265877
2023-08-01,0.00020608509317265877
2023-08-02,0.00020608509317265877
2023-08-03,0.00020608509317265877
2023-08-04,0.00020608509317265877
2023-08-07,0.00020608509317265877
2023-08-08,0.00020608509317265877
2023-08-09,0.00020608509317265877
2023-08-10,0.00020608509317265877
2023-08-11,0.00020608509317265877
2023-08-14,0.00020608509317265877
2023-08-15,0.00020608509317265877
2023-08-16,0.00020608509317265877
2023-08-17,0.00020608509317265877
2023-08-18,0.00020608509317265877
2023-08-21,0.00020608509317265877
2023-08-22,0.00020608509317265877
2023-08-23,0.00020608509317265877
2023-08-24,0.00020608509317265877
2023-08-25,0.00020608509317265877
2023-08-28,0.00020608509317265877
2023-08-29,0.00020608509317265877
2023-08-30,0.00020608509317265877
2023-08-31,0.00020608509317265877
2023-09-01,0.00020608509317265877
2023-09-04,0.00020608509317265877
2023-09-05,0.00020608509317265877
2023-09-06,0.00020608509317265877
2023-09-07,0.00020608509317265877
2023-09-08,0.00020608509317265877
2023-09-11,0.00020608509317265877
2023-09-12,0.00020608509317265877
2023-09-13,0.00020608509317265877
2023-09-14,0.00020608509317265877
2023-09-15,0.00020608509317265877
2023-09-18,0.00020608509317265877
2023-09-19,0.00020608509317265877
2023-09-20,0.00020608509317265877
2023-09-21,0.00020608509317265877
2023-09-22,0.00020608509317265877
2023-09-25,0.00020608509317265877
2023-09-26,0.00020608509317265877
2023-09-27,0.00020608509317265877
2023-09-28,0.00020608509317265877
2023-09-29,0.00020608509317265877
2023-10-02,0.00020608509317265877
2023-10-03,0.00020608509317265877
2023-10-04,0.00020608509317265877
2023-10-05,0.00020608509317265877
2023-10-06,0.00020608509317265877
2023-10-09,0.00020608509317265877
2023-10-10,0.00020608509317265877
2023-10-11,0.00020608509317265877
2023-10-12,0.00020608509317265877
2023-10-13,0.00020608509317265877
2023-10-16,0.00020608509317265877
2023-10-17,0.00020608509317265877
2023-10-18,0.00020608509317265877
2023-10-19,0.00020608509317265877
2023-10-20,0.00020608509317265877
2023-10-23,0.00020608509317265877
2023-10-24,0.00020608509317265877
2023-10-25,0.00020608509317265877
2023-10-26,0.00020608509317265877
2023-10-27,0.00020608509317265877
2023-10-30,0.00020608509317265877
2023-10-31,0.00020608509317265877
2023-11-01,0.00020608509317265877
2023-11-02,0.00020608509317265877
2023-11-03,0.00020608509317265877
2023-11-06,0.00020608509317265877
2023-11-07,0.00020608509317265877
2023-11-08,0.00020608509317265877
2023-11-09,0.00020608509317265877
2023-11-10,0.00020608509317265877
2023-11-13,0.00020608509317265877
2023-11-14,0.00020608509317265877
2023-11-15,0.00020608509317265877
2023-11-16,0.00020608509317265877
2023-11-17,0.00020608509317265877
2023-11-20,0.00020608509317265877
2023-11-21,0.00020608509317265877
2023-11-22,0.00020608509317265877
2023-11-23,0.00020608509317265877
2023-11-24,0.00020608509317265877
2023-11-27,0.00020608509317265877
2023-11-28,0.00020608509317265877
2023-11-29,0.00020608509317265877
2023-11-30,0.00020608509317265877
2023-12-01,0.00020608509317265877
2023-12-04,0.00020608509317265877
