gamma,regime_source,rebalance_month,strategy,success,objective,VaR_v,theta_used,robust_norm_value,robust_penalty_component,max_weight,effective_n_assets,predicted_state,predicted_state_prob,regime_weight_max,regime_weight_argmax,message
0.02,altdata_bnmeanrank_hmm,2014-03-01,RS-CVaR,True,0.07244483734372928,0.042890310276227084,0.0,1.0,0.0,0.5762059291042475,2.2806306030052674,2,0.9999874259602946,0.9898366547597298,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-03-01,RSDR-CVaR,True,0.12894209861235134,0.05023755616452161,0.012648974179426231,0.15109703876919456,0.03822445083958609,0.15109703876919803,6.863004882390168,2,0.9999874259602946,0.9898366547597298,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-04-01,SAA-CVaR,True,0.07022013165822483,0.043978482034295566,0.0,1.0,0.0,0.5503790154010851,2.3146670897691357,2,0.9999953967105754,0.9898445439446164,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-04-01,DR-CVaR,True,0.12409168786233969,0.06470227104217013,0.012391157325082714,0.11742501108928483,0.029100635726138184,0.11742501108928485,8.948302720918877,2,0.9999953967105754,0.9898445439446164,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-04-01,RS-CVaR,True,0.07244497044130967,0.042890310276227084,0.0,1.0,0.0,0.5762059291042475,2.2806306030052674,2,0.9999953967105754,0.9898445439446164,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-04-01,RSDR-CVaR,True,0.12894218771088473,0.05023755616452155,0.012648948979268042,0.15109703876919559,0.03822437468620077,0.15109703876919925,6.863004882390174,2,0.9999953967105754,0.9898445439446164,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-05-01,SAA-CVaR,True,0.07022013165822483,0.043978482034295566,0.0,1.0,0.0,0.5503790154010851,2.3146670897691357,2,0.9999975400507374,0.9898466653956433,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-05-01,DR-CVaR,True,0.12409168786233969,0.06470227104217013,0.012391157325082714,0.11742501108928483,0.029100635726138184,0.11742501108928485,8.948302720918877,2,0.9999975400507374,0.9898466653956433,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-05-01,RS-CVaR,True,0.07244500623490284,0.042890310276227084,0.0,1.0,0.0,0.5762059291042475,2.2806306030052674,2,0.9999975400507374,0.9898466653956433,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-05-01,RSDR-CVaR,True,0.12894221167451375,0.05023755616452158,0.01264894220283473,0.15109703876919525,0.038224354208220554,0.1510970387691961,6.863004882390178,2,0.9999975400507374,0.9898466653956433,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-06-01,SAA-CVaR,True,0.07022013165822483,0.043978482034295566,0.0,1.0,0.0,0.5503790154010851,2.3146670897691357,2,0.9999928412558267,0.9898420145821303,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-06-01,DR-CVaR,True,0.12409168786233969,0.06470227104217013,0.012391157325082714,0.11742501108928483,0.029100635726138184,0.11742501108928485,8.948302720918877,2,0.9999928412558267,0.9898420145821303,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-06-01,RS-CVaR,True,0.07244492776498024,0.042890310276227084,0.0,1.0,0.0,0.5762059291042475,2.2806306030052674,2,0.9999928412558267,0.9898420145821303,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
0.02,altdata_bnmeanrank_hmm,2014-06-01,RSDR-CVaR,True,0.128942159138966,0.05023755616452147,0.012648957058664319,0.1510970387691952,0.03822439910165772,0.1510970387691961,6.863004882390146,2,0.9999928412558267,0.9898420145821303,2,Optimization terminated successfully. (HiGHS Status 7: Optimal)
