,MXCXDMHR,LGY7TRUH,LUACTRUU,LF98TRUU,LP05TRUH,LP01TRUH,BCOMTR,MXEF,EMUSTRUU,BCIT5T,PUT,MXWD,LEGATRUU,RU30INTR,SPGSCITR,LBUSTRUU,JPEIGLBL,M1EF
2002-01-03,0.011584456637632074,0.0015973380286746254,0.003501812846588804,0.0003670937231487763,0.0011165028857698241,0.0003228062652447174,-0.0028254065321704188,0.012777557256276663,0.008739828838776968,0.0029399083132586328,0.004276441745412572,0.010773430930935933,0.00034167208054106796,0.010043843292642539,-0.016752671809427713,0.002326137276957652,0.009632646478072283,0.012768483933082402
2002-01-04,0.006752220117286651,-0.0035378607176342765,-0.001015930204711232,0.002419444708215755,-0.0012024393787544148,0.0022567308486872513,0.020155193593251373,0.01958733155537726,0.0019477178045717988,-0.001590114368937438,0.002251890930703003,0.006261914991602042,-0.002813024181419539,0.00702928214134212,0.030016588964030744,-0.00030785272965892194,0.0022211811002822847,0.019587133275304997
2002-01-07,-0.005494784153374347,0.005075651200025602,0.006129841861029871,0.0036547076714925127,0.004972149120523442,0.017450964244835783,0.010098861221847574,0.009100496874106892,0.0018586514973848811,0.003442057737454589,-0.0007232692082080526,-0.006097704637770199,0.0032503010135615223,-0.007078411929971287,-0.00023007056509054884,0.0052404116102307075,0.0010348651902996942,0.009166324540959468
2002-01-08,-0.006886879152430349,-0.0003152358319366864,-0.000397548456453359,0.001421723440906198,0.0002565089150912163,0.013515843028200419,-0.0030800080112905015,-0.007117680626327468,-0.0014530650589284126,-0.00010573299407930495,-0.00016079755622364176,-0.007747185078287252,-0.0019866502610889894,-0.0022338592531326133,-0.005167982540472769,2.9640607634673742e-05,-0.0024657276522611704,-0.007111227668522999
2002-01-09,-0.0034124734523963266,-0.001038175698682136,0.0016471400192172574,0.0012923778818158713,-0.0024823466630949646,0.0035321042331166435,-0.005822755092500133,-3.0013355945642988e-05,-0.0027349588465894973,0.0012227985491398993,-0.0009653286889116035,-0.0038546873833433673,-0.0010894747163322168,-0.004705349078299351,-0.02432911872952945,0.0009085523042522805,0.0002962085329715353,0.0
2002-01-10,-0.004110399210591014,0.0016511784788289558,0.0051720626560504334,0.0006910096288926462,0.0025678350153590713,0.0008292733967515687,-0.0017979560454226744,-0.015212063561839205,-0.0017846943064033598,0.004448315510253955,0.0012386691522372987,-0.0031611373133539566,0.004228959794790457,0.0008654048780240902,0.003231696580316979,0.004766227953766886,-0.0041549251048021455,-0.015169715642123719
2002-01-11,-0.00491546408514279,0.001324399642083506,0.003228233806920873,0.0017617309472154831,-0.00017098401341141534,-0.0005182152782189692,-0.0032707506979049966,-0.0070950479596773456,0.0013051325946439561,0.0033139425722134358,-0.0022854945487958273,-0.005095446016073484,0.00221783504059208,-0.008791820092938241,-0.010912864046027612,0.004068732787692181,0.003414239195819044,-0.0070720948173739525
2002-01-14,-0.009904012816768594,0.0028544761738537,8.200754474023885e-05,0.000906897927319903,0.0034993421105642335,0.0034152685201714337,-0.010095763743614176,-0.0008597132771831882,-0.00020543991037280288,0.0002544643539108762,-0.0009027599271863911,-0.008536457716817783,0.002720593366881038,-0.007922725391911075,-0.021867624481562733,0.00013697021897532367,-0.0010378828124200546,-0.0009000450630093143
2002-01-15,0.004270751885340529,-0.000881638301262544,0.002007086917045522,-0.0018872723636067605,-0.0005965824526028259,-0.004556288300621976,0.0014381006299062594,-0.009878147926241884,0.0005473799585082305,-0.0002544643539109612,0.004698319181637227,0.0034570017565010674,-3.539992176985973e-05,0.006708562786152233,0.002951909700320449,0.0010853146277482583,-0.0002967359072219174,-0.009853287037809383
2002-01-16,-0.012465880700759529,0.0009095562927711594,-0.0008760690444177818,-0.0015815165856274546,0.0012779554454919874,0.00010378288629519929,0.009537032124713844,-0.010885776777409957,-5.051483032305736e-05,-0.002690803055140749,-0.006974955588446156,-0.014882299648056709,-0.0032896909782886385,-0.01597470690921712,0.007167834362541455,-0.00076253046484476,0.0006428165474645643,-0.010870224372135013
