,XLK,XLF,XLE,XLV,XLI,XLY,XLP,XLU,XLRE,XLB,XLC
2021-04-22,0.015349173527159548,0.0,1.6283906655476447e-16,0.0,0.059624903261438274,0.12775238314634182,0.0,0.0,1.9025352612066627e-16,0.39422806017125883,0.4030454798938011
2021-04-23,4.736402440683556e-16,0.0,4.3303639853596556e-16,0.0,0.16976719690654318,0.10671387080452532,0.0,2.2852855823547524e-16,5.479807991998001e-16,0.3026734102676666,0.42084552202126324
2021-04-26,0.03422237236496274,0.0,3.6566751146147013e-16,0.0,0.13935347822479002,0.12276701329938185,0.0,8.909770165578527e-17,2.7622760849499415e-16,0.32287329179918406,0.38078384431168044
2021-04-27,0.019310767607191828,0.0,7.891229987164172e-16,0.0,0.12448882533486946,0.12359552885665571,0.0,6.378327499414324e-17,4.902118478939531e-17,0.3418690330526408,0.3907358451486412
2021-04-28,0.053869350080618855,1.52350628145829e-16,0.0,3.7575419155561135e-16,0.20453323401066656,0.07580432070661632,2.0996527982247445e-16,0.0,0.0,0.26785349550701837,0.3979395996950792
2021-04-29,0.013041185167145489,0.0,0.0,0.0,0.16461925694152948,0.020123608074373314,0.0,2.1121613572733218e-16,7.699550666365267e-17,0.26530347593009157,0.5369124738868599
2021-04-30,0.0,0.0,5.780000364727316e-16,3.341815845691692e-17,0.18962495384476938,9.002183625935277e-17,7.14993432223917e-17,0.0,1.3267691305213906e-16,0.24644327801646326,0.5639317681387664
2021-05-03,0.0,3.488977355896829e-16,0.0,2.344973612924483e-16,0.15362119028844504,0.04954593995689884,0.0,0.0,1.1738801281549573e-16,0.31244084468502287,0.4843920250696325
2021-05-04,3.320285084404002e-16,0.0,5.016516795145954e-16,0.0,0.18352004788043672,0.16975549156118275,0.0,0.0,0.0,0.2756838059736461,0.3710406545847336
2021-05-05,0.0,2.902207009037635e-16,0.0,2.0568745938928557e-16,0.2772090007330791,0.08217263940286895,2.1287931341134743e-16,0.0,0.0,0.26192569662093335,0.378692663243118
2021-05-06,3.0958661920694816e-16,0.01479614879620772,0.0,0.0,0.20758921945075612,0.06330159427573781,0.0,0.0,2.4687424329279957e-16,0.3434424049102276,0.3708706325670702
2021-05-07,0.0,0.07574310748412598,0.0,2.3672956052726804e-17,0.14499826081621028,0.0,1.7720140829253544e-16,7.167010942301477e-17,0.0,0.3851479443505067,0.3941106873491567
2021-05-10,9.373573792704121e-17,0.018255730567701068,1.017680520499059e-15,0.0,0.24228049528552495,1.6918922393602086e-16,0.0,0.0,1.4631694514966374e-16,0.3526317651927602,0.38683200895401243
2021-05-11,0.0,0.025381619977950562,0.0,1.765907020712207e-18,0.2790120624666257,2.5370785845033045e-16,1.102683896622255e-16,6.689037391961827e-17,0.0,0.3439605145094523,0.351645803045971
2021-05-12,1.4112649454658124e-16,0.04621442395963471,0.0,0.0,0.14345317177514808,0.0,0.0,0.0,3.376776014850295e-16,0.48262072758724406,0.3277116766779727
2021-05-13,0.0,0.1208428309730675,0.0,0.0,0.16743163650820436,5.894998834338432e-17,0.0,0.0,1.7866974277423909e-16,0.3772844629092561,0.33444106960947173
2021-05-14,0.0,0.12624257468465064,0.0,4.1524056517507624e-17,0.2112636967475099,0.0,0.0,1.6511604838015956e-16,0.0,0.3346580882205325,0.3278356403473069
2021-05-17,0.0,0.07751385322761584,0.0,5.409996113815295e-17,0.27011039804499215,0.0,0.0,0.0,0.0,0.31315503334999134,0.33922071537740056
2021-05-18,6.237391015995807e-17,0.11615966824420328,0.0,1.346613799538097e-16,0.2450825921240813,0.0,0.0,0.0,0.0,0.33767471239658753,0.30108302723512786
2021-05-19,2.496703274291272e-16,0.16045277038946926,2.972570586401363e-15,1.7004063270810036e-16,0.12154822580059471,9.443894471218937e-17,4.174017466139878e-17,3.9744303230469725e-17,2.5428476880235415e-17,0.40512893724880317,0.3128700665611292
2021-05-20,0.0,0.2218715491510253,0.0,0.0,0.14212443983957854,0.0,0.0,0.0,0.0,0.3205792341204638,0.3154247768889323
2021-05-21,0.0,0.20623626626542463,0.0,0.0,0.15069266777517965,0.0,1.7649392912286486e-16,0.0,3.024154570544327e-16,0.31956076895671215,0.3235102970026832
2021-05-24,0.0,0.257148244532062,0.0,0.0,0.03701797113112531,0.0,0.011123886250435429,8.742398550316657e-17,5.490999257612567e-17,0.37807249305009,0.31663740503628723
2021-05-25,0.0,0.2597834408573316,0.0,0.0,0.01872242330817082,0.0,2.627202098837412e-16,4.03302816932644e-17,0.0,0.393309702116418,0.3281844337180791
2021-05-26,0.0,0.1987180213776844,0.0,0.0,0.028403831917287344,0.0,0.015281872288634384,0.0,9.738433718768806e-17,0.39553918512454433,0.3620570892918494
2021-05-27,0.0,0.14042279399236038,0.0,2.0055814473132976e-17,0.0,0.0,4.516326163404685e-16,0.0,1.0672798800147799e-16,0.46776302750660664,0.39181417850103245
2021-05-28,5.652190271859027e-17,0.18083350626837066,0.0,3.0469929565541224e-16,0.09415606076431392,8.316383981007847e-17,2.6555437544285123e-16,0.0,2.9215066636861485e-16,0.32207378015816923,0.4029366528091453
2021-06-01,0.0,0.22016565455855552,0.0,0.0,0.11472922792480869,0.0,0.0,9.334272629947957e-18,0.0,0.28319312565641297,0.38191199186022284
2021-06-02,0.0,0.18984101607297407,0.0,0.0,0.12338323906774991,0.0,1.3234396734136544e-16,0.0,0.0,0.32935062218230876,0.357425122676967
2021-06-03,0.0,0.24468204139279168,0.0,2.2799595343817215e-17,0.12475416809463562,2.9736153446414793e-17,1.5965884961928636e-16,3.3841791492689766e-16,0.0,0.2562449065131854,0.3743188839993868
2021-06-04,1.6202761565164994e-16,0.2734432115670403,2.8424777342847406e-15,1.6959687117903368e-16,0.0,3.6435015543935565e-16,0.0,2.4480846613930705e-16,0.0,0.3310356331620723,0.39552115527088366
2021-06-07,1.3810471955983694e-17,0.20549735273166408,1.8233444245172897e-16,0.0,0.0,3.6601601577587646e-16,0.0,2.743775476351889e-16,0.0,0.34942298954003076,0.4450796577283043
2021-06-08,0.0,0.18777095331197927,0.0,2.9353113460511255e-16,3.134901757464278e-17,4.0352760014426326e-17,8.108354135396925e-17,0.0,1.3892473908123156e-16,0.3243156663465564,0.48791338034146375
2021-06-09,0.0,0.1283613693017167,0.0,8.177645236473696e-17,0.0,0.0,1.4382414463121278e-16,2.076229637962384e-16,0.0,0.4131363471754984,0.4585022835227844
2021-06-10,0.0,0.16123343479328858,0.0,0.0,4.874149437389838e-16,0.0,2.5294069908536045e-16,0.0,7.86017025270508e-17,0.39052236289768527,0.4482442023090253
2021-06-11,0.0,0.23953934120996434,4.3954003387452113e-16,1.9253895057223498e-17,0.023203184641281918,0.0,2.5661282997692552e-17,2.5485946276719223e-17,9.134488887635229e-17,0.2972358230012863,0.4400216511474668
2021-06-14,1.44832714848106e-16,0.27478323871476557,0.0,0.020882429948596636,6.481282081846672e-17,0.0,1.0208451216934067e-16,0.0,0.05691458096477892,0.3190000258661975,0.32841972450566104
2021-06-15,0.0,0.241006191257122,1.6277365589468584e-16,0.050408012724104855,0.030939978897495925,7.304679599371541e-17,2.5865165402766407e-16,0.0,0.028635800042572428,0.28597398020327475,0.36303603687542957
2021-06-16,0.0,0.22318352288053925,3.4630304397313327e-16,0.08737714423298824,0.09936480231844108,1.1658759262078715e-16,0.0,8.252689757499774e-17,1.599583791083e-16,0.25054259582809735,0.3395319347399334
2021-06-17,8.075637466265423e-17,0.2928835005565713,5.745898706670858e-16,0.038515802934936165,0.050163461104439366,8.095926035571021e-17,0.0,0.0,1.1040435295765328e-16,0.2464648599636441,0.3719723754404083
2021-06-18,0.0,0.2523271193636909,7.514485775757741e-16,0.10807756329765161,0.080310783710027,0.0,0.0,8.6775396237629e-17,0.015279353644887923,0.1819607575978188,0.362044422385923
2021-06-21,2.7264674802221916e-17,0.18735819089093725,3.690985134086728e-16,0.10070276474382428,0.18999684170673622,0.0,4.1123786268398097e-17,0.0,0.024656939617660027,0.14041645440034756,0.3568688086404943
2021-06-22,2.2846171671249326e-17,0.16182339166136211,0.0,0.009444020730900329,0.3055611324014752,3.111361222567898e-17,5.2950663379249623e-17,1.3354604636586031e-16,0.07873787369860936,0.09406392892554948,0.35036965258210323
2021-06-23,9.7171314275401e-17,0.19205006343075554,2.0291758424638145e-16,0.040499377352387775,0.2619160507330069,0.0,0.0,0.0,0.06301595558730722,0.08876792199971886,0.3537506308968233
2021-06-24,4.071121594717528e-17,0.19668885640727768,0.0,0.007689660418193502,0.3026066616572114,8.583964730615564e-18,6.364644106454087e-17,0.0,0.08190783690549229,0.0560202208396879,0.3550867637721372
2021-06-25,2.1090875906890355e-17,0.1970729471545003,0.0,0.08452069772637047,0.3434640609730445,5.984785051683585e-17,1.7239121392855224e-16,0.0,0.05407085512195274,1.2831642088152663e-16,0.3208714390241318
2021-06-28,0.0,0.18737570372308132,5.220011126909464e-16,0.07929548528029132,0.3466274020851145,0.0,0.0,0.0,0.060451478142193975,0.0,0.32624993076931824
2021-06-29,4.4244179643644946e-16,0.3145793289548004,6.047850933891765e-16,0.036709347427295744,0.17062158423651172,6.351760677426904e-17,0.0,6.367541116558187e-17,0.050442674276359595,0.0,0.4276470651050314
2021-06-30,0.0,0.37372138458487264,2.511557562514524e-16,0.0766335472077761,0.08015576320429024,0.0,4.816608821926622e-17,3.460289084913216e-17,0.054007394898164675,0.0,0.4154819101048962
2021-07-01,0.0,0.34460284376066447,0.0,0.02961060298687474,0.1773928983662657,0.0,4.6701362656042734e-17,0.0,0.009171161988626778,2.578402874931541e-17,0.4392224928975683
2021-07-02,8.597450401772227e-17,0.36262499337966725,0.0,0.04276769945997244,0.1916151611153501,2.3497340209287138e-17,8.111279709717481e-17,0.0,9.701669393127781e-17,6.021862631393984e-18,0.40299214604501
2021-07-06,7.672325510630959e-17,0.38126532845910366,4.654554391204602e-16,0.04960092667625125,0.1462660775548991,0.0,0.0,3.625822064869835e-16,0.0,0.0,0.4228676673097451
2021-07-07,0.0,0.34861309414298886,0.0,0.05405651299413879,0.14955402958401687,0.0,0.0,0.0,0.038409221978716504,0.0,0.40936714130013896
2021-07-08,6.039974512889517e-17,0.30560697794618774,0.0,0.06864808543173685,0.20864117609487268,7.810804096883371e-17,0.0,0.0,0.06748893972788049,0.0,0.349614820799322
2021-07-09,0.0,0.24348865855781363,7.453141258071469e-16,0.07959091146755648,0.25251448592778025,0.0,0.0,1.3565738472302046e-16,0.10368172806388441,1.1116070493625272e-17,0.3207242159829643
2021-07-12,0.0,0.2668269089877482,0.0,0.07407531140120804,0.27797328676577926,0.0,5.657074652052083e-17,5.2608899136779276e-18,0.09315003709925788,0.0,0.28797445574600666
2021-07-13,0.0,0.2391633228001659,0.0,0.09934841831190167,0.27249685397550344,0.0,0.0,0.0,0.1225665362778941,0.0,0.26642486863453496
2021-07-14,6.838936722873618e-17,0.23617683048828075,6.118288011087096e-17,0.05680425426008157,0.24163370094140524,4.682724935610724e-17,0.0,1.6110610335385462e-16,0.14138235382559114,9.25646848944844e-17,0.32400286048464094
2021-07-15,5.841638605629064e-17,0.2802398687617687,5.670531296601022e-17,0.003885615485808352,0.18702639419454706,0.0,0.0,1.1344639772379809e-17,0.18947348907161937,0.0,0.3393746324862565
2021-07-16,0.0,0.3136133787921861,0.0,1.6985237100814302e-16,0.127910820367863,0.0,6.680158854757988e-18,0.0,0.2236999995771873,5.74077520011758e-17,0.33477580126276335
2021-07-19,3.1263827482870406e-17,0.2931025949738494,0.0,0.007147619482942843,0.10564315822693651,0.0,0.0,0.0,0.28791151754677624,3.6644057402191126e-17,0.30619510976949504
2021-07-20,0.0,0.33918234509428885,1.040529422499944e-16,0.0,0.05674374642008402,2.5560236606265328e-17,0.0,0.0,0.2593460732669105,0.0,0.3447278352187165
2021-07-21,1.3180935500411892e-16,0.27300453472494735,0.0,0.0,0.16581788935314465,9.989088043573771e-17,6.791094132521177e-17,0.0,0.2820386915105063,0.0,0.27913888441140144
2021-07-22,1.0737823272707721e-16,0.27767987006623096,2.429795089289058e-16,2.2249773447554227e-16,0.14759754299467118,4.5240062160179187e-17,1.0234773886607846e-16,0.0,0.265001813399458,3.128786962829726e-16,0.3097207735396387
2021-07-23,0.0,0.2841059421583666,0.0,2.0644116793199334e-16,0.14642911057646052,0.0,8.193339616064468e-17,0.0,0.21957935185252855,0.0,0.3498855954126441
2021-07-26,0.0,0.2454994123270764,0.0,0.0,0.14536216300348198,2.335133055322943e-16,0.0,7.199737970704883e-16,0.20773865295787938,0.0,0.40139977171156127
2021-07-27,1.3652130129430148e-16,0.24173180146026962,2.780938219770026e-16,8.041838491567155e-17,0.15535533179112598,1.2996551637466705e-17,1.2441608375599983e-16,3.714910354663521e-17,0.20172429620849266,3.041354079962958e-17,0.4011885705401111
2021-07-28,2.2041182256254466e-17,0.3250335569604787,0.0,0.019943061669232712,0.059427409034134765,3.3151671350746167e-17,0.0,1.5424185486880388e-16,0.22505017641243288,1.720928979854126e-16,0.3705457959237206
2021-07-29,1.059128046613283e-17,0.3095880295260865,0.0,0.03923586164785395,0.1134407874130857,9.313022001466269e-18,2.1088239947022968e-17,0.0,0.10765137278478672,1.0999427209745276e-16,0.43008394862818694
2021-07-30,1.1338500653439914e-16,0.31884329666087435,5.144601135908226e-16,0.05498555319211563,0.13895055267876955,0.0,0.0,1.610494275325675e-16,0.06856431364299244,9.453433097811913e-18,0.41865628382524717
2021-08-02,2.9317270115437285e-16,0.3212748267434363,1.2590561385937561e-15,0.08851372445071214,0.12557032590181824,2.3913570786183922e-17,4.066193774982235e-17,0.0,0.09892730653586411,0.0,0.3657138163681675
