,Equity,Interest_Rates,Credit,Commodities,Emerging_Markets,Foreign_Currency,Local_Inflation,Short_Volatility,Trend_Following,Local_Equity,FF_Market,FF_SMB,FF_HML,FF_RMW,FF_CMA
Crisis,0.4118842017877261,0.059220512786128575,0.07131738354549967,0.2726347616773212,0.11847372676059294,0.12009601201854865,0.11288288590553777,0.21619256663622105,0.1182183611277481,0.17613250796016403,0.16669656175333125,0.2033068717588333,0.2765577221716486,0.11946193704002266,0.09233014628353116
Steady_State,0.06472894614921987,0.023934337194964888,0.010696717838051959,0.11337641910543321,0.03302723378676588,0.05578100684435741,0.033584605817907426,0.028683398834082118,0.022759655276828897,0.039496650337193996,0.03960404544120709,0.07352933100957655,0.0614390517822743,0.04965637774681675,0.0406905837509102
WOI,0.15282418247360857,0.03770423518306495,0.02333009479701348,0.17225990101885558,0.05011897009519335,0.06805814370019934,0.05024756482176879,0.07308657859232191,0.05221245010517404,0.06966646121714369,0.06871900937475522,0.10345140460363202,0.12320877257766219,0.0829746616140216,0.0703899613732132
Inflation,0.03065145592607628,0.014048641505182194,0.0076046321174117575,0.01742350791071328,0.0206824911865642,0.031916914130745155,0.016494350002312967,0.02264370755910599,0.008550257337491578,0.03794502014488226,0.12943441346291668,0.08199667872613134,0.09710678826302348,0.05354552263683048,0.04458416576363726
