,MXCXDMHR,RU30INTR,MXEF,BCOMTR,LGY7TRUH,LUACTRUU,LF98TRUU,BCIT5T,EMUSTRUU,PUT
2021-01-01,0.008468796990854904,0.0,0.017339788366197918,0.0,0.8447251673957316,0.0,0.06038645150247115,0.0,0.0,0.06907979574474458
2021-01-04,0.0,0.0,0.0,0.0,0.6148171375039658,0.0,0.28948987110265867,0.04904768229819575,0.0,0.046645309095181435
2021-01-05,0.0,0.0,0.0,0.0,0.5796231956165883,0.0,0.3423415739419178,0.07772793602795508,0.0,0.0003072944135388781
2021-01-06,0.06098022810963054,0.0,0.0,0.0,0.9183423362519061,0.0,0.004231225667180795,0.0,0.0,0.016446209971282787
2021-01-07,0.013534508005078475,0.0,0.0,0.0,0.9864654919949187,0.0,0.0,0.0,0.0,0.0
2021-01-08,0.0,0.0,0.03263208288104663,0.018344575469573347,0.7756507059596561,0.0,0.1733726356897239,0.0,0.0,0.0
2021-01-11,0.0,0.0,0.0,0.02756456880010093,0.6749676613476113,0.0,0.25696437994990323,0.0,0.0,0.04050338990238444
2021-01-12,0.0,0.0,0.0,0.0,0.6574211533831493,0.0,0.3063171021958388,0.0,0.0,0.03626174442101192
2021-01-13,0.0,0.0,0.0,0.004862158439461158,0.5703154503062514,0.0,0.42482239125428745,0.0,0.0,0.0
2021-01-14,0.0,0.0,0.0582574458465398,0.0,0.7914309635920246,0.0,0.1503115905614357,0.0,0.0,0.0
2021-01-15,0.0,0.0,0.030706456198897173,0.0,0.7316082784968141,0.0,0.21429673282618175,0.02338853247810712,0.0,0.0
2021-01-18,0.014815633389751644,0.0,0.0,0.0,0.8155141324096821,0.0,0.16967023420056648,0.0,0.0,0.0
2021-01-19,0.0,0.0,0.0,0.0,0.7695330671792284,0.0,0.23046693282077152,0.0,0.0,0.0
2021-01-20,0.0,0.0018441515517005397,0.0,0.002033200431833748,0.7668998849388224,0.0,0.22922276307764317,0.0,0.0,0.0
2021-01-21,0.0,0.0,0.0,0.01521393659005055,0.7155004582846128,0.0,0.25096973202015743,0.0,0.0,0.01831587310517917
2021-01-22,0.0,0.0,0.0008442873250164302,0.004584930779075429,0.8320725650474581,0.0,0.1624982168484502,0.0,0.0,0.0
2021-01-25,0.03056609565185421,0.0,0.009696812881673473,0.0,0.8880496540379216,0.0,0.07168743742855052,0.0,0.0,0.0
2021-01-26,0.0,0.0,0.0009210260561424701,0.0,0.6840183116020307,0.0,0.24478399712582466,0.02184490730463431,0.0,0.04843175791136784
2021-01-27,0.0,0.0,0.0,0.0,0.864979059299947,0.0,0.11799701577151975,0.0,0.0,0.017023924928533017
2021-01-28,0.0,0.0,0.0,0.0,0.8885672532650506,0.0,0.0707029923886769,0.0,0.0,0.040729754346272365
2021-01-29,0.0,0.0,0.0,0.0,0.7297128410794331,0.0,0.2642504784861518,0.006036680434414985,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.014227604588603974,0.6735632072880262,0.0,0.306202882262331,0.0,0.0,0.006006305861037252
2021-02-02,0.0022176527536213824,0.0,0.0,0.0,0.9274560152454302,0.0,0.021163965015380166,0.0,0.0,0.049162366985568175
2021-02-03,0.0,0.0,0.00011920490280771123,0.004327437497074753,0.8366639570194507,0.0,0.15888940058066678,0.0,0.0,0.0
2021-02-04,0.0,0.0,0.0,0.03619554664893854,0.6958859187366406,0.0,0.2679185346144208,0.0,0.0,0.0
2021-02-05,0.0,0.0,0.0,0.0,0.7954832858601603,0.0,0.20451671413983968,0.0,0.0,0.0
2021-02-08,0.0,0.0,0.0,0.03250167753319833,0.7163747672661913,0.0,0.18545640014219672,0.06566715505841361,0.0,0.0
2021-02-09,0.0,0.0,0.0,0.0,0.8113653503611642,0.0,0.13795429600928552,0.0,0.0,0.050680353629550264
2021-02-10,0.0,0.0,0.0,0.016386056569887078,0.6507937871238901,0.0,0.2760311993599662,0.025372679708394404,0.0,0.03141627723786262
2021-02-11,0.0,0.0,0.0,0.016589368663707416,0.5919962844484538,0.0,0.3914143468878334,0.0,0.0,0.0
2021-02-12,0.0,0.0,0.0,0.04403681050219029,0.66141488545389,0.0,0.29454830404391963,0.0,0.0,0.0
2021-02-15,0.0,0.0,0.0,0.0,0.7906368722048208,0.0,0.1553418176872284,0.0,0.0,0.05402131010795073
2021-02-16,0.0,0.0,0.0,0.0,0.7682765870852512,0.0,0.16250723384557061,0.0,0.0,0.06921617906917797
2021-02-17,0.0,0.0,0.0,0.0,0.543427527669412,0.0,0.4276196407246329,0.0,0.0,0.02895283160595506
2021-02-18,0.0,0.0,0.0010495344351121611,0.03384678205074022,0.7576542357035543,0.0,0.1876389956043098,0.0,0.0,0.019810452206283507
2021-02-19,0.0,0.0,0.0,0.0,0.62843480889328,0.0,0.3600255527243353,0.0,0.0,0.01153963838238405
2021-02-22,0.0,0.0,0.0,0.0,0.9332538239999795,0.0,0.016840884441986274,0.0,0.0,0.0499052915580343
2021-02-23,0.0,0.0,0.0,0.0,0.6345331535821641,0.0,0.3483942095921245,0.0,0.0,0.017072636825711338
2021-02-24,0.0,0.0,0.0,0.0,0.7835284262585945,0.0,0.18827569275748293,0.0,0.0,0.028195880983922533
2021-02-25,0.0011834219866757362,0.0,0.0,0.0,0.959021016851873,0.0,0.03979556116145126,0.0,0.0,0.0
2021-02-26,0.0019977880961404705,0.0,0.0,0.0,0.9876739460141152,0.0,0.0,0.0,0.0,0.010328265889743483
2021-03-01,0.08279005024755295,0.0,0.0,0.0,0.9172099497524471,0.0,0.0,0.0,0.0,0.0
2021-03-02,0.006515159213138106,0.0,0.026770183361017334,0.017238492938037787,0.7316703152697094,0.0,0.2178058492180974,0.0,0.0,0.0
2021-03-03,0.0015314432858686883,0.0,0.0,0.0,0.948953998016086,0.0,0.0,0.0,0.0,0.04951455869804549
2021-03-04,0.0,0.0,0.009767787846376552,0.0,0.7307598384459406,0.0,0.2594723737076828,0.0,0.0,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.7340898171221721,0.0,0.2659101828778279,0.0,0.0,0.0
2021-03-08,0.0,0.0,0.0,0.0,0.9575139869387901,0.0,0.04248601306120311,0.0,0.0,0.0
