,MXCXDMHR,LGY7TRUH,LUACTRUU,LF98TRUU,LP05TRUH,LP01TRUH,BCOMTR,MXEF,EMUSTRUU,BCIT5T,PUT,MXWD,LEGATRUU,RU30INTR,SPGSCITR,LBUSTRUU,JPEIGLBL,M1EF
2002-01-02,102.13,327.0332,1197.28,544.72,116.37,92.92,150.279,321.94,270.9574,131.783,618.35,240.96,224.4459,2418.16,2891.268,1004.79,200.43,98.83
2002-01-03,103.32,327.556,1201.48,544.92,116.5,92.95,149.855,326.08,273.3359,132.171,621.0,243.57,224.5226,2442.57,2843.235,1007.13,202.37,100.1
2002-01-04,104.02,326.3992,1200.26,546.24,116.36,93.16,152.906,332.53,273.8688,131.961,622.4,245.1,223.8919,2459.8,2929.873,1006.82,202.82,102.08
2002-01-07,103.45,328.0601,1207.64,548.24,116.94,94.8,154.458,335.57,274.3783,132.416,621.95,243.61,224.6208,2442.45,2929.199,1012.11,203.03,103.02
2002-01-08,102.74,327.9567,1207.16,549.02,116.97,96.09,153.983,333.19,273.9799,132.402,621.85,241.73,224.175,2437.0,2914.1,1012.14,202.53,102.29
2002-01-09,102.39,327.6164,1209.15,549.73,116.68,96.43,153.089,333.18,273.2316,132.564,621.25,240.8,223.9309,2425.56,2844.058,1013.06,202.59,102.29
2002-01-10,101.97,328.1578,1215.42,550.11,116.98,96.51,152.814,328.15,272.7444,133.155,622.02,240.04,224.8799,2427.66,2853.264,1017.9,201.75,100.75
2002-01-11,101.47,328.5927,1219.35,551.08,116.96,96.46,152.315,325.83,273.1006,133.597,620.6,238.82,225.3792,2406.41,2822.296,1022.05,202.44,100.04
2002-01-14,100.47,329.532,1219.45,551.58,117.37,96.79,150.785,325.55,273.0445,133.631,620.04,236.79,225.9932,2387.42,2761.249,1022.19,202.23,99.95
2002-01-15,100.9,329.2416,1221.9,550.54,117.3,96.35,151.002,322.35,273.194,133.597,622.96,237.61,225.9852,2403.49,2769.412,1023.3,202.17,98.97
2002-01-16,99.65,329.5412,1220.83,549.67,117.45,96.36,152.449,318.86,273.1802,133.238,618.63,234.1,225.243,2365.4,2789.334,1022.52,202.3,97.9
2002-01-17,100.55,328.7931,1214.57,549.99,117.36,96.38,149.547,321.01,274.0922,132.923,623.63,235.98,224.3457,2389.78,2718.019,1018.3,202.88,98.56
2002-01-18,100.03,328.3829,1218.04,550.11,117.22,96.39,148.472,320.6,274.8873,133.147,617.53,234.78,224.4225,2364.81,2709.181,1020.38,203.38,98.44
2002-01-21,99.89,328.5061,1218.04,550.11,117.42,96.48,148.472,323.01,274.8873,133.147,617.53,234.51,224.5513,2364.81,2709.181,1020.38,203.38,99.17
2002-01-22,99.37,327.9612,1218.56,550.4,117.17,96.47,147.516,322.24,275.603,133.111,615.87,232.89,223.8163,2345.34,2707.43,1020.41,204.14,98.94
2002-01-23,99.93,328.1023,1212.84,550.28,117.33,96.5,148.228,324.95,276.1581,132.959,619.65,234.3,223.659,2367.23,2741.536,1016.65,204.47,99.78
2002-01-24,100.57,326.8497,1212.27,551.28,116.91,96.51,148.812,326.33,276.1321,132.902,620.95,235.43,222.7058,2376.08,2756.683,1015.61,204.29,100.2
2002-01-25,100.61,325.6693,1211.47,551.44,116.59,94.09,149.01,328.45,275.5791,132.712,621.48,234.59,221.2957,2378.9,2773.469,1014.99,203.67,100.85
2002-01-28,100.9,325.9725,1212.05,551.77,116.59,94.16,147.457,329.62,275.4047,132.58,622.45,235.2,221.5428,2380.23,2759.531,1015.68,203.53,101.21
2002-01-29,98.75,326.29,1217.28,551.72,116.77,94.19,147.086,327.76,274.7794,132.838,610.96,230.23,222.0613,2318.48,2732.202,1019.68,202.87,100.64
2002-01-30,98.74,326.4047,1216.88,549.39,116.83,92.65,146.256,323.1,274.4628,133.105,616.47,230.26,222.2948,2344.13,2695.535,1019.79,202.52,99.21
2002-01-31,100.09,326.4615,1212.23,548.21,116.96,92.74,147.842,327.75,274.3569,133.118,622.36,233.26,221.796,2375.87,2735.262,1017.44,202.66,100.67
2002-02-01,99.6,326.5585,1213.98,548.4,117.05,92.77,150.005,327.03,274.0716,133.475,621.1,232.1,222.0427,2359.47,2804.816,1019.44,202.62,100.45
2002-02-04,97.81,327.5563,1216.42,548.69,117.32,92.83,149.512,325.44,274.5966,133.879,609.64,228.35,223.2895,2303.31,2779.848,1022.7,202.85,99.97
2002-02-05,97.02,327.5386,1211.4,547.2,117.3,92.68,149.841,325.78,275.3192,133.841,607.83,226.54,223.1012,2296.74,2775.003,1021.57,203.56,100.08
2002-02-06,96.44,327.3726,1209.23,547.23,117.1,92.71,148.843,327.39,275.5565,133.714,605.4,225.15,223.017,2279.15,2752.004,1020.57,204.02,100.58
2002-02-07,96.64,326.0163,1208.29,545.75,116.47,92.74,149.21,324.17,275.2785,133.575,603.48,225.58,222.5466,2270.07,2744.52,1019.87,203.45,99.59
2002-02-08,97.57,327.1258,1213.61,545.86,116.73,92.27,150.757,324.85,275.8528,133.823,612.41,227.83,222.9636,2305.64,2791.908,1022.83,203.96,99.8
2002-02-11,98.61,326.9869,1211.85,545.68,116.74,91.56,152.317,324.32,276.5014,133.696,620.88,230.79,223.3294,2337.34,2867.569,1022.51,204.4,99.64
2002-02-12,98.45,326.7617,1210.25,545.68,116.52,91.58,151.927,325.63,277.7984,133.496,619.15,230.59,223.5466,2330.1,2834.812,1020.41,205.07,100.04
2002-02-13,99.27,326.2139,1209.77,545.76,116.37,91.62,152.693,327.76,279.1036,133.645,624.67,232.26,223.0304,2353.65,2855.518,1019.8,206.3,100.69
2002-02-14,99.62,326.459,1211.8,545.29,116.52,91.12,151.811,334.75,279.668,134.053,624.48,233.06,223.367,2348.19,2843.343,1021.44,206.85,102.84
2002-02-15,98.69,327.4257,1217.44,545.91,116.76,90.6,151.608,334.42,279.9769,134.488,621.99,231.08,224.1113,2322.44,2846.033,1025.13,207.04,102.75
2002-02-18,98.54,327.5148,1217.44,545.91,116.8,90.69,151.608,334.45,279.9769,134.488,621.99,230.54,223.9436,2322.44,2846.033,1025.13,207.04,102.77
2002-02-19,96.77,327.2426,1215.93,543.62,116.73,90.71,150.758,330.81,280.3996,134.644,615.48,226.46,223.774,2277.97,2816.66,1024.68,207.41,101.66
2002-02-20,97.2,327.0813,1215.1,542.08,116.61,90.74,150.304,327.18,281.2602,135.128,621.68,227.25,223.4697,2309.2,2775.303,1024.73,208.11,100.56
2002-02-21,96.91,327.3399,1216.24,542.31,116.53,90.78,151.337,327.04,281.1955,135.06,615.45,226.4,223.3119,2273.07,2812.608,1025.45,208.07,100.52
2002-02-22,97.07,327.9,1219.29,541.05,116.82,87.31,151.041,326.82,281.7634,134.948,619.33,227.25,224.3564,2291.76,2815.125,1027.1,208.45,100.46
2002-02-25,98.38,327.5046,1219.47,540.45,116.62,87.43,148.914,327.58,282.8444,134.946,626.58,229.95,223.7359,2330.54,2757.272,1026.62,208.89,100.69
2002-02-26,98.56,327.146,1217.21,540.06,116.66,87.47,150.566,329.12,282.7607,134.698,626.66,230.13,223.0723,2332.25,2816.11,1024.42,208.8,101.18
2002-02-27,99.33,327.4784,1223.06,540.41,116.72,87.5,151.358,335.04,284.2095,134.992,627.73,231.44,223.0969,2334.58,2829.278,1028.61,209.67,103.0
2002-02-28,99.17,327.5493,1220.23,540.56,116.81,86.18,151.673,332.77,284.4327,134.994,627.07,231.21,223.2868,2327.28,2854.737,1027.3,210.26,102.3
2002-03-01,100.9,327.0975,1213.86,540.37,116.62,86.21,154.133,336.7,284.8358,134.813,632.79,235.46,223.0109,2380.46,2915.894,1022.98,210.38,103.52
2002-03-04,103.18,327.0971,1214.32,541.22,116.62,86.29,155.066,344.46,285.3541,134.699,635.44,241.28,223.6161,2428.79,2928.689,1022.45,210.56,105.92
2002-03-05,102.7,326.7259,1216.17,542.0,116.37,86.31,156.302,346.27,285.7303,134.57,635.32,240.13,223.4493,2415.71,2980.869,1022.86,211.0,106.48
2002-03-06,103.65,326.3597,1214.25,542.06,116.16,86.33,157.174,347.84,285.4067,134.516,636.4,242.79,224.0195,2450.58,2992.278,1021.94,210.65,106.99
2002-03-07,103.79,325.6465,1207.27,543.51,115.97,86.36,159.843,346.86,284.3506,133.86,636.52,244.05,224.7599,2440.09,3061.38,1015.42,209.62,106.69
2002-03-08,104.34,325.1862,1203.99,543.47,115.97,86.61,160.704,346.71,284.8474,133.461,637.12,244.86,223.6912,2455.97,3071.441,1011.46,209.57,106.67
2002-03-11,104.53,325.0272,1203.86,546.34,116.1,86.9,163.291,348.52,284.9704,133.577,637.45,245.35,223.7702,2462.84,3132.131,1011.52,209.88,107.26
2002-03-12,103.94,325.4358,1203.51,547.18,116.02,87.01,163.221,348.65,284.789,133.64,637.55,243.51,223.3471,2456.82,3121.157,1012.22,209.87,107.31
2002-03-13,103.22,325.5278,1205.63,548.61,115.96,87.04,162.234,347.59,285.361,133.818,637.64,241.78,223.4407,2434.4,3112.716,1013.99,210.17,106.98
2002-03-14,103.27,325.1138,1197.07,549.18,115.65,87.08,163.359,347.6,285.2826,133.566,637.78,242.5,223.4753,2433.46,3139.189,1008.1,210.44,106.99
2002-03-15,104.23,324.8575,1198.31,550.35,115.72,88.27,164.317,346.7,285.2443,133.822,638.71,244.85,223.5987,2459.7,3148.305,1009.41,210.72,106.78
2002-03-18,104.33,325.4548,1201.18,550.54,115.85,88.37,166.003,348.66,285.77,133.982,638.55,244.58,223.0655,2461.0,3202.843,1011.52,210.95,107.41
2002-03-19,104.87,325.4907,1200.46,552.14,115.89,88.4,165.831,349.97,285.8011,133.936,640.43,245.89,223.0306,2470.29,3192.649,1011.15,210.87,107.84
2002-03-20,103.53,325.3617,1196.28,551.91,115.87,88.44,164.34,350.55,285.4164,133.556,636.2,242.92,222.9461,2432.03,3163.573,1008.42,210.52,108.02
2002-03-21,103.47,325.1449,1197.4,552.03,115.75,88.46,166.775,350.01,284.8513,133.935,637.18,242.63,222.7356,2439.39,3220.59,1009.05,210.02,107.86
2002-03-22,103.2,324.9223,1196.86,551.92,115.68,87.94,165.264,351.31,283.9003,133.944,636.2,241.76,221.9989,2429.48,3187.671,1008.46,209.54,108.26
2002-03-25,102.07,324.605,1196.75,552.43,115.6,88.31,164.962,348.12,283.7313,133.967,630.74,238.88,221.5973,2394.12,3169.01,1008.43,209.29,107.37
2002-03-26,102.38,325.3507,1200.32,552.54,115.79,88.34,165.494,348.72,284.5056,134.444,633.58,239.52,222.2497,2409.31,3192.387,1011.73,210.2,107.56
2002-03-27,102.83,325.8537,1200.53,552.38,115.95,88.36,166.773,350.75,284.7355,134.892,636.19,240.32,222.2064,2422.92,3224.045,1012.5,210.41,108.21
2002-03-28,103.37,325.7077,1197.56,553.57,115.83,88.43,167.182,351.46,284.3495,134.762,637.23,241.61,221.9669,2429.32,3239.606,1010.21,210.49,108.44
2002-03-29,103.18,325.677,1197.56,553.57,115.83,88.43,167.182,351.43,284.3495,134.762,637.23,241.17,221.9673,2429.32,3239.606,1010.21,210.49,108.42
2002-04-01,103.08,325.4149,1197.12,553.52,115.83,88.43,170.055,350.27,284.4225,134.98,637.19,241.47,221.6007,2427.83,3294.556,1009.65,210.54,108.07
2002-04-02,102.55,325.9545,1201.98,553.73,115.86,88.76,172.31,353.63,285.269,135.535,634.07,240.36,222.8217,2405.92,3383.12,1013.62,211.22,109.12
2002-04-03,102.08,326.6854,1206.27,554.07,116.22,88.71,169.607,353.28,285.5397,135.862,628.71,239.25,223.536,2382.49,3340.27,1017.18,211.54,109.02
2002-04-04,101.85,327.4537,1206.01,553.9,116.53,88.75,166.046,352.54,286.1605,136.205,629.59,238.92,224.1196,2385.07,3264.337,1017.28,211.78,108.83
2002-04-05,101.69,327.8293,1209.34,554.6,116.56,88.51,164.812,354.58,286.2205,136.567,628.55,238.38,224.3049,2378.26,3211.895,1020.26,212.1,109.46
2002-04-08,101.3,327.7356,1208.06,554.87,116.46,88.59,164.923,351.76,286.3234,136.486,630.22,237.2,223.9652,2386.21,3240.827,1019.31,211.76,108.66
2002-04-09,100.81,327.4108,1209.76,555.07,116.44,88.61,163.555,350.52,286.9163,136.407,626.77,236.13,224.2044,2371.32,3185.993,1020.57,212.28,108.27
2002-04-10,101.71,327.495,1208.85,555.31,116.38,88.64,163.472,350.4,287.7974,136.463,633.54,238.48,224.5152,2399.56,3188.447,1020.47,212.98,108.24
2002-04-11,99.82,328.1574,1209.45,555.54,116.5,88.67,160.594,350.85,288.4221,136.673,619.75,234.27,224.8748,2345.61,3096.819,1021.04,213.79,108.38
2002-04-12,100.24,328.147,1210.93,555.27,116.58,89.36,158.099,352.31,290.259,136.93,622.87,234.94,224.6485,2364.7,2989.646,1022.86,215.06,108.83
2002-04-15,100.16,328.8553,1216.05,557.16,116.79,90.04,161.555,354.55,288.8885,137.209,619.37,234.87,225.3115,2348.38,3091.297,1025.27,213.78,109.53
2002-04-16,102.07,327.8732,1214.97,558.31,116.44,90.06,161.942,357.17,289.5318,137.03,633.22,239.53,225.2185,2402.03,3109.485,1024.27,214.12,110.36
2002-04-17,102.24,327.6125,1213.88,558.63,116.48,89.95,165.476,363.98,289.587,137.215,632.74,240.31,225.609,2396.12,3191.236,1023.4,214.38,112.46
2002-04-18,101.98,327.3559,1216.41,559.04,116.44,89.98,165.339,364.08,289.638,137.605,631.26,240.11,226.1646,2393.61,3201.426,1024.46,214.32,112.5
2002-04-19,102.02,327.624,1217.57,559.12,116.49,90.01,165.617,363.42,289.9259,137.943,634.37,240.04,225.9935,2394.2,3209.154,1025.24,214.7,112.3
2002-04-22,101.01,328.1162,1216.25,559.65,116.69,90.08,166.178,363.58,290.0376,137.999,629.74,237.77,226.4318,2357.97,3211.242,1026.15,214.5,112.35
2002-04-23,100.53,327.6962,1214.52,559.93,116.51,90.1,166.283,363.83,289.1821,137.755,627.11,236.71,226.3531,2344.88,3222.354,1025.93,214.18,112.43
2002-04-24,100.04,328.228,1217.94,560.27,116.71,90.15,164.799,363.58,288.8845,137.888,624.12,235.75,227.0762,2329.67,3185.241,1029.42,213.95,112.36
2002-04-25,99.61,328.7155,1217.95,560.41,116.94,90.18,163.981,358.32,288.9475,138.045,623.52,235.44,228.2579,2328.1,3194.733,1029.69,213.79,110.75
2002-04-26,98.6,329.296,1219.66,560.82,117.06,90.2,164.813,358.17,288.592,138.181,616.63,233.15,228.617,2295.88,3223.648,1030.85,213.62,110.73
2002-04-29,97.88,328.812,1214.62,561.77,116.82,90.3,165.812,353.17,288.2826,138.087,611.42,231.56,228.5248,2274.64,3265.169,1029.42,213.36,109.19
2002-04-30,98.57,329.4747,1212.66,562.2,116.72,90.02,167.183,352.84,287.2322,138.054,617.79,233.13,228.5365,2301.87,3275.471,1029.8,212.56,109.12
2002-05-01,99.01,329.684,1211.16,562.29,116.77,89.73,165.414,352.75,287.0357,138.501,622.84,234.72,229.3637,2319.15,3230.236,1030.46,212.29,109.09
2002-05-02,98.87,329.0009,1211.02,562.29,116.34,89.75,164.144,352.96,285.6331,138.234,622.23,234.11,228.6049,2315.24,3183.355,1029.03,211.34,109.18
2002-05-03,98.17,329.7673,1214.52,562.13,116.61,89.77,164.899,354.06,286.0991,138.558,617.25,233.21,229.7875,2292.87,3209.261,1031.42,211.5,109.54
2002-05-06,96.99,329.8842,1214.19,562.41,116.61,89.77,163.315,349.23,285.7489,138.495,605.93,230.48,229.7882,2250.11,3177.746,1031.44,211.02,108.04
2002-05-07,96.4,330.1693,1213.78,561.72,116.68,89.87,164.894,349.53,285.8831,138.66,603.94,228.75,229.8972,2241.71,3206.634,1031.86,211.49,108.15
2002-05-08,99.18,329.1529,1208.23,561.83,116.44,89.9,166.665,354.14,285.7349,138.173,625.07,234.93,228.5724,2323.14,3270.602,1026.33,211.37,109.61
2002-05-09,98.31,329.0056,1210.87,562.04,116.28,89.93,166.58,351.95,284.6365,138.353,617.32,232.87,228.6946,2289.7,3260.217,1028.16,210.23,108.94
2002-05-10,97.06,329.1217,1214.72,561.22,116.19,89.95,167.647,349.25,284.9908,138.572,607.95,230.35,229.5395,2252.26,3295.512,1031.03,210.41,108.11
2002-05-13,98.17,329.0376,1208.36,561.32,116.21,90.02,169.182,349.25,284.4805,138.378,618.65,232.89,229.1543,2291.96,3329.846,1027.63,209.9,108.17
2002-05-14,99.69,328.3699,1204.7,561.1,115.92,90.17,170.905,352.47,284.8119,138.038,631.19,235.59,227.5408,2342.26,3389.437,1024.39,210.28,109.17
2002-05-15,99.81,328.5669,1206.44,559.67,115.94,89.2,168.12,356.51,286.0991,138.233,628.63,236.41,228.4593,2332.29,3300.157,1025.96,211.58,110.43
2002-05-16,100.22,328.9772,1210.9,558.31,116.02,89.23,167.837,357.14,287.3112,138.324,632.98,237.47,228.9718,2340.66,3285.823,1029.3,212.45,110.63
2002-05-17,100.6,328.6196,1207.23,557.93,115.84,89.24,167.513,360.73,286.0082,138.269,636.18,239.48,230.2611,2357.86,3282.567,1026.76,211.54,111.75
2002-05-20,99.73,329.2802,1211.94,557.92,116.2,89.39,167.111,357.99,286.2579,138.519,632.69,237.44,230.8611,2327.45,3278.825,1029.66,211.55,110.91
2002-05-21,98.95,329.4552,1215.52,557.79,116.33,89.35,164.983,353.25,285.7767,138.583,629.22,235.67,231.491,2301.12,3210.823,1032.08,211.4,109.44
2002-05-22,99.02,329.8103,1219.17,558.09,116.5,89.37,165.426,355.83,285.6683,138.939,631.3,236.34,232.4353,2311.15,3214.468,1034.22,211.39,110.25
2002-05-23,99.63,329.6105,1218.73,558.12,116.59,89.4,165.516,353.14,285.0264,139.064,635.15,237.21,231.5243,2336.17,3205.374,1032.74,210.89,109.42
2002-05-24,99.04,329.8132,1219.95,558.71,116.55,89.42,164.462,356.52,284.8247,139.219,631.83,236.03,231.8429,2308.18,3181.654,1033.26,210.81,110.48
2002-05-27,98.97,329.5191,1219.95,558.71,116.42,89.33,164.462,356.17,284.8247,139.219,631.83,235.73,231.5183,2308.18,3181.654,1033.26,210.81,110.39
2002-05-28,98.26,330.0412,1221.89,559.31,116.54,89.51,163.915,355.14,285.2946,139.278,629.23,234.7,232.5821,2291.02,3140.543,1034.29,210.77,110.08
2002-05-29,97.77,330.2884,1226.6,559.49,116.67,89.53,165.926,353.16,285.6525,139.558,626.65,233.66,233.2493,2276.16,3185.718,1037.19,211.21,109.49
2002-05-30,97.16,330.8467,1229.08,559.18,116.8,88.81,162.393,351.03,285.7029,139.781,625.91,232.83,234.3782,2270.95,3085.491,1038.94,211.38,108.82
2002-05-31,97.31,330.6219,1229.72,559.3,116.69,89.0,164.612,346.28,285.414,139.829,627.4,232.82,233.6625,2275.2,3132.949,1038.55,211.46,107.36
2002-06-03,95.89,330.8123,1230.65,559.47,116.69,89.0,164.455,348.06,284.9528,139.808,613.76,229.63,233.8426,2220.18,3128.464,1039.07,211.08,107.91
2002-06-04,95.29,330.8324,1232.23,559.57,116.69,89.0,165.475,348.17,282.8471,139.888,613.94,228.47,233.9363,2218.5,3144.592,1040.34,209.77,107.95
2002-06-05,95.58,331.1504,1230.34,559.41,117.01,89.14,164.264,346.49,281.7901,139.69,619.63,228.46,233.9078,2236.7,3120.274,1038.9,208.64,107.43
2002-06-06,94.37,331.4282,1233.12,559.21,117.02,89.17,163.909,345.06,279.0935,139.729,608.99,226.07,234.7902,2192.83,3110.756,1040.6,206.5,106.99
2002-06-07,93.78,331.5327,1227.5,557.86,117.07,89.19,163.091,340.31,279.5655,139.558,608.49,224.63,234.477,2194.07,3097.283,1038.06,206.78,105.52
2002-06-10,93.96,331.9709,1229.38,555.66,117.13,89.27,161.239,342.93,280.7936,139.462,610.07,224.98,234.7001,2198.79,3060.588,1039.12,207.7,106.34
2002-06-11,93.29,331.8455,1232.99,555.95,117.09,89.29,160.711,341.49,278.3827,139.387,600.49,223.17,234.4172,2160.51,3045.504,1041.75,206.52,105.9
2002-06-12,92.99,332.1785,1233.24,555.36,117.24,89.31,161.174,339.52,277.256,139.702,604.38,222.67,234.998,2173.05,3077.057,1043.12,204.69,105.28
2002-06-13,91.98,333.2848,1235.68,551.58,117.65,89.34,163.937,339.68,278.907,139.86,598.3,220.36,235.6772,2149.41,3166.579,1044.78,206.74,105.34
2002-06-14,90.99,334.1323,1243.13,550.17,117.9,88.72,164.873,336.24,277.3904,140.527,597.14,218.19,236.8201,2147.49,3189.529,1049.22,205.23,104.27
2002-06-17,93.04,333.6967,1240.58,550.73,117.75,88.79,165.185,335.14,278.5695,140.334,614.26,222.82,236.1343,2207.61,3204.158,1047.61,206.35,103.94
2002-06-18,93.03,334.0889,1238.91,550.62,117.92,88.82,164.056,336.08,278.0805,140.358,614.64,223.24,236.6452,2208.8,3160.778,1047.72,205.75,104.25
2002-06-19,91.41,334.5892,1245.89,550.79,118.0,88.84,163.934,328.73,275.5646,140.779,604.42,219.91,238.0128,2173.05,3154.157,1052.55,204.17,101.97
2002-06-20,90.14,334.4563,1239.31,550.8,117.88,88.85,164.297,326.27,267.7685,140.609,596.5,217.59,238.4613,2142.8,3169.581,1048.41,199.64,101.23
2002-06-21,88.97,334.9328,1242.54,550.49,117.89,88.76,163.917,324.11,264.3892,140.688,584.47,215.38,239.8465,2109.71,3151.355,1050.82,195.54,100.56
2002-06-24,88.57,335.2977,1236.27,547.48,117.95,88.82,166.846,321.54,268.3146,140.351,586.65,214.91,240.4302,2114.07,3221.559,1047.78,197.55,99.77
2002-06-25,88.33,334.8835,1237.13,546.24,117.54,88.85,166.893,320.68,268.126,140.193,581.22,213.82,239.5273,2078.7,3217.944,1048.2,198.71,99.5
2002-06-26,87.12,336.417,1239.65,527.52,117.79,88.79,166.522,309.44,266.2986,141.157,580.46,212.63,242.9479,2074.15,3223.399,1052.35,196.97,96.03
2002-06-27,88.44,335.682,1233.34,522.9,117.78,85.17,166.785,313.65,267.4796,140.826,587.34,215.33,241.6594,2109.13,3236.911,1047.97,198.84,97.37
2002-06-28,89.59,335.6242,1229.84,518.06,117.61,83.87,167.805,319.75,269.556,140.88,587.79,218.25,241.7978,2111.42,3240.015,1047.53,200.79,99.27
2002-07-01,88.52,335.0171,1229.98,517.97,117.59,83.9,168.988,318.64,268.4787,140.874,580.66,215.68,241.6644,2061.67,3256.992,1048.19,200.45,98.97
2002-07-02,86.7,335.8489,1231.97,517.67,117.78,83.92,168.299,316.87,266.8318,140.999,570.93,211.18,242.0402,2015.71,3253.14,1051.03,198.75,98.43
2002-07-03,86.4,335.8428,1231.89,516.02,117.63,83.94,167.965,316.56,265.8112,141.067,574.17,210.17,241.7245,2023.59,3249.031,1051.1,197.7,98.35
2002-07-04,86.88,335.5911,1231.89,516.02,117.34,83.96,167.965,321.05,265.8112,141.067,574.17,211.19,241.3942,2023.59,3249.031,1051.1,197.7,99.74
2002-07-05,89.69,334.8615,1225.29,515.69,117.17,83.99,167.965,326.21,266.0327,140.73,590.12,217.77,240.2371,2096.52,3257.361,1046.41,198.03,101.35
2002-07-08,88.98,335.1655,1230.22,516.43,117.21,84.04,165.797,328.12,266.0514,140.209,586.08,217.08,242.2544,2070.49,3180.511,1049.2,197.69,101.95
2002-07-09,87.61,335.3726,1235.69,517.52,117.33,84.05,167.109,331.22,268.1238,140.565,575.26,214.35,243.4397,2019.8,3196.605,1053.2,199.3,102.92
2002-07-10,85.08,336.5783,1241.78,517.66,117.71,84.08,167.661,327.68,269.1771,141.45,556.79,207.93,243.8743,1957.35,3240.062,1057.62,200.81,101.83
2002-07-11,84.25,337.4637,1239.43,515.99,118.05,84.1,167.913,321.35,270.6033,141.998,561.98,206.17,244.8119,1969.12,3244.251,1057.81,201.33,99.87
2002-07-12,84.12,337.6242,1241.16,514.19,118.17,84.12,168.08,328.12,272.5365,142.323,558.19,205.87,244.9969,1958.42,3273.715,1058.78,203.35,101.98
2002-07-15,82.52,338.4148,1237.01,511.79,118.4,82.65,168.13,326.02,271.9562,142.605,555.79,203.04,246.7396,1950.15,3254.773,1057.26,202.18,101.33
2002-07-16,81.54,337.9489,1230.91,512.74,118.23,82.66,170.152,323.52,271.0392,142.401,546.42,200.96,246.5928,1921.35,3314.659,1053.17,202.08,100.55
2002-07-17,82.65,337.675,1235.66,513.36,117.98,82.69,169.686,324.74,271.4884,142.591,549.84,203.33,246.1913,1934.02,3319.452,1055.7,202.26,100.96
2002-07-18,81.95,338.0654,1238.13,513.12,118.16,82.73,170.025,326.08,272.94,142.981,533.5,201.6,246.3799,1880.19,3313.491,1058.17,203.49,101.39
2002-07-19,78.9,338.8299,1238.91,512.2,118.4,82.72,170.445,321.25,272.6071,143.332,517.22,194.77,247.7356,1814.45,3319.7,1059.89,203.49,99.89
2002-07-22,76.23,339.4173,1241.44,511.34,118.57,82.8,169.483,310.72,271.5128,144.174,507.58,187.74,247.3507,1757.46,3259.328,1063.04,202.96,96.62
2002-07-23,74.75,339.1443,1240.98,510.27,118.48,82.84,166.028,310.28,268.9752,144.078,497.81,183.05,245.8718,1708.07,3208.609,1063.89,200.58,96.5
2002-07-24,76.37,339.8576,1235.81,505.12,118.68,82.84,167.902,302.08,267.8839,144.21,517.35,187.34,246.6125,1802.27,3255.227,1062.9,199.74,93.95
2002-07-25,76.77,339.8489,1236.21,505.91,118.56,82.83,166.404,302.16,264.9754,144.308,516.49,188.7,247.0994,1794.07,3236.692,1063.44,197.68,94.01
2002-07-26,77.48,339.8972,1230.42,503.99,118.53,82.87,165.137,292.32,262.6903,144.32,523.51,189.31,245.171,1821.76,3217.096,1062.21,196.1,90.95
2002-07-29,81.17,338.8762,1220.94,502.93,118.07,82.95,163.869,293.44,257.587,143.718,534.42,197.52,243.0063,1920.53,3201.14,1056.14,192.04,91.3
2002-07-30,81.5,338.8087,1222.02,498.26,118.0,82.93,166.076,298.18,254.8005,143.502,534.99,198.94,243.6171,1928.87,3261.519,1055.44,190.07,92.78
2002-07-31,82.0,339.9418,1225.37,495.43,118.23,80.41,166.896,294.62,256.5407,144.172,535.81,199.73,243.9735,1943.56,3258.748,1060.17,191.7,91.68
2002-08-01,79.68,340.6663,1231.64,496.55,118.55,80.48,165.376,293.47,261.395,144.465,531.19,194.06,244.7221,1890.02,3208.95,1063.27,195.02,91.32
2002-08-02,78.58,341.9006,1237.54,497.74,118.9,80.55,166.039,293.25,262.5224,145.492,526.77,191.65,245.8951,1845.09,3230.943,1068.26,196.57,91.26
2002-08-05,76.32,343.2919,1232.75,496.76,119.08,80.64,163.615,282.57,260.265,146.126,517.95,186.1,246.4404,1783.18,3191.596,1068.14,195.27,87.94
2002-08-06,78.29,342.2388,1226.25,497.54,118.7,80.56,164.91,280.98,260.9753,145.499,527.45,189.34,243.1615,1837.42,3235.734,1063.34,194.93,87.45
2002-08-07,79.27,343.3819,1231.83,496.8,119.16,80.54,163.913,287.55,264.8416,146.285,532.97,192.07,244.5338,1871.89,3193.581,1066.97,198.06,89.49
2002-08-08,81.59,342.7294,1227.38,497.06,119.0,80.6,164.146,291.46,267.6203,146.05,537.1,197.55,243.8572,1929.91,3204.864,1064.27,200.72,90.71
2002-08-09,82.3,343.5592,1234.54,496.24,119.11,80.53,165.15,292.81,263.1399,146.938,538.15,199.43,244.9028,1935.79,3226.835,1068.85,197.75,91.13
2002-08-12,81.39,344.1402,1234.67,496.62,119.24,80.64,168.849,292.03,260.8933,147.684,538.49,197.7,246.1219,1927.03,3303.515,1070.23,195.42,90.9
2002-08-13,80.62,344.4964,1240.44,496.51,119.33,80.66,169.631,292.19,260.6663,148.462,538.35,195.79,246.5526,1884.24,3319.343,1074.26,195.1,90.95
2002-08-14,81.79,345.5503,1243.53,494.83,119.71,80.02,169.819,294.77,262.6411,148.746,539.98,199.51,248.7668,1955.84,3332.948,1075.44,196.38,91.76
