gamma,rebalance_month,strategy,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
0.005,2022-06-01,RSDR_CVaR_l1,0.15822744016216758,0.15822744016216755,0.0,0.0,0.0,0.1582274401621681,0.15822744016216694,0.1582274401621694,0.15822744016216758,0.05063535902699627
0.005,2022-07-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.07381387854308265,0.13190709987335467,0.5156688261683621,0.2786101954152008,0.0
0.005,2022-07-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.3733434564161412,0.036813122014957504,0.0,0.5898434215689013,0.0
0.005,2022-07-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.24999999999999997,0.24999999999999958,0.2499999999999997,0.25000000000000017,0.0
0.005,2022-07-01,RSDR_CVaR_l1,0.22251719696500982,0.0,0.0,0.0,0.0,0.25916093434499665,0.25916093434499665,0.0,0.25916093434499665,0.0
0.005,2022-08-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.07381387854308265,0.13190709987335467,0.5156688261683621,0.2786101954152008,0.0
0.005,2022-08-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.12173731957755901,0.3426790540686125,0.0,0.5355836263538285,0.0
0.005,2022-08-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.24999999999999997,0.24999999999999958,0.2499999999999997,0.25000000000000017,0.0
0.005,2022-08-01,RSDR_CVaR_l1,0.13687658394300128,0.0,0.0,0.0,0.0,0.2157808540142489,0.21578085401424896,0.2157808540142509,0.21578085401425004,0.0
0.005,2022-09-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.07381387854308265,0.13190709987335467,0.5156688261683621,0.2786101954152008,0.0
0.005,2022-09-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.18499558399694682,0.4896105495016023,0.32539386650145086,0.0,0.0
0.005,2022-09-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.24999999999999997,0.24999999999999958,0.2499999999999997,0.25000000000000017,0.0
0.005,2022-09-01,RSDR_CVaR_l1,0.1802336260692168,0.0,0.0,0.0,0.0,0.20494159348269486,0.20494159348269703,0.20494159348269572,0.20494159348269708,0.0
0.005,2022-10-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.2236079069680276,0.15358274110616968,0.6228093519258028,0.0
0.005,2022-10-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.26126633758540674,0.1436837754376899,0.5950498869769034,0.0
0.005,2022-10-01,DR_CVaR_l1,0.13687658394300248,0.0,0.0,0.0,0.0,0.21578085401424826,0.215780854014249,0.21578085401425004,0.21578085401425057,0.0
0.005,2022-10-01,RSDR_CVaR_l1,0.18680202605046048,0.0,0.0,0.0,0.0,0.1868020260504631,0.18680202605045917,0.18680202605045906,0.18680202605045917,0.06598986974770243
0.005,2022-11-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.2236079069680276,0.15358274110616968,0.6228093519258028,0.0
0.005,2022-11-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.26126633758540674,0.1436837754376899,0.5950498869769034,0.0
0.005,2022-11-01,DR_CVaR_l1,0.13687658394300248,0.0,0.0,0.0,0.0,0.21578085401424826,0.215780854014249,0.21578085401425004,0.21578085401425057,0.0
0.005,2022-11-01,RSDR_CVaR_l1,0.18680202605045879,0.0,0.0,0.0,0.0,0.18680202605045848,0.18680202605046223,0.18680202605045748,0.18680202605045929,0.06598986974770171
0.005,2022-12-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.2236079069680276,0.15358274110616968,0.6228093519258028,0.0
0.005,2022-12-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.1824470777539581,0.027430968641701286,0.0,0.7901219536043407,0.0
0.005,2022-12-01,DR_CVaR_l1,0.13687658394300248,0.0,0.0,0.0,0.0,0.21578085401424826,0.215780854014249,0.21578085401425004,0.21578085401425057,0.0
0.005,2022-12-01,RSDR_CVaR_l1,0.22251719696500988,0.0,0.0,0.0,0.0,0.2591609343449967,0.2591609343449967,0.0,0.2591609343449967,0.0
0.02,2014-01-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
0.02,2014-01-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5979583435485373,0.1954489493100007,0.20659270714146202,0.0
0.02,2014-01-01,DR_CVaR_l1,0.11742501108928484,0.030134198517819982,0.11510784975248768,0.03278287410469879,0.11742501108928485,0.11742501108928484,0.11742501108928484,0.11742501108928449,0.11742501108928484,0.11742501108928484
0.02,2014-01-01,RSDR_CVaR_l1,0.125,0.125,0.125,0.0,0.0,0.125,0.125,0.125,0.125,0.125
0.02,2014-02-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
0.02,2014-02-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.666255750985097,0.0,0.33374424901490296,0.0
0.02,2014-02-01,DR_CVaR_l1,0.11742501108928484,0.030134198517819982,0.11510784975248768,0.03278287410469879,0.11742501108928485,0.11742501108928484,0.11742501108928484,0.11742501108928449,0.11742501108928484,0.11742501108928484
0.02,2014-02-01,RSDR_CVaR_l1,0.10985112406096016,0.10985112406096016,0.10230207529259244,0.01888893221972619,0.10985112406096016,0.10985112406096016,0.10985112406096016,0.10985112406096016,0.10985112406096016,0.10985112406096016
0.02,2014-03-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
0.02,2014-03-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5979583435485373,0.1954489493100007,0.20659270714146202,0.0
0.02,2014-03-01,DR_CVaR_l1,0.11742501108928484,0.030134198517819982,0.11510784975248768,0.03278287410469879,0.11742501108928485,0.11742501108928484,0.11742501108928484,0.11742501108928449,0.11742501108928484,0.11742501108928484
0.02,2014-03-01,RSDR_CVaR_l1,0.125,0.125,0.125,0.0,0.0,0.125,0.125,0.125,0.125,0.125
0.02,2014-04-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
0.02,2014-04-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5979583435485373,0.1954489493100007,0.20659270714146202,0.0
0.02,2014-04-01,DR_CVaR_l1,0.11742501108928483,0.030134198517819344,0.11510784975248811,0.03278287410469953,0.11742501108928485,0.11742501108928483,0.11742501108928483,0.11742501108928405,0.11742501108928483,0.11742501108928483
0.02,2014-04-01,RSDR_CVaR_l1,0.12499999999999999,0.12499999999999999,0.12499999999999999,0.0,0.0,0.12499999999999999,0.12499999999999999,0.12499999999999999,0.12499999999999999,0.12499999999999999
0.02,2014-05-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
0.02,2014-05-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5979583435485373,0.1954489493100007,0.20659270714146202,0.0
0.02,2014-05-01,DR_CVaR_l1,0.11742501108928483,0.030134198517819344,0.11510784975248811,0.03278287410469953,0.11742501108928485,0.11742501108928483,0.11742501108928483,0.11742501108928405,0.11742501108928483,0.11742501108928483
0.02,2014-05-01,RSDR_CVaR_l1,0.12500000000000006,0.12500000000000006,0.12500000000000006,0.0,0.0,0.12500000000000006,0.12500000000000006,0.12500000000000006,0.12500000000000006,0.12500000000000006
0.02,2014-06-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
0.02,2014-06-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
0.02,2014-06-01,DR_CVaR_l1,0.11742501108928483,0.030134198517819344,0.11510784975248811,0.03278287410469953,0.11742501108928485,0.11742501108928483,0.11742501108928483,0.11742501108928405,0.11742501108928483,0.11742501108928483
0.02,2014-06-01,RSDR_CVaR_l1,0.11111111111111109,0.11111111111111109,0.11111111111111109,0.0,0.11111111111111156,0.11111111111111109,0.11111111111111109,0.11111111111111109,0.11111111111111109,0.11111111111111109
0.02,2014-07-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
0.02,2014-07-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
0.02,2014-07-01,DR_CVaR_l1,0.11742501108928483,0.030134198517819344,0.11510784975248811,0.03278287410469953,0.11742501108928485,0.11742501108928483,0.11742501108928483,0.11742501108928405,0.11742501108928483,0.11742501108928483
0.02,2014-07-01,RSDR_CVaR_l1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
0.02,2014-08-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2014-08-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.6702701622572137,0.0,0.3297298377427863,0.0
0.02,2014-08-01,DR_CVaR_l1,0.11742501108928496,0.030134198517818178,0.11510784975248786,0.03278287410469922,0.11742501108928483,0.11742501108928513,0.11742501108928496,0.11742501108928505,0.11742501108928496,0.11742501108928485
0.02,2014-08-01,RSDR_CVaR_l1,0.13679847645245244,0.13679847645245252,0.042410664832832505,0.0,0.0,0.13679847645245305,0.13679847645245138,0.13679847645245324,0.1367984764524531,0.1367984764524523
0.02,2014-09-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2014-09-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
0.02,2014-09-01,DR_CVaR_l1,0.11742501108928496,0.030134198517818178,0.11510784975248786,0.03278287410469922,0.11742501108928483,0.11742501108928513,0.11742501108928496,0.11742501108928505,0.11742501108928496,0.11742501108928485
0.02,2014-09-01,RSDR_CVaR_l1,0.11111111111111112,0.11111111111111112,0.1111111111111111,0.0,0.1111111111111111,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112
0.02,2014-10-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2014-10-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
0.02,2014-10-01,DR_CVaR_l1,0.11742501108928496,0.030134198517818178,0.11510784975248786,0.03278287410469922,0.11742501108928483,0.11742501108928513,0.11742501108928496,0.11742501108928505,0.11742501108928496,0.11742501108928485
0.02,2014-10-01,RSDR_CVaR_l1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.11111111111111116,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
0.02,2014-11-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2014-11-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.6702701622572137,0.0,0.3297298377427863,0.0
0.02,2014-11-01,DR_CVaR_l1,0.11742501108928496,0.030134198517818178,0.11510784975248786,0.03278287410469922,0.11742501108928483,0.11742501108928513,0.11742501108928496,0.11742501108928505,0.11742501108928496,0.11742501108928485
0.02,2014-11-01,RSDR_CVaR_l1,0.12513002331247577,0.12513002331247577,0.08482163118690156,0.03926820562576805,0.0,0.12513002331247577,0.12513002331247577,0.12513002331247577,0.12513002331247577,0.12513002331247577
0.02,2014-12-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2014-12-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.6702701622572137,0.0,0.3297298377427863,0.0
0.02,2014-12-01,DR_CVaR_l1,0.11742501108928496,0.030134198517818178,0.11510784975248786,0.03278287410469922,0.11742501108928483,0.11742501108928513,0.11742501108928496,0.11742501108928505,0.11742501108928496,0.11742501108928485
0.02,2014-12-01,RSDR_CVaR_l1,0.13679847645245205,0.13679847645245247,0.042410664832833525,0.0,0.0,0.13679847645245266,0.13679847645245102,0.13679847645245174,0.1367984764524543,0.13679847645245277
0.02,2015-01-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2015-01-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.8189479453931929,0.18105205460680707,0.0,0.0
0.02,2015-01-01,DR_CVaR_l1,0.11742501108928491,0.03013419851781937,0.1151078497524872,0.0327828741046988,0.11742501108928508,0.11742501108928545,0.11742501108928492,0.11742501108928473,0.11742501108928492,0.11742501108928442
0.02,2015-01-01,RSDR_CVaR_l1,0.10985112406096015,0.10985112406096015,0.10230207529259258,0.018888932219726227,0.10985112406096015,0.10985112406096015,0.10985112406096015,0.10985112406096015,0.10985112406096015,0.10985112406096015
0.02,2015-02-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2015-02-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.6702701622572137,0.0,0.3297298377427863,0.0
0.02,2015-02-01,DR_CVaR_l1,0.11742501108928505,0.03013419851781922,0.11510784975248739,0.0327828741046989,0.1174250110892846,0.11742501108928546,0.11742501108928496,0.11742501108928484,0.11742501108928496,0.11742501108928473
0.02,2015-02-01,RSDR_CVaR_l1,0.10985112406096015,0.10985112406096015,0.10230207529259258,0.018888932219726276,0.10985112406096015,0.10985112406096015,0.10985112406096015,0.10985112406096015,0.10985112406096015,0.10985112406096015
0.02,2015-03-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2015-03-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
0.02,2015-03-01,DR_CVaR_l1,0.11742501108928505,0.03013419851781922,0.11510784975248739,0.0327828741046989,0.1174250110892846,0.11742501108928546,0.11742501108928496,0.11742501108928484,0.11742501108928496,0.11742501108928473
0.02,2015-03-01,RSDR_CVaR_l1,0.11111111111111113,0.11111111111111106,0.11111111111111115,0.0,0.11111111111111105,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113
0.02,2015-04-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2015-04-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.6702701622572137,0.0,0.3297298377427863,0.0
0.02,2015-04-01,DR_CVaR_l1,0.11742501108928505,0.03013419851781922,0.11510784975248739,0.0327828741046989,0.1174250110892846,0.11742501108928546,0.11742501108928496,0.11742501108928484,0.11742501108928496,0.11742501108928473
0.02,2015-04-01,RSDR_CVaR_l1,0.10985112406096012,0.10985112406096009,0.10230207529259273,0.018888932219726318,0.10985112406096009,0.1098511240609602,0.10985112406096012,0.10985112406096012,0.10985112406096012,0.10985112406096012
0.02,2015-05-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
0.02,2015-05-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
0.02,2015-05-01,DR_CVaR_l1,0.11742501108928527,0.03013419851781529,0.11510784975249015,0.03278287410470018,0.11742501108928526,0.11742501108928524,0.11742501108928526,0.11742501108928455,0.1174250110892849,0.11742501108928478
0.02,2015-05-01,RSDR_CVaR_l1,0.10948595575626138,0.10948595575626137,0.10948595575625995,0.014626398193648665,0.10948595575626133,0.10948595575626137,0.10948595575625802,0.10948595575626123,0.10948595575626334,0.10948595575626137
