rebalance_month,strategy,var_v,objective,theta_used,max_weight,herfindahl,effective_n_assets,solver,dual_norm,prev_month,prev_hard_regime
2014-05-01,SAA_CVaR,0.043978482034295566,0.07022013165822483,0.0,0.5503790154010851,0.4320275707984165,2.3146670897691357,linprog-highs,0.5503790154010851,2014-04-01,Steady_State
2014-05-01,RS_CVaR,0.044206647933964914,0.05680555630037303,0.0,0.5979583435485373,0.4384350190497317,2.280839706115195,linprog-highs,0.5979583435485373,2014-04-01,Steady_State
2014-05-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.25089718663081695,3.98569634609515,linprog-highs,0.25864670761435155,2014-04-01,Steady_State
2014-05-01,RSDR_CVaR_l1,0.034105432818573526,0.07703945351463164,0.003382927186325286,0.240923574358127,0.2031868334522031,4.921578741150254,linprog-highs,0.240923574358127,2014-04-01,Steady_State
2014-06-01,SAA_CVaR,0.043978482034295566,0.07022013165822483,0.0,0.5503790154010851,0.4320275707984165,2.3146670897691357,linprog-highs,0.5503790154010851,2014-05-01,Steady_State
2014-06-01,RS_CVaR,0.046378272872005626,0.05732435064798877,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2014-05-01,Steady_State
2014-06-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.25089718663081695,3.98569634609515,linprog-highs,0.25864670761435155,2014-05-01,Steady_State
2014-06-01,RSDR_CVaR_l1,0.047973891491933804,0.08045373285973217,0.003388712978077916,0.2397974071449414,0.2316766723092047,4.316360339746943,linprog-highs,0.2397974071449414,2014-05-01,Steady_State
2014-07-01,SAA_CVaR,0.043978482034295566,0.07022013165822483,0.0,0.5503790154010851,0.4320275707984165,2.3146670897691357,linprog-highs,0.5503790154010851,2014-06-01,Steady_State
2014-07-01,RS_CVaR,0.046378272872005626,0.05724625758267518,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2014-06-01,Steady_State
2014-07-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.25089718663081695,3.98569634609515,linprog-highs,0.25864670761435155,2014-06-01,Steady_State
2014-07-01,RSDR_CVaR_l1,0.047973891491933804,0.08038269539531998,0.003388460335861051,0.2397974071449414,0.2316766723092047,4.316360339746943,linprog-highs,0.2397974071449414,2014-06-01,Steady_State
2014-08-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2014-07-01,WOI
2014-08-01,RS_CVaR,0.05227189081608184,0.0732795826264835,0.0,0.6702701622572137,0.5579838563101958,1.7921665451268496,linprog-highs,0.6702701622572137,2014-07-01,WOI
2014-08-01,DR_CVaR_l1,0.04598770512619928,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2014-07-01,WOI
2014-08-01,RSDR_CVaR_l1,0.06123979999999984,0.09666258492209696,0.0034476959973332335,0.20000000000000173,0.20000000000000184,4.999999999999954,linprog-highs,0.20000000000000062,2014-07-01,WOI
2014-09-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2014-08-01,Steady_State
2014-09-01,RS_CVaR,0.046378272872005626,0.056914163069592294,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2014-08-01,Steady_State
2014-09-01,DR_CVaR_l1,0.04598770512619928,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2014-08-01,Steady_State
2014-09-01,RSDR_CVaR_l1,0.04797389149193379,0.0801341712546455,0.0033891207839971634,0.23979740714494271,0.23167667230920452,4.3163603397469466,linprog-highs,0.23979740714494147,2014-08-01,Steady_State
2014-10-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2014-09-01,Steady_State
2014-10-01,RS_CVaR,0.046378272872005626,0.057631514133100706,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2014-09-01,Steady_State
2014-10-01,DR_CVaR_l1,0.04598770512619928,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2014-09-01,Steady_State
2014-10-01,RSDR_CVaR_l1,0.04797389149193386,0.08078658854351856,0.003391315124013353,0.23979740714494155,0.23167667230920463,4.316360339746944,linprog-highs,0.2397974071449413,2014-09-01,Steady_State
2014-11-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2014-10-01,WOI
2014-11-01,RS_CVaR,0.05227189081608184,0.0730328220396676,0.0,0.6702701622572137,0.5579838563101958,1.7921665451268496,linprog-highs,0.6702701622572137,2014-10-01,WOI
2014-11-01,DR_CVaR_l1,0.04598770512619928,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2014-10-01,WOI
2014-11-01,RSDR_CVaR_l1,0.06123979999999992,0.0965189361450436,0.003444842615161912,0.20000000000002185,0.200000000000001,4.999999999999975,linprog-highs,0.1999999999999997,2014-10-01,WOI
2014-12-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2014-11-01,WOI
2014-12-01,RS_CVaR,0.05227189081608184,0.07317087625653512,0.0,0.6702701622572137,0.5579838563101958,1.7921665451268496,linprog-highs,0.6702701622572137,2014-11-01,WOI
2014-12-01,DR_CVaR_l1,0.04598770512619928,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2014-11-01,WOI
2014-12-01,RSDR_CVaR_l1,0.06123980000000004,0.09692734165128918,0.0034437948368827276,0.20000000000000126,0.20000000000000112,4.999999999999972,linprog-highs,0.20000000000000084,2014-11-01,WOI
2015-01-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2014-12-01,Steady_State
2015-01-01,RS_CVaR,0.04793102646408934,0.06365605897659346,0.0,0.8189479453931929,0.7034555837410783,1.4215538594232997,linprog-highs,0.8189479453931929,2014-12-01,Steady_State
2015-01-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2014-12-01,Steady_State
2015-01-01,RSDR_CVaR_l1,0.047973891491933804,0.08637063085751798,0.0034107558598592265,0.2397974071449414,0.2316766723092047,4.316360339746943,linprog-highs,0.2397974071449414,2014-12-01,Steady_State
2015-02-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2015-01-01,WOI
2015-02-01,RS_CVaR,0.05227189081608184,0.07242547418047071,0.0,0.6702701622572137,0.5579838563101958,1.7921665451268496,linprog-highs,0.6702701622572137,2015-01-01,WOI
2015-02-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2015-01-01,WOI
2015-02-01,RSDR_CVaR_l1,0.061239800000000115,0.09603825281724218,0.003438917562489583,0.20000000000000076,0.20000000000000015,4.9999999999999964,linprog-highs,0.20000000000000043,2015-01-01,WOI
2015-03-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2015-02-01,Steady_State
2015-03-01,RS_CVaR,0.046378272872005626,0.056736492330392865,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2015-02-01,Steady_State
2015-03-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2015-02-01,Steady_State
2015-03-01,RSDR_CVaR_l1,0.04797389149193377,0.08013378284800549,0.003393896854903033,0.2397974071449416,0.2316766723092049,4.3163603397469394,linprog-highs,0.23979740714494158,2015-02-01,Steady_State
2015-04-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2015-03-01,WOI
2015-04-01,RS_CVaR,0.05227189081608184,0.07141639961101347,0.0,0.6702701622572137,0.5579838563101958,1.7921665451268496,linprog-highs,0.6702701622572137,2015-03-01,WOI
2015-04-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2015-03-01,WOI
2015-04-01,RSDR_CVaR_l1,0.061239800000000004,0.09492843231809735,0.00343559111697117,0.2,0.20000000000000004,4.999999999999999,linprog-highs,0.2,2015-03-01,WOI
2015-05-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2015-04-01,Steady_State
2015-05-01,RS_CVaR,0.046378272872005626,0.06275502846871191,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2015-04-01,Steady_State
2015-05-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2015-04-01,Steady_State
2015-05-01,RSDR_CVaR_l1,0.04797389149193355,0.08554995381717272,0.003408324329524619,0.2397974071449414,0.2316766723092028,4.3163603397469785,linprog-highs,0.2397974071449414,2015-04-01,Steady_State
2015-06-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2015-05-01,Steady_State
2015-06-01,RS_CVaR,0.046378272872005626,0.056844049688741224,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2015-05-01,Steady_State
2015-06-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2015-05-01,Steady_State
2015-06-01,RSDR_CVaR_l1,0.04797389149193383,0.08012399895719305,0.003390654008091792,0.2397974071449415,0.2316766723092045,4.3163603397469466,linprog-highs,0.23979740714494133,2015-05-01,Steady_State
2015-07-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2015-06-01,WOI
2015-07-01,RS_CVaR,0.05227189081608184,0.06874157320025469,0.0,0.6702701622572137,0.5579838563101958,1.7921665451268496,linprog-highs,0.6702701622572137,2015-06-01,WOI
2015-07-01,DR_CVaR_l1,0.045987705126199284,0.0940953609047816,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2015-06-01,WOI
2015-07-01,RSDR_CVaR_l1,0.061239800000000004,0.0918310528552774,0.0034285669157736107,0.2,0.20000000000000004,4.999999999999999,linprog-highs,0.2,2015-06-01,WOI
2015-08-01,SAA_CVaR,0.04267147269618963,0.07018373851793402,0.0,0.510273860012493,0.5002111043991126,1.9991559387736255,linprog-highs,0.510273860012493,2015-07-01,Steady_State
2015-08-01,RS_CVaR,0.046378272872005626,0.060972866974794954,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2015-07-01,Steady_State
2015-08-01,DR_CVaR_l1,0.045987705126199284,0.09409536090478159,0.0030977893312706785,0.25864670761435155,0.250897186630817,3.985696346095149,linprog-highs,0.25864670761435155,2015-07-01,Steady_State
2015-08-01,RSDR_CVaR_l1,0.047973891491933804,0.08387841652174409,0.0034025384184356144,0.2397974071449414,0.2316766723092047,4.316360339746943,linprog-highs,0.2397974071449414,2015-07-01,Steady_State
2015-09-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2015-08-01,WOI
2015-09-01,RS_CVaR,0.052841130391768895,0.07326534276418477,0.0,0.7267950578199887,0.6028719965031439,1.6587269035555297,linprog-highs,0.7267950578199887,2015-08-01,WOI
2015-09-01,DR_CVaR_l1,0.05891810040883796,0.0955490245204364,0.0030977893312706785,0.22153403003322847,0.2039127196660429,4.904058960312752,linprog-highs,0.22153403003322847,2015-08-01,WOI
2015-09-01,RSDR_CVaR_l1,0.0612398,0.09429941865343078,0.0034371592095542866,0.19999999999999998,0.19999999999999996,5.000000000000001,linprog-highs,0.19999999999999998,2015-08-01,WOI
2015-10-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2015-09-01,WOI
2015-10-01,RS_CVaR,0.05745048208422443,0.07496375794030805,0.0,0.7817057271804796,0.63760149032777,1.5683777644339143,linprog-highs,0.7817057271804796,2015-09-01,WOI
2015-10-01,DR_CVaR_l1,0.05891810040883792,0.09554902452043637,0.0030977893312706785,0.22153403003322844,0.20391271966604277,4.904058960312756,linprog-highs,0.22153403003322844,2015-09-01,WOI
2015-10-01,RSDR_CVaR_l1,0.06123979999999998,0.09622068501301664,0.003441642309153917,0.20000000000000004,0.19999999999999998,5.0,linprog-highs,0.20000000000000004,2015-09-01,WOI
2015-11-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2015-10-01,Steady_State
2015-11-01,RS_CVaR,0.046378272872005626,0.057801751047418214,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2015-10-01,Steady_State
2015-11-01,DR_CVaR_l1,0.05891810040883792,0.09554902452043637,0.0030977893312706785,0.2215340300332284,0.20391271966604277,4.904058960312756,linprog-highs,0.2215340300332284,2015-10-01,Steady_State
2015-11-01,RSDR_CVaR_l1,0.05855889514904406,0.08069157362080485,0.003390547483701966,0.17218083770760373,0.16757884913472793,5.967340181433235,linprog-highs,0.17218083770760362,2015-10-01,Steady_State
2015-12-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2015-11-01,Steady_State
2015-12-01,RS_CVaR,0.049206117613636365,0.060615478513989955,0.0,0.6751136363636364,0.5613295712809918,1.781484623583847,linprog-highs,0.6751136363636364,2015-11-01,Steady_State
2015-12-01,DR_CVaR_l1,0.05891810040883792,0.09554902452043637,0.0030977893312706785,0.2215340300332284,0.20391271966604277,4.904058960312756,linprog-highs,0.2215340300332284,2015-11-01,Steady_State
2015-12-01,RSDR_CVaR_l1,0.0590362621948448,0.08319171167134114,0.0033988566109997872,0.20661056053098661,0.20087399021067656,4.978245311656329,linprog-highs,0.2066105605309827,2015-11-01,Steady_State
2016-01-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2015-12-01,Steady_State
2016-01-01,RS_CVaR,0.046378272872005626,0.05816407614749109,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2015-12-01,Steady_State
2016-01-01,DR_CVaR_l1,0.05891810040883794,0.09554902452043638,0.0030977893312706785,0.2215340300332278,0.20391271966604124,4.904058960312792,linprog-highs,0.2215340300332257,2015-12-01,Steady_State
2016-01-01,RSDR_CVaR_l1,0.058558895149044034,0.08099035000523963,0.0033915271234868792,0.17218083770760334,0.1675788491347278,5.967340181433239,linprog-highs,0.17218083770760326,2015-12-01,Steady_State
2016-02-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-01-01,WOI
2016-02-01,RS_CVaR,0.05745048208422443,0.08909353493047224,0.0,0.7817057271804796,0.63760149032777,1.5683777644339143,linprog-highs,0.7817057271804796,2016-01-01,WOI
2016-02-01,DR_CVaR_l1,0.05891810040883794,0.09554902452043638,0.0030977893312706785,0.2215340300332278,0.20391271966604124,4.904058960312792,linprog-highs,0.2215340300332257,2016-01-01,WOI
2016-02-01,RSDR_CVaR_l1,0.06222345193517763,0.11696697371410364,0.0035056316000408915,0.20315389193536001,0.2001989406867986,4.995031425088561,linprog-highs,0.20315389193535915,2016-01-01,WOI
2016-03-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-02-01,WOI
2016-03-01,RS_CVaR,0.049206117613636365,0.07289133716816323,0.0,0.6751136363636364,0.5613295712809918,1.781484623583847,linprog-highs,0.6751136363636364,2016-02-01,WOI
2016-03-01,DR_CVaR_l1,0.05891810040883794,0.09554902452043638,0.0030977893312706785,0.2215340300332278,0.20391271966604124,4.904058960312792,linprog-highs,0.2215340300332257,2016-02-01,WOI
2016-03-01,RSDR_CVaR_l1,0.06123979999999987,0.0941683723206781,0.0034333133372665375,0.20000000000000237,0.20000000000000065,4.999999999999984,linprog-highs,0.2000000000000002,2016-02-01,WOI
2016-04-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-03-01,Steady_State
2016-04-01,RS_CVaR,0.049206117613636365,0.0604568486532778,0.0,0.6751136363636364,0.5613295712809918,1.781484623583847,linprog-highs,0.6751136363636364,2016-03-01,Steady_State
2016-04-01,DR_CVaR_l1,0.05891810040883794,0.09554902452043638,0.0030977893312706785,0.2215340300332278,0.20391271966604124,4.904058960312792,linprog-highs,0.2215340300332257,2016-03-01,Steady_State
2016-04-01,RSDR_CVaR_l1,0.05903626219484477,0.08320788164167289,0.0034008091226014623,0.20661056053098145,0.20087399021067542,4.978245311656358,linprog-highs,0.20661056053098145,2016-03-01,Steady_State
2016-05-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-04-01,WOI
2016-05-01,RS_CVaR,0.049206117613636365,0.0691447555294138,0.0,0.6751136363636364,0.5613295712809918,1.781484623583847,linprog-highs,0.6751136363636364,2016-04-01,WOI
2016-05-01,DR_CVaR_l1,0.05891810040883794,0.09554902452043638,0.0030977893312706785,0.2215340300332278,0.20391271966604124,4.904058960312792,linprog-highs,0.2215340300332257,2016-04-01,WOI
2016-05-01,RSDR_CVaR_l1,0.05903626219484475,0.09099412308492433,0.003422967078115302,0.2066105605309821,0.20087399021067523,4.978245311656362,linprog-highs,0.2066105605309816,2016-04-01,WOI
2016-06-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-05-01,Steady_State
2016-06-01,RS_CVaR,0.046378272872005626,0.05704543669701051,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2016-05-01,Steady_State
2016-06-01,DR_CVaR_l1,0.05891810040883794,0.09554902452043638,0.0030977893312706785,0.2215340300332278,0.20391271966604124,4.904058960312792,linprog-highs,0.2215340300332257,2016-05-01,Steady_State
2016-06-01,RSDR_CVaR_l1,0.058558895149044075,0.08038195025163263,0.0033942790400300848,0.1721808377076037,0.16757884913472787,5.9673401814332365,linprog-highs,0.1721808377076037,2016-05-01,Steady_State
2016-07-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-06-01,Steady_State
2016-07-01,RS_CVaR,0.049206117613636365,0.061282674419747406,0.0,0.6751136363636364,0.5613295712809918,1.781484623583847,linprog-highs,0.6751136363636364,2016-06-01,Steady_State
2016-07-01,DR_CVaR_l1,0.05891810040883793,0.09554902452043637,0.0030977893312706785,0.2215340300332284,0.2039127196660428,4.904058960312755,linprog-highs,0.2215340300332284,2016-06-01,Steady_State
2016-07-01,RSDR_CVaR_l1,0.05903626219484476,0.08393865594901959,0.0034029675012461793,0.2066105605309815,0.20087399021067542,4.978245311656358,linprog-highs,0.2066105605309815,2016-06-01,Steady_State
2016-08-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-07-01,Steady_State
2016-08-01,RS_CVaR,0.04702250493628684,0.058591369890053716,0.0,0.6444902407181623,0.541754859325585,1.8458533094559986,linprog-highs,0.6444902407181623,2016-07-01,Steady_State
2016-08-01,DR_CVaR_l1,0.05891810040883793,0.09554902452043637,0.0030977893312706785,0.2215340300332284,0.2039127196660428,4.904058960312755,linprog-highs,0.2215340300332284,2016-07-01,Steady_State
2016-08-01,RSDR_CVaR_l1,0.05855889514904405,0.08157149747015786,0.0033959940428510108,0.17218083770760362,0.16757884913472784,5.967340181433237,linprog-highs,0.17218083770760353,2016-07-01,Steady_State
2016-09-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-08-01,Steady_State
2016-09-01,RS_CVaR,0.046378272872005626,0.057310483616558314,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2016-08-01,Steady_State
2016-09-01,DR_CVaR_l1,0.05891810040883793,0.09554902452043637,0.0030977893312706785,0.2215340300332284,0.2039127196660428,4.904058960312755,linprog-highs,0.2215340300332284,2016-08-01,Steady_State
2016-09-01,RSDR_CVaR_l1,0.05855889514904404,0.08049985272222847,0.0033929684655644764,0.1721808377076035,0.1675788491347279,5.967340181433236,linprog-highs,0.1721808377076035,2016-08-01,Steady_State
2016-10-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-09-01,Steady_State
2016-10-01,RS_CVaR,0.046378272872005626,0.058247757130369275,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2016-09-01,Steady_State
2016-10-01,DR_CVaR_l1,0.05891810040883792,0.09554902452043638,0.0030977893312706785,0.2215340300332285,0.2039127196660428,4.904058960312755,linprog-highs,0.2215340300332285,2016-09-01,Steady_State
2016-10-01,RSDR_CVaR_l1,0.058558895149044034,0.08128154472394086,0.0033951756161459162,0.17218083770760365,0.16757884913472787,5.9673401814332365,linprog-highs,0.17218083770760353,2016-09-01,Steady_State
2016-11-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-10-01,Steady_State
2016-11-01,RS_CVaR,0.04703974430210485,0.0591646219696962,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-10-01,Steady_State
2016-11-01,DR_CVaR_l1,0.05891810040883792,0.09554902452043638,0.0030977893312706785,0.2215340300332285,0.2039127196660428,4.904058960312755,linprog-highs,0.2215340300332285,2016-10-01,Steady_State
2016-11-01,RSDR_CVaR_l1,0.05903626219484495,0.0820656174844397,0.003397435380035345,0.20661056053098345,0.20087399021067653,4.97824531165633,linprog-highs,0.2066105605309811,2016-10-01,Steady_State
2016-12-01,SAA_CVaR,0.04703974430210485,0.07222332707529935,0.0,0.6443128499623921,0.5416523973285358,1.8462024813922433,linprog-highs,0.6443128499623921,2016-11-01,Crisis
2016-12-01,RS_CVaR,0.11669561571851605,0.11669561571851605,0.0,0.8327171733892474,0.7214014349362612,1.3861907553432495,linprog-highs,0.8327171733892474,2016-11-01,Crisis
2016-12-01,DR_CVaR_l1,0.05891810040883784,0.09554902452043632,0.0030977893312706785,0.22153403003322858,0.2039127196660424,4.904058960312764,linprog-highs,0.22153403003322858,2016-11-01,Crisis
