rebalance_month,strategy,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2014-01-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
2014-01-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5979583435485373,0.1954489493100007,0.20659270714146202,0.0
2014-01-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.2240598771569453
2014-01-01,RSDR_CVaR_l1,0.0,0.08838569243833982,0.08917680792608,0.0,0.0,0.11938405572983393,0.2343511479685821,0.2343511479685821,0.2343511479685821,0.0
2014-02-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
2014-02-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.666255750985097,0.0,0.33374424901490296,0.0
2014-02-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.2240598771569453
2014-02-01,RSDR_CVaR_l1,0.0,0.12121436145396841,0.0,0.0,0.0,0.08193604101354156,0.19921239938312252,0.19921239938312252,0.19921239938312252,0.19921239938312257
2014-03-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
2014-03-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5979583435485373,0.1954489493100007,0.20659270714146202,0.0
2014-03-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.2240598771569453
2014-03-01,RSDR_CVaR_l1,0.0,0.006747448807875894,0.09106133832292512,0.0,0.0,0.21461129484855218,0.21461129484855218,0.21461129484855218,0.21461129484855218,0.04374603347499046
2014-04-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
2014-04-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5979583435485373,0.1954489493100007,0.20659270714146202,0.0
2014-04-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.2240598771569453
2014-04-01,RSDR_CVaR_l1,0.0,0.08838569243834055,0.08917680792608013,0.0,0.0,0.1193840557298334,0.23435114796858203,0.23435114796858203,0.23435114796858203,0.0
2014-05-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
2014-05-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5979583435485373,0.1954489493100007,0.20659270714146202,0.0
2014-05-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.2240598771569453
2014-05-01,RSDR_CVaR_l1,0.0,0.12694336972744086,0.10383773830613785,0.0,0.0,0.046448168892040564,0.240923574358127,0.240923574358127,0.240923574358127,0.0
2014-06-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
2014-06-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
2014-06-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.2240598771569453
2014-06-01,RSDR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.04081037142023436,0.2397974071449414,0.2397974071449414,0.2397974071449414,0.2397974071449414
2014-07-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.5503790154010851,0.10642342520870686,0.343197559390208,0.0
2014-07-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
2014-07-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.2240598771569453
2014-07-01,RSDR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.04081037142023434,0.2397974071449414,0.2397974071449414,0.2397974071449414,0.2397974071449414
2014-08-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
2014-08-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.6702701622572137,0.0,0.3297298377427863,0.0
2014-08-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.22405987715694536
2014-08-01,RSDR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.19999999999999987,0.200000000000001,0.20000000000000173,0.20000000000000112,0.20000000000000087
2014-09-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
2014-09-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
2014-09-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.22405987715694536
2014-09-01,RSDR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.040810371420234685,0.23979740714493905,0.23979740714494197,0.23979740714494271,0.23979740714494152
2014-10-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
2014-10-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.7875893220778258,0.21241067792217416,0.0,0.0
2014-10-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.22405987715694536
2014-10-01,RSDR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.040810371420234956,0.2397974071449413,0.2397974071449413,0.2397974071449413,0.23979740714494155
2014-11-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
2014-11-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.6702701622572137,0.0,0.3297298377427863,0.0
2014-11-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.22405987715694536
2014-11-01,RSDR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.2000000000000051,0.2,0.19999999999997958,0.20000000000002185,0.19999999999999596
2014-12-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
2014-12-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.6702701622572137,0.0,0.3297298377427863,0.0
2014-12-01,DR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.0,0.25864670761435155,0.25864670761435155,0.25864670761435155,0.22405987715694536
2014-12-01,RSDR_CVaR_l1,0.0,0.0,0.0,0.0,0.0,0.2000000000000009,0.1999999999999999,0.200000000000001,0.19999999999999976,0.20000000000000126
2015-01-01,SAA_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.510273860012493,0.0,0.489726139987507,0.0
2015-01-01,RS_CVaR,0.0,0.0,0.0,0.0,0.0,0.0,0.8189479453931929,0.18105205460680707,0.0,0.0
