month,strategy,return,realized_loss
2014-01-01,SAA_CVaR,-0.02204182266220558,0.02204182266220558
2014-01-01,RS_CVaR,-0.023131344036516517,0.023131344036516517
2014-01-01,DR_CVaR_l1,-0.016680452414718955,0.016680452414718955
2014-01-01,RSDR_CVaR_l1,-0.015342873282922616,0.015342873282922616
2014-02-01,SAA_CVaR,0.046486643239760816,-0.046486643239760816
2014-02-01,RS_CVaR,0.04674452420366742,-0.04674452420366742
2014-02-01,DR_CVaR_l1,0.049442346756569874,-0.049442346756569874
2014-02-01,RSDR_CVaR_l1,0.05175315892737986,-0.05175315892737986
2014-03-01,SAA_CVaR,0.011274422455335033,-0.011274422455335033
2014-03-01,RS_CVaR,0.016988343782127845,-0.016988343782127845
2014-03-01,DR_CVaR_l1,0.0046034447786654845,-0.0046034447786654845
2014-03-01,RSDR_CVaR_l1,0.010780744148205589,-0.010780744148205589
2014-04-01,SAA_CVaR,0.01740354513198319,-0.01740354513198319
2014-04-01,RS_CVaR,0.02332924968265305,-0.02332924968265305
2014-04-01,DR_CVaR_l1,0.013322432035086481,-0.013322432035086481
2014-04-01,RSDR_CVaR_l1,0.020575052295431877,-0.020575052295431877
2014-05-01,SAA_CVaR,0.01865637481102095,-0.01865637481102095
2014-05-01,RS_CVaR,0.014623217351746091,-0.014623217351746091
2014-05-01,DR_CVaR_l1,0.01575361645107727,-0.01575361645107727
2014-05-01,RSDR_CVaR_l1,0.015898503407095067,-0.015898503407095067
2014-06-01,SAA_CVaR,0.010653250605979814,-0.010653250605979814
2014-06-01,RS_CVaR,0.007508313747269432,-0.007508313747269432
2014-06-01,DR_CVaR_l1,0.020653559849398654,-0.020653559849398654
2014-06-01,RSDR_CVaR_l1,0.020531465650923342,-0.020531465650923342
2014-07-01,SAA_CVaR,-0.025042855407439796,0.025042855407439796
2014-07-01,RS_CVaR,-0.04057053837609686,0.04057053837609686
2014-07-01,DR_CVaR_l1,-0.028682862757962842,0.028682862757962842
2014-07-01,RSDR_CVaR_l1,-0.026309253261911705,0.026309253261911705
2014-08-01,SAA_CVaR,0.047257859848111254,-0.047257859848111254
2014-08-01,RS_CVaR,0.04688970835664615,-0.04688970835664615
2014-08-01,DR_CVaR_l1,0.04715042500466844,-0.04715042500466844
2014-08-01,RSDR_CVaR_l1,0.04421280000000022,-0.04421280000000022
2014-09-01,SAA_CVaR,0.005165982707038827,-0.005165982707038827
2014-09-01,RS_CVaR,0.0006767856270132157,-0.0006767856270132157
2014-09-01,DR_CVaR_l1,-0.008363993216883097,0.008363993216883097
2014-09-01,RSDR_CVaR_l1,-0.008849329275918152,0.008849329275918152
2014-10-01,SAA_CVaR,0.043845765624486305,-0.043845765624486305
2014-10-01,RS_CVaR,0.04499243274464068,-0.04499243274464068
2014-10-01,DR_CVaR_l1,0.04827969526948253,-0.04827969526948253
2014-10-01,RSDR_CVaR_l1,0.0460938090374755,-0.0460938090374755
2014-11-01,SAA_CVaR,0.04532929904329815,-0.04532929904329815
2014-11-01,RS_CVaR,0.04863546263288306,-0.04863546263288306
2014-11-01,DR_CVaR_l1,0.03856007108645951,-0.03856007108645951
2014-11-01,RSDR_CVaR_l1,0.04089400000000055,-0.04089400000000055
2014-12-01,SAA_CVaR,-0.011584086136042344,0.011584086136042344
2014-12-01,RS_CVaR,-0.010845703201182959,0.010845703201182959
2014-12-01,DR_CVaR_l1,0.005162322021409212,-0.005162322021409212
2014-12-01,RSDR_CVaR_l1,-0.00011939999999996918,0.00011939999999996918
2015-01-01,SAA_CVaR,0.001428190912976297,-0.001428190912976297
2015-01-01,RS_CVaR,-0.0037204548226306483,0.0037204548226306483
2015-01-01,DR_CVaR_l1,0.00017675346095417737,-0.00017675346095417737
2015-01-01,RSDR_CVaR_l1,-0.002227183875943136,0.002227183875943136
2015-02-01,SAA_CVaR,0.04214375701088207,-0.04214375701088207
2015-02-01,RS_CVaR,0.0419141623171609,-0.0419141623171609
2015-02-01,DR_CVaR_l1,0.024412016104855685,-0.024412016104855685
2015-02-01,RSDR_CVaR_l1,0.03715179999999995,-0.03715179999999995
2015-03-01,SAA_CVaR,-0.006766301870664432,0.006766301870664432
2015-03-01,RS_CVaR,-0.017454415972453625,0.017454415972453625
2015-03-01,DR_CVaR_l1,-0.007005963182412347,0.007005963182412347
2015-03-01,RSDR_CVaR_l1,-0.00804779130017924,0.00804779130017924
2015-04-01,SAA_CVaR,-0.009216401058618534,0.009216401058618534
2015-04-01,RS_CVaR,-0.008685373331468307,0.008685373331468307
2015-04-01,DR_CVaR_l1,-0.006126821519236495,0.006126821519236495
2015-04-01,RSDR_CVaR_l1,0.0007502000000000003,-0.0007502000000000003
2015-05-01,SAA_CVaR,0.02649629861590558,-0.02649629861590558
2015-05-01,RS_CVaR,0.00818362249620497,-0.00818362249620497
2015-05-01,DR_CVaR_l1,0.01848291616491453,-0.01848291616491453
2015-05-01,RSDR_CVaR_l1,0.01831464137729789,-0.01831464137729789
2015-06-01,SAA_CVaR,-0.011176491534339349,0.011176491534339349
2015-06-01,RS_CVaR,-0.026976162427339037,0.026976162427339037
2015-06-01,DR_CVaR_l1,-0.01983854128667249,0.01983854128667249
2015-06-01,RSDR_CVaR_l1,-0.01988557824419527,0.01988557824419527
2015-07-01,SAA_CVaR,0.04353458253608179,-0.04353458253608179
2015-07-01,RS_CVaR,0.04791192136919511,-0.04791192136919511
2015-07-01,DR_CVaR_l1,0.04911512488707423,-0.04911512488707423
2015-07-01,RSDR_CVaR_l1,0.04498680000000001,-0.04498680000000001
2015-08-01,SAA_CVaR,-0.06943186869184995,0.06943186869184995
2015-08-01,RS_CVaR,-0.0543518070643119,0.0543518070643119
2015-08-01,DR_CVaR_l1,-0.059654602516415245,0.059654602516415245
2015-08-01,RSDR_CVaR_l1,-0.059654068531410226,0.059654068531410226
2015-09-01,SAA_CVaR,0.012866715242541099,-0.012866715242541099
2015-09-01,RS_CVaR,0.010802680473112603,-0.010802680473112603
2015-09-01,DR_CVaR_l1,-0.008394756277499034,0.008394756277499034
2015-09-01,RSDR_CVaR_l1,-0.0086228,0.0086228
2015-10-01,SAA_CVaR,0.04050794135555582,-0.04050794135555582
2015-10-01,RS_CVaR,0.051691788145643375,-0.051691788145643375
2015-10-01,DR_CVaR_l1,0.06462986899875511,-0.06462986899875511
2015-10-01,RSDR_CVaR_l1,0.0680412,-0.0680412
2015-11-01,SAA_CVaR,-0.013502694850702612,0.013502694850702612
2015-11-01,RS_CVaR,-0.011778362508793366,0.011778362508793366
2015-11-01,DR_CVaR_l1,-0.006808283393995468,0.006808283393995468
2015-11-01,RSDR_CVaR_l1,-0.0036019567156505335,0.0036019567156505335
2015-12-01,SAA_CVaR,0.026292281235449327,-0.026292281235449327
2015-12-01,RS_CVaR,0.026538533522727274,-0.026538533522727274
2015-12-01,DR_CVaR_l1,0.006585993608332386,-0.006585993608332386
2015-12-01,RSDR_CVaR_l1,0.004464347635473008,-0.004464347635473008
2016-01-01,SAA_CVaR,0.02103309194235843,-0.02103309194235843
2016-01-01,RS_CVaR,0.014714886075012035,-0.014714886075012035
2016-01-01,DR_CVaR_l1,-0.020095086957772068,0.020095086957772068
2016-01-01,RSDR_CVaR_l1,-0.03406783529228902,0.03406783529228902
2016-02-01,SAA_CVaR,0.008922312635060112,-0.008922312635060112
2016-02-01,RS_CVaR,0.005030012697162368,-0.005030012697162368
