gamma,rebalance_month,strategy,var_v,objective,theta_used,max_weight,herfindahl,effective_n_assets,solver,dual_norm,prev_month,prev_hard_regime
0.005,2020-07-01,DR_CVaR_l1,0.04009279999999983,0.07601689065841591,0.0030977893312706785,0.20000000000000115,0.1999999999999993,5.000000000000018,linprog-highs,0.19999999999999965,2020-06-01,WOI
0.005,2020-07-01,RSDR_CVaR_l1,0.04009280000000007,0.07320217486414322,0.0034343394884140824,0.20000000000000254,0.19999999999999932,5.000000000000017,linprog-highs,0.19999999999999982,2020-06-01,WOI
0.005,2020-08-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2020-07-01,WOI
0.005,2020-08-01,RS_CVaR,0.043074071138477665,0.06608268812648689,0.0,0.6954306592718751,0.5763862851668795,1.734947596316371,linprog-highs,0.6954306592718751,2020-07-01,WOI
0.005,2020-08-01,DR_CVaR_l1,0.04009279999999983,0.07601689065841591,0.0030977893312706785,0.20000000000000115,0.1999999999999993,5.000000000000018,linprog-highs,0.19999999999999965,2020-07-01,WOI
0.005,2020-08-01,RSDR_CVaR_l1,0.04336480000000001,0.08397122751716062,0.0035028372967143336,0.20000000000000007,0.2,5.0,linprog-highs,0.2,2020-07-01,WOI
0.005,2020-09-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2020-08-01,WOI
0.005,2020-09-01,RS_CVaR,0.03418694056765891,0.06209287048865124,0.0,0.36090289860465385,0.3050175483424096,3.27849989429923,linprog-highs,0.36090289860465385,2020-08-01,WOI
0.005,2020-09-01,DR_CVaR_l1,0.04009279999999983,0.07601689065841591,0.0030977893312706785,0.20000000000000115,0.1999999999999993,5.000000000000018,linprog-highs,0.19999999999999965,2020-08-01,WOI
0.005,2020-09-01,RSDR_CVaR_l1,0.04336480000000008,0.08007249958252845,0.003489178222210412,0.20000000000000073,0.19999999999999984,5.0000000000000036,linprog-highs,0.1999999999999997,2020-08-01,WOI
0.005,2020-10-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2020-09-01,Steady_State
0.005,2020-10-01,RS_CVaR,0.03408811028852175,0.04647708433225525,0.0,0.5066917668877023,0.33666020848570805,2.9703540091595118,linprog-highs,0.5066917668877023,2020-09-01,Steady_State
0.005,2020-10-01,DR_CVaR_l1,0.04009279999999983,0.07601689065841591,0.0030977893312706785,0.20000000000000115,0.1999999999999993,5.000000000000018,linprog-highs,0.19999999999999965,2020-09-01,Steady_State
0.005,2020-10-01,RSDR_CVaR_l1,0.03428868771164552,0.06535877021810854,0.0033858390627148666,0.20404063594099753,0.2003265347761536,4.991849936991161,linprog-highs,0.20404063594099753,2020-09-01,Steady_State
0.005,2020-11-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2020-10-01,WOI
0.005,2020-11-01,RS_CVaR,0.03418694056765891,0.062133095457719695,0.0,0.36090289860465385,0.3050175483424096,3.27849989429923,linprog-highs,0.36090289860465385,2020-10-01,WOI
0.005,2020-11-01,DR_CVaR_l1,0.04009279999999983,0.07601689065841591,0.0030977893312706785,0.20000000000000115,0.1999999999999993,5.000000000000018,linprog-highs,0.19999999999999965,2020-10-01,WOI
0.005,2020-11-01,RSDR_CVaR_l1,0.04336480000000013,0.08014352316896964,0.0034849880149332327,0.20000000000000334,0.2000000000000001,4.999999999999997,linprog-highs,0.19999999999999996,2020-10-01,WOI
0.005,2020-12-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2020-11-01,WOI
0.005,2020-12-01,RS_CVaR,0.06508287290690513,0.06962471924850488,0.0,0.5117757390608744,0.42134226441347844,2.3733674128135025,linprog-highs,0.5117757390608744,2020-11-01,WOI
0.005,2020-12-01,DR_CVaR_l1,0.04009280000000009,0.07601689065841594,0.0030977893312706785,0.20000000000000592,0.20000000000000193,4.999999999999952,linprog-highs,0.19999999999999948,2020-11-01,WOI
0.005,2020-12-01,RSDR_CVaR_l1,0.06298254607465158,0.09249732139551511,0.0035513323237914216,0.3129263229250524,0.2975166654024153,3.361156252028502,linprog-highs,0.3129263229250523,2020-11-01,WOI
0.005,2021-01-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2020-12-01,Steady_State
0.005,2021-01-01,RS_CVaR,0.03197043103713935,0.04954936502902016,0.0,0.44426411108150543,0.35326644567615495,2.830724548678807,linprog-highs,0.44426411108150543,2020-12-01,Steady_State
0.005,2021-01-01,DR_CVaR_l1,0.04009280000000009,0.07601689065841594,0.0030977893312706785,0.20000000000000592,0.20000000000000193,4.999999999999952,linprog-highs,0.19999999999999948,2020-12-01,Steady_State
0.005,2021-01-01,RSDR_CVaR_l1,0.03543220000000001,0.06827635717020561,0.0034030398114237143,0.19999999999999998,0.19999999999999996,5.000000000000001,linprog-highs,0.19999999999999998,2020-12-01,Steady_State
0.005,2021-02-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-01-01,WOI
0.005,2021-02-01,RS_CVaR,0.03418694056765891,0.06162285685955707,0.0,0.36090289860465385,0.3050175483424096,3.27849989429923,linprog-highs,0.36090289860465385,2021-01-01,WOI
0.005,2021-02-01,DR_CVaR_l1,0.04009280000000009,0.07601689065841594,0.0030977893312706785,0.20000000000000592,0.20000000000000193,4.999999999999952,linprog-highs,0.19999999999999948,2021-01-01,WOI
0.005,2021-02-01,RSDR_CVaR_l1,0.04336479999999986,0.07973251941361614,0.003479212118914722,0.20000000000000082,0.1999999999999999,5.000000000000003,linprog-highs,0.19999999999999968,2021-01-01,WOI
0.005,2021-03-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-02-01,Crisis
0.005,2021-03-01,RS_CVaR,0.06928611415607414,0.06952984204283734,0.0,0.5695540306653476,0.48001733416783,2.0832581009467606,linprog-highs,0.5695540306653476,2021-02-01,Crisis
0.005,2021-03-01,DR_CVaR_l1,0.04009280000000009,0.07601689065841594,0.0030977893312706785,0.20000000000000592,0.20000000000000193,4.999999999999952,linprog-highs,0.19999999999999948,2021-02-01,Crisis
0.005,2021-03-01,RSDR_CVaR_l1,0.07489606444573182,0.09490889218219124,0.0038291403383322125,0.2591609343449967,0.25100707261688004,3.9839514862050573,linprog-highs,0.2591609343449967,2021-02-01,Crisis
0.005,2021-04-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-03-01,WOI
0.005,2021-04-01,RS_CVaR,0.03418694056765891,0.059654867420122284,0.0,0.36090289860465385,0.3050175483424096,3.27849989429923,linprog-highs,0.36090289860465385,2021-03-01,WOI
0.005,2021-04-01,DR_CVaR_l1,0.040092800000000005,0.076016890658416,0.0030977893312706785,0.19999999999999998,0.19999999999999996,5.000000000000001,linprog-highs,0.19999999999999998,2021-03-01,WOI
0.005,2021-04-01,RSDR_CVaR_l1,0.043364799999999995,0.0780356112296344,0.0034782593961249966,0.2000000000000017,0.20000000000000012,4.999999999999997,linprog-highs,0.20000000000000026,2021-03-01,WOI
0.005,2021-05-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-04-01,Steady_State
0.005,2021-05-01,RS_CVaR,0.03408811028852175,0.045054135520337706,0.0,0.5066917668877022,0.3366602084857079,2.970354009159513,linprog-highs,0.5066917668877022,2021-04-01,Steady_State
0.005,2021-05-01,DR_CVaR_l1,0.04009280000000048,0.0760168906584162,0.0030977893312706785,0.200000000000005,0.1999999999999952,5.00000000000012,linprog-highs,0.19999999999999854,2021-04-01,Steady_State
0.005,2021-05-01,RSDR_CVaR_l1,0.0342036,0.06404018900337646,0.003382212322011601,0.19999999999999998,0.19999999999999996,5.000000000000001,linprog-highs,0.19999999999999998,2021-04-01,Steady_State
0.005,2021-06-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-05-01,Inflation
0.005,2021-06-01,RS_CVaR,0.03421096280633614,0.05729963019585661,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-05-01,Inflation
0.005,2021-06-01,DR_CVaR_l1,0.04009280000000048,0.0760168906584162,0.0030977893312706785,0.200000000000005,0.1999999999999952,5.00000000000012,linprog-highs,0.19999999999999854,2021-05-01,Inflation
0.005,2021-06-01,RSDR_CVaR_l1,0.040092799999999935,0.07604030987628659,0.003408136266546668,0.20000000000000048,0.19999999999999982,5.000000000000004,linprog-highs,0.1999999999999998,2021-05-01,Inflation
0.005,2021-07-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-06-01,WOI
0.005,2021-07-01,RS_CVaR,0.03421096280633614,0.05372143744680275,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-06-01,WOI
0.005,2021-07-01,DR_CVaR_l1,0.04009280000000048,0.0760168906584162,0.0030977893312706785,0.200000000000005,0.1999999999999952,5.00000000000012,linprog-highs,0.19999999999999854,2021-06-01,WOI
0.005,2021-07-01,RSDR_CVaR_l1,0.03543219999999991,0.07267199029615938,0.0034309143288609916,0.2000000000000018,0.20000000000000007,4.999999999999998,linprog-highs,0.1999999999999997,2021-06-01,WOI
0.005,2021-08-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-07-01,Steady_State
0.005,2021-08-01,RS_CVaR,0.03197043103713935,0.0505449578501875,0.0,0.44426411108150543,0.35326644567615495,2.830724548678807,linprog-highs,0.44426411108150543,2021-07-01,Steady_State
0.005,2021-08-01,DR_CVaR_l1,0.04009280000001395,0.07601689065840618,0.0030977893312706785,0.20000000000141102,0.20000000000017187,4.999999999995703,linprog-highs,0.19999999999973736,2021-07-01,Steady_State
0.005,2021-08-01,RSDR_CVaR_l1,0.03543220000000008,0.06926244821421615,0.003409602037850943,0.20000000000000112,0.19999999999999857,5.0000000000000355,linprog-highs,0.19999999999999976,2021-07-01,Steady_State
0.005,2021-09-01,SAA_CVaR,0.03421096280633614,0.058557576477903786,0.0,0.41167777255458216,0.359977618984726,2.777950481533771,linprog-highs,0.41167777255458216,2021-08-01,Steady_State
0.005,2021-09-01,RS_CVaR,0.03408811028852175,0.04476056598733844,0.0,0.5066917668877022,0.3366602084857079,2.970354009159513,linprog-highs,0.5066917668877022,2021-08-01,Steady_State
0.005,2021-09-01,DR_CVaR_l1,0.0400928,0.07601689065841602,0.0030977893312706785,0.2,0.20000000000000004,4.999999999999999,linprog-highs,0.2,2021-08-01,Steady_State
0.005,2021-09-01,RSDR_CVaR_l1,0.034203599999999994,0.06382787821167829,0.0033740534503066836,0.19999999999999998,0.19999999999999996,5.000000000000001,linprog-highs,0.19999999999999998,2021-08-01,Steady_State
0.005,2021-10-01,SAA_CVaR,0.03468563488037274,0.06237825019978324,0.0,0.3421473904551399,0.2971503324514921,3.3652999535622046,linprog-highs,0.3421473904551399,2021-09-01,WOI
0.005,2021-10-01,RS_CVaR,0.050722907418359005,0.06417205147815706,0.0,0.4896105495016023,0.3798230246383964,2.6328051095692047,linprog-highs,0.4896105495016023,2021-09-01,WOI
0.005,2021-10-01,DR_CVaR_l1,0.04719399999999831,0.07804310332645764,0.0030977893312706785,0.1666666666666777,0.16666666666666666,6.0,linprog-highs,0.16666666666666488,2021-09-01,WOI
0.005,2021-10-01,RSDR_CVaR_l1,0.0479808056532107,0.08073177322544009,0.0034772562312320905,0.17174525678847213,0.1674404289954256,5.9722732795155435,linprog-highs,0.17174525678847058,2021-09-01,WOI
0.005,2021-11-01,SAA_CVaR,0.03468563488037274,0.06237825019978324,0.0,0.3421473904551399,0.2971503324514921,3.3652999535622046,linprog-highs,0.3421473904551399,2021-10-01,WOI
0.005,2021-11-01,RS_CVaR,0.05223819824626965,0.06558702731307903,0.0,0.6010416704169586,0.44816635848491326,2.2313142900342515,linprog-highs,0.6010416704169586,2021-10-01,WOI
0.005,2021-11-01,DR_CVaR_l1,0.04719399999999831,0.07804310332645764,0.0030977893312706785,0.1666666666666777,0.16666666666666666,6.0,linprog-highs,0.16666666666666488,2021-10-01,WOI
0.005,2021-11-01,RSDR_CVaR_l1,0.04798080565321076,0.08292251735787808,0.0034719561465130617,0.17174525678847158,0.16744042899542566,5.972273279515542,linprog-highs,0.1717452567884711,2021-10-01,WOI
0.005,2021-12-01,SAA_CVaR,0.03468563488037274,0.06237825019978324,0.0,0.3421473904551399,0.2971503324514921,3.3652999535622046,linprog-highs,0.3421473904551399,2021-11-01,WOI
0.005,2021-12-01,RS_CVaR,0.05223819824626965,0.06577418047813718,0.0,0.6010416704169586,0.44816635848491326,2.2313142900342515,linprog-highs,0.6010416704169586,2021-11-01,WOI
0.005,2021-12-01,DR_CVaR_l1,0.04719400000000004,0.07804310332645778,0.0030977893312706785,0.1666666666666674,0.1666666666666668,5.999999999999996,linprog-highs,0.1666666666666668,2021-11-01,WOI
0.005,2021-12-01,RSDR_CVaR_l1,0.047980805653210654,0.0835178845454226,0.0034759088408310365,0.17174525678847205,0.1674404289954255,5.972273279515548,linprog-highs,0.17174525678847086,2021-11-01,WOI
0.005,2022-01-01,SAA_CVaR,0.03468563488037274,0.06237825019978324,0.0,0.3421473904551399,0.2971503324514921,3.3652999535622046,linprog-highs,0.3421473904551399,2021-12-01,Steady_State
0.005,2022-01-01,RS_CVaR,0.03774531869941327,0.04782211544641195,0.0,0.547946240017673,0.3886999511870064,2.5726784810397176,linprog-highs,0.547946240017673,2021-12-01,Steady_State
0.005,2022-01-01,DR_CVaR_l1,0.04719400000000004,0.07804310332645778,0.0030977893312706785,0.1666666666666674,0.1666666666666668,5.999999999999996,linprog-highs,0.1666666666666668,2021-12-01,Steady_State
0.005,2022-01-01,RSDR_CVaR_l1,0.03882809223092386,0.06639509561607419,0.0033689227866906405,0.16055562091737313,0.15601306013437777,6.409719796141914,linprog-highs,0.16055562091737313,2021-12-01,Steady_State
0.005,2022-02-01,SAA_CVaR,0.04050612501014871,0.06300745997720021,0.0,0.48180043453131616,0.3242938153613308,3.083623407636658,linprog-highs,0.48180043453131616,2022-01-01,WOI
0.005,2022-02-01,RS_CVaR,0.05223819824626965,0.06568751759271849,0.0,0.6010416704169586,0.44816635848491326,2.2313142900342515,linprog-highs,0.6010416704169586,2022-01-01,WOI
0.005,2022-02-01,DR_CVaR_l1,0.04427007110075534,0.07855093308745525,0.0030977893312706785,0.19732414523691139,0.1948630964352166,5.131808014415166,linprog-highs,0.19732414523691114,2022-01-01,WOI
0.005,2022-02-01,RSDR_CVaR_l1,0.05041755072823769,0.08358392942069576,0.00347198179650215,0.18747370182046813,0.17965464802341075,5.566235057106289,linprog-highs,0.18747370182046802,2022-01-01,WOI
0.005,2022-03-01,SAA_CVaR,0.04050612501014871,0.06300745997720021,0.0,0.48180043453131616,0.3242938153613308,3.083623407636658,linprog-highs,0.48180043453131616,2022-02-01,Crisis
0.005,2022-03-01,RS_CVaR,0.06928611415607414,0.06950226436794128,0.0,0.5695540306653476,0.48001733416783,2.0832581009467606,linprog-highs,0.5695540306653476,2022-02-01,Crisis
0.005,2022-03-01,DR_CVaR_l1,0.04427007110075534,0.07855093308745525,0.0030977893312706785,0.19732414523691139,0.1948630964352166,5.131808014415166,linprog-highs,0.19732414523691114,2022-02-01,Crisis
0.005,2022-03-01,RSDR_CVaR_l1,0.07489606444573182,0.09501431965882115,0.003853094574346266,0.2591609343449967,0.25100707261688004,3.9839514862050573,linprog-highs,0.2591609343449967,2022-02-01,Crisis
0.005,2022-04-01,SAA_CVaR,0.04050612501014871,0.06300745997720021,0.0,0.48180043453131616,0.3242938153613308,3.083623407636658,linprog-highs,0.48180043453131616,2022-03-01,WOI
0.005,2022-04-01,RS_CVaR,0.05286174695679667,0.06488180659942502,0.0,0.44524501255831916,0.3599964122361417,2.7778054614167775,linprog-highs,0.44524501255831916,2022-03-01,WOI
0.005,2022-04-01,DR_CVaR_l1,0.04427007110075534,0.07855093308745525,0.0030977893312706785,0.19732414523691139,0.1948630964352166,5.131808014415166,linprog-highs,0.19732414523691114,2022-03-01,WOI
0.005,2022-04-01,RSDR_CVaR_l1,0.05041755072823785,0.08162599590003583,0.003467228023631457,0.18747370182046882,0.17965464802341277,5.566235057106226,linprog-highs,0.18747370182046819,2022-03-01,WOI
0.005,2022-05-01,SAA_CVaR,0.04189179712457699,0.06302429552667589,0.0,0.5014850136109398,0.33890010924903136,2.9507219759117214,linprog-highs,0.5014850136109398,2022-04-01,Crisis
0.005,2022-05-01,RS_CVaR,0.06913248327904041,0.0695199253080196,0.0,0.5898434215689013,0.48865580436934797,2.0464302092770295,linprog-highs,0.5898434215689013,2022-04-01,Crisis
0.005,2022-05-01,DR_CVaR_l1,0.05058595176394852,0.07921261490300649,0.0030977893312706785,0.16917917730849985,0.1668560479584263,5.99319001160305,linprog-highs,0.16917917730849943,2022-04-01,Crisis
0.005,2022-05-01,RSDR_CVaR_l1,0.07489606444573182,0.09482852077170073,0.0038164996035377576,0.2591609343449967,0.25100707261688004,3.9839514862050573,linprog-highs,0.2591609343449967,2022-04-01,Crisis
0.005,2022-06-01,SAA_CVaR,0.04189179712457699,0.06302429552667589,0.0,0.5014850136109398,0.33890010924903136,2.9507219759117214,linprog-highs,0.5014850136109398,2022-05-01,WOI
0.005,2022-06-01,RS_CVaR,0.050722907418359005,0.0627315219958095,0.0,0.4896105495016023,0.3798230246383964,2.6328051095692047,linprog-highs,0.4896105495016023,2022-05-01,WOI
0.005,2022-06-01,DR_CVaR_l1,0.05058595176394852,0.07921261490300649,0.0030977893312706785,0.16917917730849985,0.1668560479584263,5.99319001160305,linprog-highs,0.16917917730849943,2022-05-01,WOI
0.005,2022-06-01,RSDR_CVaR_l1,0.05386468838242072,0.0794046796174216,0.003458847956070911,0.1582274401621694,0.15277947650542728,6.545381767717187,linprog-highs,0.15822744016216758,2022-05-01,WOI
0.005,2022-07-01,SAA_CVaR,0.04289024943882752,0.06303642645805617,0.0,0.5156688261683621,0.36638595093372495,2.729362295283229,linprog-highs,0.5156688261683621,2022-06-01,Crisis
0.005,2022-07-01,RS_CVaR,0.06913248327904041,0.07034888880967488,0.0,0.5898434215689013,0.48865580436934797,2.0464302092770295,linprog-highs,0.5898434215689013,2022-06-01,Crisis
0.005,2022-07-01,DR_CVaR_l1,0.048100999999999894,0.07989298832302,0.0030977893312706785,0.25000000000000017,0.2499999999999997,4.000000000000005,linprog-highs,0.2499999999999997,2022-06-01,Crisis
0.005,2022-07-01,RSDR_CVaR_l1,0.07489606444573182,0.0944824133055927,0.0036453067042129675,0.25916093434499665,0.25100707261687993,3.983951486205059,linprog-highs,0.25916093434499665,2022-06-01,Crisis
0.005,2022-08-01,SAA_CVaR,0.04289024943882752,0.06303642645805617,0.0,0.5156688261683621,0.36638595093372495,2.729362295283229,linprog-highs,0.5156688261683621,2022-07-01,WOI
0.005,2022-08-01,RS_CVaR,0.05070844992823718,0.06483047170933154,0.0,0.5355836263538285,0.4190987298936052,2.3860726093201614,linprog-highs,0.5355836263538285,2022-07-01,WOI
0.005,2022-08-01,DR_CVaR_l1,0.048100999999999894,0.07989298832302,0.0030977893312706785,0.25000000000000017,0.2499999999999997,4.000000000000005,linprog-highs,0.2499999999999997,2022-07-01,WOI
0.005,2022-08-01,RSDR_CVaR_l1,0.05282146275044235,0.08253553950247829,0.003475669058738918,0.2157808540142509,0.20498070706838123,4.878507905948444,linprog-highs,0.21578085401425004,2022-07-01,WOI
0.005,2022-09-01,SAA_CVaR,0.04289024943882752,0.06303642645805617,0.0,0.5156688261683621,0.36638595093372495,2.729362295283229,linprog-highs,0.5156688261683621,2022-08-01,WOI
0.005,2022-09-01,RS_CVaR,0.050722907418359005,0.06157817690749078,0.0,0.4896105495016023,0.3798230246383964,2.6328051095692047,linprog-highs,0.4896105495016023,2022-08-01,WOI
0.005,2022-09-01,DR_CVaR_l1,0.048100999999999894,0.07989298832302,0.0030977893312706785,0.25000000000000017,0.2499999999999997,4.000000000000005,linprog-highs,0.2499999999999997,2022-08-01,WOI
0.005,2022-09-01,RSDR_CVaR_l1,0.05250326541827812,0.0791456645618581,0.0034538507490443062,0.20494159348269708,0.20048838692296506,4.98782006951972,linprog-highs,0.20494159348269606,2022-08-01,WOI
0.005,2022-10-01,SAA_CVaR,0.051007391507802986,0.06392937266956304,0.0,0.6228093519258028,0.4614796432705453,2.166942820950704,linprog-highs,0.6228093519258028,2022-09-01,WOI
0.005,2022-10-01,RS_CVaR,0.052247866904255695,0.06347544704800467,0.0,0.5950498869769034,0.44298949447054575,2.25738987601768,linprog-highs,0.5950498869769034,2022-09-01,WOI
0.005,2022-10-01,DR_CVaR_l1,0.052821462750442465,0.08540907809714078,0.0030977893312706785,0.21578085401425057,0.20498070706838117,4.878507905948446,linprog-highs,0.215780854014249,2022-09-01,WOI
0.005,2022-10-01,RSDR_CVaR_l1,0.058519659043659314,0.08836956640272954,0.0034502776753631563,0.1868020260504631,0.17882964759210276,5.591913944162806,linprog-highs,0.18680202605045917,2022-09-01,WOI
0.005,2022-11-01,SAA_CVaR,0.051007391507802986,0.06392937266956304,0.0,0.6228093519258028,0.4614796432705453,2.166942820950704,linprog-highs,0.6228093519258028,2022-10-01,WOI
0.005,2022-11-01,RS_CVaR,0.052247866904255695,0.06336863950880571,0.0,0.5950498869769034,0.44298949447054575,2.25738987601768,linprog-highs,0.5950498869769034,2022-10-01,WOI
0.005,2022-11-01,DR_CVaR_l1,0.052821462750442465,0.08540907809714078,0.0030977893312706785,0.21578085401425057,0.20498070706838117,4.878507905948446,linprog-highs,0.215780854014249,2022-10-01,WOI
0.005,2022-11-01,RSDR_CVaR_l1,0.05851965904365907,0.08806064731352604,0.003446108230542351,0.18680202605046223,0.1788296475921009,5.591913944162864,linprog-highs,0.18680202605045879,2022-10-01,WOI
0.005,2022-12-01,SAA_CVaR,0.051007391507802986,0.06392937266956304,0.0,0.6228093519258028,0.4614796432705453,2.166942820950704,linprog-highs,0.6228093519258028,2022-11-01,Crisis
0.005,2022-12-01,RS_CVaR,0.06761597809296117,0.0695438970941915,0.0,0.7901219536043407,0.6583320957891208,1.518990197191181,linprog-highs,0.7901219536043407,2022-11-01,Crisis
0.005,2022-12-01,DR_CVaR_l1,0.052821462750442465,0.08540907809714078,0.0030977893312706785,0.21578085401425057,0.20498070706838117,4.878507905948446,linprog-highs,0.215780854014249,2022-11-01,Crisis
0.005,2022-12-01,RSDR_CVaR_l1,0.07489606444573182,0.09541124557958358,0.00374207172542226,0.2591609343449967,0.25100707261688004,3.9839514862050573,linprog-highs,0.2591609343449967,2022-11-01,Crisis
0.02,2014-01-01,SAA_CVaR,0.043978482034295566,0.07022013165822483,0.0,0.5503790154010851,0.4320275707984165,2.3146670897691357,linprog-highs,0.5503790154010851,2013-12-01,Steady_State
0.02,2014-01-01,RS_CVaR,0.044206647933964914,0.05694494050100827,0.0,0.5979583435485373,0.4384350190497317,2.280839706115195,linprog-highs,0.5979583435485373,2013-12-01,Steady_State
0.02,2014-01-01,DR_CVaR_l1,0.06470227104217018,0.1240916878623397,0.012391157325082714,0.11742501108928485,0.1117530364347478,8.948302720918877,linprog-highs,0.11742501108928484,2013-12-01,Steady_State
0.02,2014-01-01,RSDR_CVaR_l1,0.050670124999999996,0.10348534261622194,0.013526497582247974,0.125,0.125,8.0,linprog-highs,0.125,2013-12-01,Steady_State
0.02,2014-02-01,SAA_CVaR,0.043978482034295566,0.07022013165822483,0.0,0.5503790154010851,0.4320275707984165,2.3146670897691357,linprog-highs,0.5503790154010851,2014-01-01,WOI
0.02,2014-02-01,RS_CVaR,0.052031010082109766,0.06824611277157153,0.0,0.666255750985097,0.5552819494712372,1.8008869205135192,linprog-highs,0.666255750985097,2014-01-01,WOI
0.02,2014-02-01,DR_CVaR_l1,0.06470227104217018,0.1240916878623397,0.012391157325082714,0.11742501108928485,0.1117530364347478,8.948302720918877,linprog-highs,0.11742501108928484,2014-01-01,WOI
0.02,2014-02-01,RSDR_CVaR_l1,0.06338024185993206,0.11854448028519238,0.013700137641473502,0.10985112406096016,0.10736066202922434,9.314398599067811,linprog-highs,0.10985112406096016,2014-01-01,WOI
0.02,2014-03-01,SAA_CVaR,0.043978482034295566,0.07022013165822483,0.0,0.5503790154010851,0.4320275707984165,2.3146670897691357,linprog-highs,0.5503790154010851,2014-02-01,Steady_State
0.02,2014-03-01,RS_CVaR,0.044206647933964914,0.057216380470292115,0.0,0.5979583435485373,0.4384350190497317,2.280839706115195,linprog-highs,0.5979583435485373,2014-02-01,Steady_State
0.02,2014-03-01,DR_CVaR_l1,0.06470227104217018,0.1240916878623397,0.012391157325082714,0.11742501108928485,0.1117530364347478,8.948302720918877,linprog-highs,0.11742501108928484,2014-02-01,Steady_State
0.02,2014-03-01,RSDR_CVaR_l1,0.050670124999999996,0.10399796565438134,0.01353757532243161,0.125,0.125,8.0,linprog-highs,0.125,2014-02-01,Steady_State
0.02,2014-04-01,SAA_CVaR,0.043978482034295566,0.07022013165822483,0.0,0.5503790154010851,0.4320275707984165,2.3146670897691357,linprog-highs,0.5503790154010851,2014-03-01,Steady_State
0.02,2014-04-01,RS_CVaR,0.044206647933964914,0.05687333046540078,0.0,0.5979583435485373,0.4384350190497317,2.280839706115195,linprog-highs,0.5979583435485373,2014-03-01,Steady_State
0.02,2014-04-01,DR_CVaR_l1,0.06470227104217013,0.12409168786233969,0.012391157325082714,0.11742501108928485,0.1117530364347478,8.948302720918877,linprog-highs,0.11742501108928483,2014-03-01,Steady_State
0.02,2014-04-01,RSDR_CVaR_l1,0.05067012500000001,0.10351974871471382,0.013532676558766459,0.12499999999999999,0.12499999999999997,8.000000000000002,linprog-highs,0.12499999999999999,2014-03-01,Steady_State
0.02,2014-05-01,SAA_CVaR,0.043978482034295566,0.07022013165822483,0.0,0.5503790154010851,0.4320275707984165,2.3146670897691357,linprog-highs,0.5503790154010851,2014-04-01,Steady_State
0.02,2014-05-01,RS_CVaR,0.044206647933964914,0.05680555630037303,0.0,0.5979583435485373,0.4384350190497317,2.280839706115195,linprog-highs,0.5979583435485373,2014-04-01,Steady_State
0.02,2014-05-01,DR_CVaR_l1,0.06470227104217013,0.12409168786233969,0.012391157325082714,0.11742501108928485,0.1117530364347478,8.948302720918877,linprog-highs,0.11742501108928483,2014-04-01,Steady_State
0.02,2014-05-01,RSDR_CVaR_l1,0.050670125000000045,0.10342527242825009,0.013531708745301144,0.12500000000000006,0.1250000000000001,7.999999999999993,linprog-highs,0.12500000000000006,2014-04-01,Steady_State
0.02,2014-06-01,SAA_CVaR,0.043978482034295566,0.07022013165822483,0.0,0.5503790154010851,0.4320275707984165,2.3146670897691357,linprog-highs,0.5503790154010851,2014-05-01,Steady_State
0.02,2014-06-01,RS_CVaR,0.046378272872005626,0.05732435064798877,0.0,0.7875893220778258,0.6654152363463668,1.5028210136737428,linprog-highs,0.7875893220778258,2014-05-01,Steady_State
