date,state,crisis,p_crisis,p_state0,p_state1,p_state2,p_state3,p_state4,p_state5
1984-07-01,0,0,8.757535331499405e-06,0.9928436934529556,3.760818451339514e-09,0.005785067907661002,1.2707664653382007e-19,0.0013624773432642648,8.757535331499405e-06
1984-08-01,4,0,0.0030282628181004675,0.16070120188076692,1.1223966606204831e-05,0.013583620557735144,5.2102216573828124e-14,0.8226756907767093,0.0030282628181004675
1984-09-01,4,0,2.1134511991609846e-05,0.0182588928378897,8.554882759227885e-06,0.00016166296233141445,1.4038972342772155e-19,0.9815497548049871,2.1134511991609846e-05
1984-10-01,4,0,4.1837078232747514e-10,0.7588915418441541,3.786062876509747e-12,0.001589483611384425,1.4400638011868382e-50,0.23951897412225864,4.1837078232747514e-10
1984-11-01,4,0,2.293223763814891e-06,0.17342394084861837,7.6109379418027845e-06,0.0019488856129788422,1.743224714374562e-29,0.824617269376741,2.293223763814891e-06
1984-12-01,4,0,7.204785889528098e-06,0.029789485588813662,0.0002244686897518458,0.00043861997610851396,1.2168653405116486e-22,0.9695402209594574,7.204785889528098e-06
1985-01-01,4,0,4.50046209209312e-05,0.0006558867670464899,0.009252649888087154,2.1538937615019523e-05,5.412078565502875e-11,0.9900249197322012,4.50046209209312e-05
1985-02-01,4,0,6.8939318059391175e-06,0.005666542238232847,0.0025175318812433053,5.4169052953559295e-08,4.788562361662128e-17,0.9918089777796717,6.8939318059391175e-06
1985-03-01,4,0,1.619992061647221e-06,0.0005606369098045108,0.014610204439024757,9.531887709413143e-07,1.0774805783390627e-12,0.9848265854692098,1.619992061647221e-06
1985-04-01,4,0,1.2639641230109198e-06,0.0010851442531018306,0.0006331721443275508,1.9179872689741075e-06,1.6209729244685725e-20,0.9982785016510961,1.2639641230109198e-06
1985-05-01,4,0,6.278121131643943e-07,0.04393442368358088,1.6967373965582587e-05,0.0003647496424476719,1.1212686766335638e-26,0.9556832314878597,6.278121131643943e-07
1985-06-01,4,0,1.0915513378900038e-05,0.0008901970984975757,0.039148620083621535,9.738688701392682e-06,1.2882800781689763e-13,0.9599405286157792,1.0915513378900038e-05
1985-07-01,4,0,3.7532843548350897e-06,0.0009891702018201068,0.0008040097153036287,8.897794289338451e-08,5.93753451730824e-17,0.9982029778206881,3.7532843548350897e-06
1985-08-01,4,0,7.666259810574093e-07,0.0004937362268166132,0.013562411205985926,1.0609696002540304e-07,3.24363625753305e-11,0.9859429798118555,7.666259810574093e-07
1985-09-01,4,0,4.9511066468899255e-06,0.0005028275047564972,0.0033474335958823256,4.4549354576666614e-07,7.966008940250604e-15,0.9961443422992409,4.9511066468899255e-06
1985-10-01,4,0,7.942105198991793e-07,0.00020018365809465236,0.008850532573626583,2.3444433935302757e-08,6.38245430715593e-12,0.9909484661069229,7.942105198991793e-07
1985-11-01,4,0,7.95964347627701e-06,0.00016104088480048244,0.02492338355158964,2.411136952121366e-07,2.8925137411297583e-11,0.974907374777468,7.95964347627701e-06
1985-12-01,4,0,9.660589954847441e-06,0.00030477999349945206,0.0153578281755392,8.305416672327982e-07,3.717035157253254e-12,0.9843269006955532,9.660589954847441e-06
1986-01-01,4,0,7.51759477204959e-06,0.00018404729457728225,0.021808893275827586,2.408838316599607e-07,1.1588340658308927e-11,0.9779993009393677,7.51759477204959e-06
1986-02-01,4,0,0.01334438803668776,0.4443414228827482,2.89694191886707e-05,0.010146385449992187,1.9785911086213971e-10,0.5321388340134829,0.01334438803668776
1986-03-01,4,0,0.0005846317421697201,0.04947560085804548,0.0006795360000697105,0.007304964027429608,1.8116166825510668e-17,0.9419552673723474,0.0005846317421697201
1986-04-01,4,0,0.0011898037986816125,0.0010180477438065836,0.09658734815232156,2.4153255691575572e-05,1.827847149948386e-08,0.9011806287709877,0.0011898037986816125
1986-05-01,4,0,0.0012713286256075809,0.005065353423271364,0.16609743512061426,7.636266260421466e-06,3.882668941342376e-08,0.8275582077375486,0.0012713286256075809
1986-06-01,4,0,0.00405671437105192,0.0024625788001481205,0.1502246311418426,0.0005461895120827498,2.824648884379196e-09,0.84270988335014,0.00405671437105192
1986-07-01,4,0,0.00026385618307019033,0.0008370368867358407,0.00600197856376655,3.4689140234755726e-05,3.5834276369364946e-12,0.9928624392225897,0.00026385618307019033
1986-08-01,4,0,0.00021975863188057552,0.0002462151913816123,0.11676951291541011,0.00015328352532610468,2.4464766707035176e-16,0.8826112297360194,0.00021975863188057552
1986-09-01,4,0,0.00013074374427463612,0.0016927826639688438,0.00039128769702141756,1.76199270615754e-05,2.2209366235123828e-14,0.997767565967712,0.00013074374427463612
1986-10-01,1,0,3.6927286395669543e-05,4.892632103665262e-05,0.34179585387542977,2.869526676729001e-07,3.4245611082212937e-07,0.6581176631082732,3.6927286395669543e-05
1986-11-01,1,0,0.0005008386598169679,2.4282967230748062e-05,0.8412724167461098,1.2540481407340594e-06,1.3198781829850466e-07,0.15820107559084354,0.0005008386598169679
1986-12-01,1,0,0.0015690131689837503,0.00019488623733959065,0.5807756852417443,1.8817941329284472e-05,2.629383583088419e-10,0.41744159714767926,0.0015690131689837503
1987-01-01,1,0,0.13231041494903645,0.00021625259358470778,0.4334512601922336,0.0038059438697697536,9.06412871484473e-05,0.43012548710826837,0.13231041494903645
1987-02-01,1,0,0.004411312817060956,3.3140130292687484e-06,0.9580589278313794,4.4964987513435535e-06,0.00020421968857234278,0.03731772915114148,0.004411312817060956
1987-03-01,1,0,0.001788492917509945,5.709940354341444e-06,0.9889792918528695,5.63671721253978e-06,6.402753567893523e-07,0.009220228296613942,0.001788492917509945
1987-04-01,1,0,0.0058468920879555485,0.00010586666109608539,0.9270798033880729,7.596889235219711e-05,2.799654369992745e-10,0.06689146869054292,0.0058468920879555485
1987-05-01,1,0,0.0002714620440475284,7.942090907155099e-07,0.9930535384445892,3.77880826726513e-07,5.773924074075697e-07,0.0066732500290452934,0.0002714620440475284
1987-06-01,1,0,0.0003687252813081066,1.15289323075917e-07,0.9971880431638609,3.752796532483804e-06,5.160655949678138e-08,0.0024393118623536,0.0003687252813081066
1987-07-01,1,0,0.0017745574314947557,2.8621237419566774e-07,0.9931035741583882,8.862661670679154e-06,4.147583622035757e-08,0.005112678060163481,0.0017745574314947557
1987-08-01,1,0,0.0008887938476175845,6.07033233219373e-07,0.9955809982845604,2.564498640327651e-06,5.0989072573071057e-08,0.0035269853468614136,0.0008887938476175845
1987-09-01,1,0,0.0037137314292279584,3.921208818524015e-05,0.8564373565744248,2.767623411364414e-05,1.17683420694791e-13,0.1397820236738319,0.0037137314292279584
1987-10-01,2,0,1.5868883686246548e-13,7.8201812999498e-09,7.767243477734591e-36,0.9999999921794824,8.726790531384225e-75,2.2882904273443935e-13,1.5868883686246548e-13
1987-11-01,5,1,0.8604784993379196,3.7683723750340986e-10,5.236017532404374e-11,0.010574680787136375,4.961605027559145e-18,0.12894681944584113,0.8604784993379196
1987-12-01,5,1,0.9981039078377832,8.076154110992793e-07,7.123926702447713e-07,0.0018904986787575606,2.4677419381342453e-09,4.071007734505904e-06,0.9981039078377832
1988-01-01,5,1,0.9381905024665326,2.6050939755941446e-09,0.03908582635365,0.001752082825037726,0.020902562134122688,6.902361545101177e-05,0.9381905024665326
1988-02-01,1,0,0.2609853619606807,6.57524504544856e-09,0.7334716692019285,0.00013345931502550183,0.004803202574472881,0.0006063003725669239,0.2609853619606807
1988-03-01,1,0,0.07326658153576028,2.8057983960903806e-07,0.9223768217699747,4.656269123688622e-05,2.122383339738481e-05,0.00428852958983421,0.07326658153576028
1988-04-01,1,0,0.0010774299650233238,2.646198915486745e-07,0.9940550149394183,6.713047829906545e-07,2.157205221186056e-07,0.00486640345026268,0.0010774299650233238
1988-05-01,4,0,0.0004713533768892911,4.624101403299088e-06,0.9479124261757481,1.734920016164228e-06,7.805824180171196e-13,0.051609861425147396,0.0004713533768892911
1988-06-01,4,0,0.0036090938814284305,4.95977301007607e-06,0.9722331369070786,3.011678437500394e-05,5.62871580250193e-07,0.02412212978248633,0.0036090938814284305
1988-07-01,4,0,0.0006665766628665454,1.9487874179615043e-05,0.9116947451946154,2.570205518935581e-06,8.339039352157533e-11,0.08761661997954277,0.0006665766628665454
1988-08-01,4,0,0.0006941166413010084,0.0005717170817771071,0.1794963416993223,1.0949021066482066e-05,3.518354078211855e-13,0.8192268755562214,0.0006941166413010084
1988-09-01,4,0,0.000284280737724525,0.0002826305369888793,0.08424829853368748,7.197489310033944e-06,5.21834563600648e-10,0.9151775921805555,0.000284280737724525
1988-10-01,4,0,3.288089819178658e-05,0.00021428738967732748,0.05997121311493635,5.313866363451179e-07,4.656808392662571e-10,0.9397810867447682,3.288089819178658e-05
1988-11-01,4,0,4.349437365440367e-06,0.0008903347174268749,0.0007521336922834386,7.272487229090118e-08,8.553553829127689e-19,0.9983531094281061,4.349437365440367e-06
1988-12-01,4,0,2.4506761896342295e-07,0.00038147207623059014,0.00214675381862125,1.0445052686763724e-08,3.141628601836198e-15,0.9974715185924038,2.4506761896342295e-07
1989-01-01,4,0,4.628357666728066e-06,0.00010538246739478928,0.07954231300081635,6.942466197388202e-08,1.729107354984715e-11,0.9203476067322406,4.628357666728066e-06
1989-02-01,4,0,5.707516903350163e-06,0.0004811751948885028,0.002707189645381367,8.748610565877466e-08,3.5927690875138027e-16,0.9968058401568315,5.707516903350163e-06
1989-03-01,4,0,2.052211973804957e-07,0.0002899585078905903,0.002502337612339037,4.345323029694904e-09,3.7758257242211606e-14,0.9972074943132496,2.052211973804957e-07
1989-04-01,4,0,1.5738527322993174e-07,0.00039819604724752,0.001704334522600528,2.772224695389204e-07,9.433005200904674e-21,0.9978970348224425,1.5738527322993174e-07
1989-05-01,4,0,1.8513509803375528e-07,0.0014474220897426606,9.736684485633565e-05,1.628412022128325e-07,6.8450037746414196e-18,0.9984548630891695,1.8513509803375528e-07
1989-06-01,4,0,9.995236584153718e-10,0.0016174948069833692,2.7614784226043374e-05,9.399318330880241e-07,9.24514816212909e-28,0.9983539494774207,9.995236584153718e-10
1989-07-01,4,0,1.1885092608345473e-08,0.0006423523558120762,0.0012152408258596416,1.0950707993622965e-06,3.162793883627511e-21,0.9981412998625264,1.1885092608345473e-08
1989-08-01,4,0,7.59092965945759e-08,0.016928619183157398,1.8956200332418405e-05,1.7183832850332048e-08,2.0987699683299575e-24,0.9830523315233042,7.59092965945759e-08
1989-09-01,4,0,3.53181860744445e-09,0.0005893495065739061,0.0019880456391703407,2.215260426642175e-07,1.2917248825809968e-15,0.9974223797965043,3.53181860744445e-09
1989-10-01,4,0,1.1488421162884952e-07,0.002526971252262625,3.1379215788649494e-05,7.854803413639404e-07,1.2915777876997935e-23,0.9974407491673682,1.1488421162884952e-07
1989-11-01,4,0,4.6307811163774324e-09,0.00027925378962448893,0.0012608630748093743,8.762108530277287e-08,2.3456916446969934e-16,0.9984597908836905,4.6307811163774324e-09
1989-12-01,4,0,2.8634969113351125e-07,0.00016638838223800178,0.008039485173925798,1.0360540742887885e-08,9.653968081814489e-16,0.9917938297335194,2.8634969113351125e-07
1990-01-01,4,0,1.963002260247546e-06,0.003719047946432052,2.735332317229214e-06,6.900153916981024e-07,3.7227929042368374e-20,0.9962755637036633,1.963002260247546e-06
1990-02-01,4,0,4.938212800949332e-08,0.0001306142542344121,0.022314351138049478,6.775820628633079e-08,4.702278354578303e-12,0.9775549174625819,4.938212800949332e-08
1990-03-01,4,0,7.049143769850106e-06,0.00040568583650215214,0.012246729793649583,8.259321355316925e-08,7.809909181187692e-15,0.9873404526327885,7.049143769850106e-06
