,state0,state1,state2,state3,state4,state5
PC1,1.1569930758336813,0.03598816274878098,-4.2953429220565855,0.14476752244306632,-0.07701213654099845,-0.03734847109733874
PC2,0.42146159285865936,-0.083310145243291,-0.4921980666334339,-0.1170497500620421,0.1432009962845357,0.16865926374757553
PC3,2.2465976322316017,0.15440013188172186,1.027634724914147,-0.9828664485010941,0.9346997831333124,-0.524229227903761
PC4,0.5108066373727269,0.09081575631086647,-1.4580006957539677,-0.20583767626741475,0.4377420090095256,-0.26033917227427217
PC5,0.28774244302282137,0.0012030029254176888,0.09627479601497534,-0.18704344193170014,0.12705290836431068,0.09282477136157415
PC6,-0.22940092739715934,0.01300550797027969,0.46312542305227783,-0.005091792493568003,-0.15388027174641605,0.17153120843677774
PC7,-0.007711187637199579,-0.032624110419652574,0.08852555149579022,-0.014555161580744545,0.0890358706629497,-0.010835603331695642
