,state,crisis,p_crisis,p_state0,p_state1,p_state2,p_state3,p_state4,p_state5
2007-01-01,1,0,2.757806682448855e-14,2.757806682448855e-14,0.9992307306250882,1.1523412484411549e-08,0.00016015368671207778,1.3703978752942774e-11,0.0006091041509459263
2007-02-01,1,0,8.453899961494593e-15,8.453899961494593e-15,0.9977881170788097,1.2653455280619283e-08,0.0014512308450367536,7.05695174928467e-11,0.0007606393520358076
2007-03-01,1,0,1.6607959509834684e-14,1.6607959509834684e-14,0.9979880894997664,1.653037156688818e-08,0.0006905738389491543,6.277379347730447e-11,0.0013213200679018683
2007-04-01,1,0,1.9093570803992843e-14,1.9093570803992843e-14,0.9981153116448539,8.606970911451946e-09,0.0004504311427229717,1.6248398769120696e-10,0.001434248443157114
2007-05-01,1,0,1.4033350612462693e-13,1.4033350612462693e-13,0.9975510032199865,1.36785280405926e-07,0.002072212133849227,1.601928676743299e-09,0.00037664625884024596
2007-06-01,1,0,2.489983450776709e-13,2.489983450776709e-13,0.9988422269090329,8.906050103140521e-08,0.0006111752520980725,5.7310230051677615e-11,0.0005465087207131703
2007-07-01,1,0,2.0384145812654421e-13,2.0384145812654421e-13,0.9914090159711284,6.060284362772617e-08,0.007387294934847035,2.212612270263334e-09,0.0012036262784341802
2007-08-01,3,0,1.3999007008101412e-09,1.3999007008101412e-09,0.3381715482174861,5.932536029802082e-05,0.6601097943472893,1.1568853132343306e-10,0.001659330559551549
2007-09-01,1,0,2.0187717170794363e-12,2.0187717170794363e-12,0.7224282038851174,0.00048656476198128833,0.2767733409402037,7.143403747099841e-11,0.00031189033930794415
2007-10-01,1,0,2.446119197166617e-14,2.446119197166617e-14,0.9788568976736742,5.681071160933306e-05,0.020811224092940697,4.509765475355123e-11,0.00027506747671461785
2007-11-01,3,0,8.670399343481881e-13,8.670399343481881e-13,0.07565015787503465,0.0002609115319301087,0.9239951378443038,3.4269533966089363e-12,9.379274421709537e-05
2007-12-01,1,0,0.30849181037872964,7.387428951834325e-16,0.6818347203479581,0.009670013686463651,0.30849181037872964,4.307099255471332e-11,3.455543619969908e-06
2008-01-01,3,1,0.9999955275679864,2.281103658509769e-12,2.87846956980411e-07,4.1575824853618776e-06,0.9999955275679864,1.4343850396620931e-16,2.7000345194419195e-08
2008-02-01,3,1,0.922726036925229,5.628594873608571e-17,0.020696024193974472,0.056577938879974705,0.922726036925229,7.293951768981615e-17,9.439141941826485e-13
2008-03-01,3,1,0.8760619274754651,2.275164846608003e-21,0.00079753431797919,0.12314053814121637,0.8760619274754651,1.755081988695582e-21,6.544445771543229e-11
2008-04-01,3,1,0.7701055906047898,7.8174479597563825e-25,0.07704163591966609,0.1528527702871019,0.7701055906047898,1.0030341880364592e-16,3.188375047417997e-09
2008-05-01,1,0,0.23053024060191335,3.0462503531972663e-20,0.5742284291958659,0.19523189432824217,0.23053024060191335,1.3348391038403277e-14,9.435873872223993e-06
2008-06-01,3,1,0.780597381608665,1.312272959360392e-19,0.0009746949809576871,0.21842792022265894,0.780597381608665,3.7800877998834195e-12,3.183940301137461e-09
2008-07-01,3,1,0.7457827013546968,8.250650740479967e-18,2.3738620692723844e-06,0.2542149247833593,0.7457827013546968,1.6239090347169835e-18,1.5836596158052081e-15
2008-08-01,2,0,0.032553073771907574,5.313901542514118e-23,0.0022669438164979695,0.9651799824117735,0.032553073771907574,3.2090371315829845e-24,8.379746381929465e-15
2008-09-01,2,0,0.00019650771819522585,1.9693697216953583e-30,4.71947674843014e-12,0.9998034922771322,0.00019650771819522585,4.0253184153887907e-25,2.44345582029744e-19
2008-10-01,2,0,0.00035531559677411324,4.41980623061074e-34,1.438962305369334e-27,0.9996446844030854,0.00035531559677411324,9.391301947719594e-31,1.2484610787758643e-45
2008-11-01,2,0,1.4338581821303976e-11,1.4968816179368695e-43,1.7890628363088934e-13,0.9999999999854481,1.4338581821303976e-11,2.74543104237067e-47,1.649047692292974e-50
2008-12-01,2,0,2.74433720062877e-15,1.427385139733713e-51,5.050896336538798e-10,0.9999999994947757,2.74433720062877e-15,1.7826986562097516e-55,4.226997586293716e-29
