,state,crisis,p_crisis,p_state0,p_state1,p_state2,p_state3,p_state4,p_state5
2011-08-01,3,0,4.5790082105062113e-07,4.523814724898741e-19,1.9294072418935965e-12,3.4294255632864126e-17,0.9999403797257647,4.5790082105062113e-07,5.916237133816524e-05
2011-09-01,3,0,7.933994447447475e-05,5.843764102713559e-18,1.603464580388233e-17,1.738480504358508e-15,0.9999206495128605,7.933994447447475e-05,1.0542520198104376e-08
2011-10-01,3,0,3.0320766341005186e-06,1.4145139698408075e-21,9.495701686130009e-17,6.603352862579801e-19,0.999883578434454,3.0320766341005186e-06,0.0001133894891629865
2011-11-01,3,0,6.447735754043549e-08,9.04045985051247e-24,7.841589944854549e-13,1.2834529672380557e-22,0.9998198467988594,6.447735754043549e-08,0.00018008872295213985
2011-12-01,3,0,3.4550168860538906e-07,3.0115186869737893e-19,3.4440341679723123e-13,2.0609136469756195e-18,0.999935849522897,3.4550168860538906e-07,6.380497464873501e-05
2012-01-01,3,0,5.7858860773224307e-08,2.0154434217831866e-20,2.56893308798472e-12,1.2932588979271632e-18,0.9996896968676625,5.7858860773224307e-08,0.0003102452706831791
2012-02-01,3,0,1.3940488583863232e-07,1.5175764162977388e-18,5.80214761040871e-11,6.644481922274802e-18,0.998355058482504,1.3940488583863232e-07,0.0016448020542884872
2012-03-01,3,0,8.100658731880748e-07,1.6448833466472206e-17,3.4261999818836857e-12,2.6504754284146825e-17,0.9999349623599392,8.100658731880748e-07,6.422757101835004e-05
2012-04-01,3,0,2.1288440675279282e-08,1.2022553054838375e-19,5.732098916870008e-13,4.613547201660664e-18,0.9998823870375995,2.1288440675279282e-08,0.00011759167378905582
2012-05-01,3,0,1.1121002201455304e-05,1.117345903903337e-18,4.0305228586671116e-15,3.59338668756107e-17,0.9999874409565687,1.1121002201455304e-05,1.4380414800342802e-06
2012-06-01,3,0,3.6548364612971235e-08,7.307739292513386e-22,6.321242821927272e-14,9.007228968615175e-21,0.9995080361133766,3.6548364612971235e-08,0.000491927338281618
2012-07-01,3,0,9.452737679675945e-07,1.0616444719151037e-19,3.0959614905965437e-10,2.146913090259455e-18,0.9978585335851304,9.452737679675945e-07,0.002140520831505154
2012-08-01,3,0,4.3349672318662013e-07,3.011542215120041e-17,8.706156569758527e-11,2.499037944883841e-16,0.9995908302472984,4.3349672318662013e-07,0.0004087361693617735
2012-09-01,3,0,6.291384058574129e-08,1.0023439919655037e-17,2.481684895238803e-12,3.9196977724882436e-17,0.9999052274062099,6.291384058574129e-08,9.470967710719371e-05
