sasdate,state,crisis,p_state0,p_state1,p_state2,p_state3,p_state4,p_state5
1976-03-01,2,0,0.003758387042383544,0.19086657679539978,0.2332696389249037,0.22032425593252586,0.17422634669381326,0.1775547946099776
1976-04-01,1,0,0.005431935739878815,0.22601566460565467,0.21599071246103624,0.18644675198772392,0.18219006278046362,0.1839248724242482
1976-05-01,5,0,0.09402241344473762,0.19302371828191187,0.14717923725554086,0.17359087991604757,0.17964574133845027,0.21253800976240575
1976-06-01,2,0,0.008340511977186401,0.17116519661057789,0.23747737004491912,0.20654837407490134,0.20020047329838878,0.1762680739930348
1976-07-01,2,0,0.033542445799635875,0.17630516677484234,0.2246204355442822,0.1737320606767062,0.21987477269747072,0.171925118506096
1976-08-01,2,0,0.004088607026718358,0.18837132708524376,0.2370333247542328,0.1815998358258972,0.21709988811992084,0.17180701718699104
1976-09-01,4,0,0.030138543470599882,0.17534127284897633,0.21477457625026744,0.17051861102960192,0.2245728087646488,0.1846541876349357
1976-10-01,2,0,0.005682487210614933,0.19983941540989392,0.2344906053051329,0.1815512153224503,0.2115662670028518,0.1668700097480618
1976-11-01,2,0,0.018671330514027747,0.19267086097492359,0.23890043619908463,0.1987761967221217,0.19290449814687605,0.1580766774419849
1976-12-01,2,0,0.011880773236911543,0.1918702039436722,0.22003598435824148,0.21973147792102674,0.16995761065831114,0.18652394988084878
1977-01-01,5,0,0.05866459332673508,0.19165424772316997,0.14493090601142372,0.1795907632793146,0.19739692356068123,0.22776256609773393
1977-02-01,1,0,0.0034418832829783814,0.21639281713522923,0.20514760235745313,0.17703198198854023,0.21431251814798372,0.18367319708681862
1977-03-01,2,0,0.008932261451833769,0.21542401766862598,0.2175041565851579,0.2054673847065417,0.17472249181531188,0.17794968777153775
1977-04-01,5,0,0.01005029917332923,0.19571289981458243,0.17383602182046343,0.22043360530016123,0.17489034354294353,0.22507683034753004
1977-05-01,5,0,0.010510186472269199,0.19461805228690898,0.16255404617355887,0.1803743800630296,0.21917067214928887,0.23277266285395481
1977-06-01,2,0,0.01259534585052747,0.17202205250280975,0.22440802325088313,0.19507092786606461,0.21003417901854757,0.1858694715101799
1977-07-01,5,0,0.1429554064766518,0.16226779937318445,0.14745183081864005,0.15233995842672074,0.1970842808543799,0.19790072404956602
1977-08-01,5,0,0.004224760857543188,0.21437913913845724,0.16902321803151693,0.18370981261085828,0.19160564838451863,0.23705742097610985
1977-09-01,5,0,0.007203804183421973,0.20722694141161294,0.15881125933577633,0.19865747370603795,0.18473423349949855,0.24336628786265943
1977-10-01,5,0,0.016791846642621174,0.20288692483962972,0.15889666893685733,0.18861130293230113,0.19322491156637867,0.2395883450812286
1977-11-01,2,0,0.004887365339926683,0.18335470664019943,0.24010816487994066,0.2121439362664488,0.1743905481404711,0.18511527873201813
1977-12-01,5,0,0.0044393129892869145,0.2194527774528964,0.18956078498029616,0.19208718684100537,0.16950868689347326,0.22495125084204626
1978-01-01,5,0,0.03940739513682234,0.1901022291009464,0.16418423773573565,0.18252390514795858,0.19847764060052622,0.22530459227705
1978-02-01,5,0,0.0027188799610133214,0.21456862082749145,0.1911370510090658,0.1809258163204825,0.1862900376106559,0.2243595942702937
1978-03-01,3,0,0.021815701483190803,0.20135405375471874,0.19306940121970423,0.2153276784924282,0.15483505134222725,0.21359811370675247
1978-04-01,5,0,0.09917315378300079,0.179593621634736,0.1836820467108908,0.18068267861490878,0.16375564843218612,0.19311285082337662
1978-05-01,5,0,0.01175435518691053,0.20493458110378346,0.17358893838910391,0.204937989538179,0.1695755466272011,0.23520858915383364
1978-06-01,5,0,0.09152054251814927,0.16387387012455257,0.1632875638743865,0.16511924791187518,0.20547070039475415,0.21072807517537387
1978-07-01,2,0,0.020074542307353765,0.18473658200707568,0.22919274803526238,0.197362109830379,0.178047219253794,0.1905867985651551
1978-08-01,5,0,0.1506375451878892,0.1730393105545068,0.15464768693951939,0.1644149578189642,0.16203678526532223,0.19522371423294865
1978-09-01,5,0,0.048151781772636015,0.1943907605253945,0.16222770310784182,0.18898184758753625,0.17423200908819272,0.2320158979174469
1978-10-01,0,1,0.4371889022575635,0.11384016727840035,0.09133162349658165,0.10708970700694649,0.11371291699868578,0.13683668296125936
1978-11-01,5,0,0.046356059634100256,0.17795260319869638,0.193101979054864,0.19551240267806744,0.17045987745484345,0.2166170779784747
1978-12-01,5,0,0.03209861202888445,0.18665964079991268,0.17926170589795917,0.17759655560756007,0.18867510775714214,0.23570837790757346
1979-01-01,2,0,0.08956271157688173,0.17208109215495704,0.212569184991211,0.1863613190057264,0.16160075951515754,0.1778249327551557
1979-02-01,5,0,0.03436440365959834,0.1936770701881207,0.18325331108577045,0.18542554616835097,0.17615655453806867,0.2271231143591252
1979-03-01,2,0,0.04123763422572336,0.1677661600064872,0.22299800612648463,0.1879113913769343,0.18089595628398517,0.19919085197942643
1979-04-01,5,0,0.022071861429062,0.19848891335312843,0.19778610896038598,0.18389642889319824,0.16998286264289858,0.2277738247203487
1979-05-01,2,0,0.07121113298033847,0.16713470851912468,0.21449359738467808,0.1675055253882635,0.19475425488224246,0.1849007808444239
1979-06-01,2,0,0.0856532225131462,0.17061950653495467,0.22674418162683008,0.1802448079440718,0.1750258428640617,0.16171243851602093
1979-07-01,5,0,0.04556455822299823,0.17067392186416197,0.18158657663350647,0.17412287481608466,0.19944820578019604,0.22860386268209806
1979-08-01,5,0,0.15362737962205922,0.17108160002563122,0.1497630918225378,0.1745395091879842,0.14655041388301296,0.20443800545792817
1979-09-01,5,0,0.038521761486585954,0.1927107952265133,0.17811059490907416,0.18367926786527256,0.1727119693977285,0.23426561111386404
1979-10-01,0,1,0.7322594072910678,0.052433795776168225,0.04439178700594136,0.05199354614847548,0.0537569585752463,0.06516450520283305
1979-11-01,0,1,0.29894184995416195,0.1365550145669437,0.1716975004798542,0.14220012670469706,0.12505207291611903,0.12555343537752295
1979-12-01,5,0,0.18246905590363258,0.15199915685241863,0.16886832297955995,0.15587021753321847,0.15325802754223308,0.1875352191881198
1980-01-01,5,0,0.15973961039448895,0.15625684427927197,0.1638035275784349,0.17621277779946512,0.1479106309859352,0.19607660896156365
1980-02-01,0,1,0.6997784471332403,0.05752121469549902,0.050215543589874484,0.05987216981232361,0.05885969231748815,0.07375293245127423
1980-03-01,0,1,0.5466730947700649,0.08726657560765624,0.08901162615270297,0.07780407177872059,0.09670084821678165,0.10254378347362016
1980-04-01,0,1,0.5147186936228371,0.09062243476643014,0.11235575797699085,0.09389403412499167,0.08909819478166446,0.09931088472660048
1980-05-01,0,1,0.6774450179233903,0.06440559440491464,0.07687001693296927,0.06310603750061354,0.061189618252429905,0.056983714985359805
1980-06-01,2,0,0.03146833668202844,0.19761919437253506,0.22136347713402324,0.1951456844276597,0.16763379657056404,0.1867695108122209
1980-07-01,0,1,0.26164847323260526,0.14795335187598355,0.12274565862902218,0.14993900156453205,0.13913161371770993,0.17858190097940854
1980-08-01,0,1,0.511221207962862,0.09746262594366513,0.07700685420094022,0.09729992573646941,0.09586173819721748,0.12114764795835699
1980-09-01,0,1,0.5143221895165796,0.09792276934901678,0.07955350771093835,0.09699410148690457,0.09187711376717479,0.11933031816890018
1980-10-01,0,1,0.48580933926538256,0.10124904362377703,0.08516051021673109,0.1008746283884349,0.09906050391859002,0.12784597458657007
1980-11-01,0,1,0.7137405455256763,0.055241564029406116,0.048944189250280934,0.05786591376876634,0.0545466803942661,0.06966110703131785
1980-12-01,0,1,0.5415893423188669,0.08654313681363966,0.11022904036985862,0.08229888136262012,0.09381971032212193,0.08551988881243427
1981-01-01,0,1,0.30773949812692053,0.12772502440747974,0.14333717596339324,0.12265096725445393,0.14444063858577633,0.15410669566128396
1981-02-01,0,1,0.4230757385318533,0.10819785334298539,0.11511127911451137,0.10729826453837404,0.11223886352988195,0.13407800094181693
1981-03-01,0,1,0.6990284278381209,0.05825815843761589,0.07423120133833988,0.058837752591887955,0.05825283923880139,0.05139162055493272
1981-04-01,0,1,0.7839936165554359,0.04259364123282847,0.0372804539865408,0.041353055917630575,0.04268705060287302,0.05209218170447519
1981-05-01,0,1,0.24267387894043893,0.14314846707129383,0.17629676617669968,0.13856605846680356,0.14385871552404003,0.1554561138199665
1981-06-01,0,1,0.5679983806714124,0.08092331979421656,0.09731005198032454,0.07682013477293759,0.0869557821105931,0.08999233067008369
1981-07-01,0,1,0.4548841483318749,0.10542941945419594,0.09552205569324204,0.10460651987631303,0.10405843421603583,0.13549942242779325
1981-08-01,0,1,0.4279168545990449,0.11091432040098488,0.1026822953992967,0.10379297339386936,0.11417535152336601,0.14051820468286608
1981-09-01,0,1,0.5952599484889598,0.07940335873714406,0.09451052588096356,0.07488617795899496,0.07903499484926266,0.07690499408427011
1981-10-01,0,1,0.6932286545249007,0.060435573451179045,0.07607354171677295,0.05920897199720018,0.05985183072680605,0.05120142758283433
1981-11-01,0,1,0.6985261841706792,0.05905824624311517,0.07392433525321292,0.056974285015981715,0.059751202091656366,0.05176574722505295
1981-12-01,0,1,0.4222581663130699,0.11214816027663868,0.09496385671479851,0.10922783653120134,0.11814877376478519,0.14325320639892872
1982-01-01,0,1,0.5237577475710501,0.09439087342374694,0.0799380747989167,0.09471750909480255,0.0909628736815161,0.11623292142949125
1982-02-01,0,1,0.21676843717621536,0.14676672249853176,0.15687110661197703,0.14333607005937402,0.1586872979653642,0.1775703656877544
1982-03-01,0,1,0.3040512930369616,0.13455245391820572,0.1362171824561969,0.1321534361583474,0.13056028648341375,0.16246534794617865
1982-04-01,0,1,0.37305240610725016,0.12314108103337629,0.15377648057854623,0.11902769132323297,0.11685267798800435,0.1141496629689629
1982-05-01,0,1,0.29781681552080175,0.1389664682135445,0.17010185644866058,0.1264343303636191,0.1400918615301736,0.12658866792249815
1982-06-01,0,1,0.4992593044438405,0.09695331611544036,0.08278931165950966,0.09630355233367349,0.1002194970720335,0.12447501837500166
1982-07-01,0,1,0.5912035257356587,0.08165635868517435,0.100205219860131,0.07657806518902892,0.08134979134867844,0.06900703918091967
1982-08-01,0,1,0.6491871620767306,0.06646331584505051,0.08642622189417407,0.07187078431853441,0.06770907737421776,0.05834343849094189
1982-09-01,0,1,0.2106762077959567,0.1618524961468949,0.19193661848906723,0.14506304635255005,0.1629308660290985,0.12754076518564322
1982-10-01,0,1,0.5495146859908959,0.08588762969464983,0.10732806506418886,0.09087848571957934,0.08752265495524024,0.07886847857499531
1982-11-01,5,0,0.08445337639173738,0.1797893540879637,0.17779565141180986,0.1830961336269051,0.16838635533130317,0.2064791291493652
1982-12-01,2,0,0.029205703301552633,0.1898125416419286,0.24060991099734969,0.18073660388769971,0.19463308610526805,0.16500215406523053
1983-01-01,5,0,0.024636506542084338,0.17147945344936374,0.19518987314310748,0.19284054951959764,0.1873137152830179,0.22853990206185348
1983-02-01,2,0,0.10968030110811369,0.1761135424961262,0.2076584905593257,0.16198001130728756,0.18116216972366375,0.16340548480459272
1983-03-01,5,0,0.1554488848888167,0.17147747789556966,0.14156119874116596,0.1684679045788976,0.1579815018594963,0.20506303203520918
1983-04-01,2,0,0.1253679234886544,0.16850298698338656,0.2166873270837312,0.17196637831900022,0.1668787850933625,0.1505965990309904
1983-05-01,5,0,0.08620137267274365,0.1730307906061835,0.15409154956025517,0.17937384401156659,0.18108092083146063,0.22622152231687656
1983-06-01,5,0,0.020034132969081495,0.19750036590767292,0.19211451024214884,0.17805459677881907,0.18495371015602777,0.22734268394526996
1983-07-01,5,0,0.08842180628841305,0.1838136241375254,0.15192988294099233,0.17040543225583188,0.18027031530659637,0.22515893906972936
1983-08-01,5,0,0.014747045934281337,0.18899535376708693,0.2032179912653694,0.1863768554437556,0.17798477407558705,0.2286779795129344
1983-09-01,2,0,0.06148084940309634,0.18573417151016647,0.2324725542235791,0.17227830226320753,0.18794733517369724,0.16008678742531476
1983-10-01,2,0,0.034991806432024236,0.1881326533340237,0.21397797442869665,0.16772838634276654,0.19573777878652487,0.19943140067499893
1983-11-01,5,0,0.021640962730735805,0.17851938349634416,0.1885676264547948,0.19544335952450775,0.18114694067625073,0.23468172711638827
1983-12-01,5,0,0.016163003241842073,0.20631544476654293,0.195464309101862,0.17718100811408494,0.17718439652834805,0.2276918382463361
1984-01-01,2,0,0.022146961280949205,0.18474683131674063,0.22983228440428788,0.17318337323921298,0.1978104452146841,0.1922801045431474
1984-02-01,5,0,0.03959523657532487,0.18876311195838075,0.17155915664054272,0.17463076701753266,0.1942179037838527,0.23123382402340587
1984-03-01,5,0,0.05351834795265535,0.1826597030115882,0.16150763947557406,0.19263111458098384,0.1745674047895891,0.23511579018866288
