gamma,regime_source,rebalance_month,strategy,success,objective,VaR_v,theta_used,robust_norm_value,robust_penalty_component,max_weight,effective_n_assets,predicted_state,predicted_state_prob,regime_weight_max,regime_weight_argmax,message,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
0.06,altdata_bnmeanrank_hmm,2017-05-01,SAA-CVaR,True,0.07222332707529935,0.04703974430210485,0.0,1.0,0.0,0.6443128499623921,1.8462024813922433,3,0.9994372969495129,0.9883400732492015,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.0,0.6443128499623921,0.35568715003760787,0.0,0.0
0.06,altdata_bnmeanrank_hmm,2017-05-01,DR-CVaR,True,0.1764253439504962,0.07577529999999996,0.03717347197524814,0.1,0.07434694395049621,0.1,9.999999999999996,3,0.9994372969495129,0.9883400732492015,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.1,0.1,0.09999999999999998,0.1,0.1,0.1,0.1,0.1,0.1
0.06,altdata_bnmeanrank_hmm,2017-05-01,RS-CVaR,True,0.04362940855622044,0.02432086691263797,0.0,1.0,0.0,0.49500412265564314,2.9895149808218777,3,0.9994372969495129,0.9883400732492015,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.1306320011431959,0.49500412265564314,0.15301715825579446,0.22134671794536656,0.0
0.06,altdata_bnmeanrank_hmm,2017-05-01,RSDR-CVaR,True,0.1377586885857205,0.0448716,0.038293973539477714,0.1,0.07658794707895536,0.1,9.999999999999996,3,0.9994372969495129,0.9883400732492015,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999999999,0.1,0.1
0.06,altdata_bnmeanrank_hmm,2017-06-01,SAA-CVaR,True,0.07222332707529935,0.04703974430210485,0.0,1.0,0.0,0.6443128499623921,1.8462024813922433,3,0.9994960851056228,0.9885140682452112,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.0,0.6443128499623921,0.35568715003760787,0.0,0.0
0.06,altdata_bnmeanrank_hmm,2017-06-01,DR-CVaR,True,0.17642534395049622,0.0757753,0.03717347197524814,0.1,0.07434694395049621,0.1,9.999999999999996,3,0.9994960851056228,0.9885140682452112,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.1,0.1,0.09999999999999998,0.1,0.1,0.1,0.1,0.1,0.1
0.06,altdata_bnmeanrank_hmm,2017-06-01,RS-CVaR,True,0.04341330697511403,0.02432086691263797,0.0,1.0,0.0,0.49500412265564314,2.9895149808218777,3,0.9994960851056228,0.9885140682452112,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.1306320011431959,0.49500412265564314,0.15301715825579446,0.22134671794536656,0.0
0.06,altdata_bnmeanrank_hmm,2017-06-01,RSDR-CVaR,True,0.13748597895077763,0.0448716,0.03825153782783436,0.1,0.07650307565566865,0.1,9.999999999999996,3,0.9994960851056228,0.9885140682452112,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.06,altdata_bnmeanrank_hmm,2017-07-01,SAA-CVaR,True,0.07222332707529935,0.04703974430210485,0.0,1.0,0.0,0.6443128499623921,1.8462024813922433,3,0.99842841908845,0.9876842023463859,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.0,0.6443128499623921,0.35568715003760787,0.0,0.0
0.06,altdata_bnmeanrank_hmm,2017-07-01,DR-CVaR,True,0.1764253439504962,0.07577529999999996,0.03717347197524814,0.1,0.07434694395049621,0.1,9.999999999999996,3,0.99842841908845,0.9876842023463859,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.1,0.1,0.09999999999999998,0.1,0.1,0.1,0.1,0.1,0.1
0.06,altdata_bnmeanrank_hmm,2017-07-01,RS-CVaR,True,0.043385504818484334,0.02432086691263797,0.0,1.0,0.0,0.49500412265564314,2.9895149808218777,3,0.99842841908845,0.9876842023463859,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.1306320011431959,0.49500412265564314,0.15301715825579446,0.22134671794536656,0.0
0.06,altdata_bnmeanrank_hmm,2017-07-01,RSDR-CVaR,True,0.1374886266641836,0.044871600000000005,0.038217548595133176,0.09999999999999995,0.07643509719026624,0.10000000000000038,10.000000000000002,3,0.99842841908845,0.9876842023463859,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.09999999999999995,0.09999999999999994,0.10000000000000038,0.09999999999999998,0.09999999999999995,0.09999999999999995,0.09999999999999995,0.09999999999999981,0.09999999999999995,0.09999999999999995
0.06,altdata_bnmeanrank_hmm,2017-08-01,SAA-CVaR,True,0.07222332707529935,0.04703974430210485,0.0,1.0,0.0,0.6443128499623921,1.8462024813922433,3,0.9994768643362442,0.9887314727182512,3,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0.0,0.0,0.0,0.0,0.0,0.6443128499623921,0.35568715003760787,0.0,0.0
